rule_uid	file_id	criteria	rule	group	resource	directionality	verbatim	contemporary	factuality	reasoning	confidence	author	work_title	impact_year	group_specificity	is_historical	secondary_reasoning	resource_materiality	materiality_reasoning
tlg1419.tlg001.perseus-eng1#76	tlg1419.tlg001.perseus-eng1	Lineage	Orphan and widow protection	Widows and orphans	Right to communal financial support	MORE	[§397] [8] Therefore instead of lands, purchase afflicted souls, as each is able, and look after widows and orphans, and do not despise them, and spend your wealth and all your establishments for such fields and houses as you have received from God.	1	1	The text mandates that members of the community must use their wealth to provide for widows and orphans, groups defined by their lack of family protection, thereby granting them a resource of communal care.	9.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Widows and orphans' is a canonical societal group; the rule describes a contemporary norm.	5	Right to communal financial support provides direct material aid.
tlg1419.tlg001.perseus-eng1#77	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Rich obligation to support poor	Wealthy citizens	Right to retain all personal wealth	LESS	[§407] But when the rich man rests upon the poor, and gives him what he needs, he believes that what he does to the poor man can find a reward with God, because the poor is rich in intercession and confession, and his intercession has great power with God. The rich man, therefore, helps the poor in all things without doubting.	1	0	The text describes a religious and social norm in the author's community where the wealthy are expected to distribute their material resources to the poor to ensure their own spiritual standing.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Wealthy citizens' is a broad societal category; the rule describes a contemporary norm.	4	Right to retain personal wealth has direct material effect on wealth.
tlg1419.tlg001.perseus-eng1#78	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Poor access to material aid	The poor	Access to material necessities	MORE	[§410] So also the poor; interceding with the Lord for the rich; complement their wealth; and again; the rich helping the poor with their necessities complement their prayers.	1	1	The passage establishes a social exchange where the group defined by lack of wealth receives material necessities from the wealthy in exchange for spiritual intercession.	9.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'The poor' is a canonical societal group; the rule describes a contemporary norm.	5	Access to material necessities directly impacts subsistence and well-being.
tlg1419.tlg001.perseus-eng1#79	tlg1419.tlg001.perseus-eng1	Occupation	Business engagement prayer restriction	Businessmen	Right to receive answers to prayer	LESS	[§424] But abstain from much business, and you will do no sin. For those who do much business also sin much, being engrossed in their business, and serving their Lord in nothing. [§425] How then, said he, can such a one pray for anything from the Lord and receive it, when he does not serve the Lord? They who serve him,—they shall receive their requests. But they who do not serve the Lord,—they shall receive nothing.	1	0	The author establishes a rule that those heavily occupied with business (an occupation-based group) are effectively barred from the resource of successful divine petition (receiving what they pray for).	8.0	Hermas	The Shepherd of Hermas	150	3	0	The group 'Businessmen' is a specific occupation; the rule describes a contemporary norm.	1	Right to receive answers to prayer is a non-material, spiritual resource.
tlg1419.tlg001.perseus-eng1#80	tlg1419.tlg001.perseus-eng1	Freedom	Manumission for faithful labor	Slaves	Right to be manumitted	MORE	[§428] And he chose out a certain servant, who was faithful, in good esteem and honour with him, and he called him and said to him: Take this vineyard which I have planted, and fence it until I come, and do nothing more to the vineyard. And follow this order of mine and you shall have your freedom from me.	1	1	The text describes a common social practice where a master promises freedom (manumission) to a slave in exchange for following specific orders and providing faithful service.	10.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Slaves' is a canonical societal group; the rule describes a contemporary social practice.	5	Right to be manumitted is a fundamental bodily entitlement and freedom.
tlg1419.tlg001.perseus-eng1#81	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Poor access to charitable funds	Widows and orphans	Access to communal food and financial support	MORE	[§428] And you shall do thus: After completing what has been written, in that day on which you fast you shall taste nothing except bread and water, and you shall reckon the price of the expense for that day which you are going to keep, of the foods which you would have eaten, and you shall give it to a widow or an orphan or to some one destitute, and you shall thus be humble-minded that through your humility he who receives it may fill his soul and pray to the Lord for you.	1	1	The text mandates a specific redistribution of wealth where the money saved from fasting is legally/normatively directed to specific vulnerable groups (widows, orphans, the destitute).	9.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Widows and orphans' is a canonical societal group; the rule describes a contemporary norm.	5	Access to communal food and financial support provides direct material aid.
tlg1419.tlg001.perseus-eng1#82	tlg1419.tlg001.perseus-eng1	Freedom	Slave participation in inheritance	Slaves	Right to inherit property	MORE	[§428] So in reward for this work which he has done I wish to make him joint heir with my son, because, when he had a good thought he did not put it on one side, but carried it out. The son of the master agreed with this plan, that the servant should be joint heir with the son.	1	1	Through the parable used to explain contemporary religious concepts, the author reflects a social reality where a master can elevate a slave to the status of a joint-heir alongside a natural son as a reward for exceptional service.	8.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Slaves' is a canonical societal group; the rule describes a contemporary social practice.	5	Right to inherit property is a tangible wealth entitlement.
tlg1419.tlg001.perseus-eng1#83	tlg1419.tlg001.perseus-eng1	Occupation	Slave access to master's food	Slaves	Right to receive food from master's table	MORE	[§428] After a few days he made a feast and sent to him much food from the feast. But the servant took the food which was sent to him by the master, kept what was sufficient for himself, and distributed the rest to his fellow-servants.	1	1	The text illustrates a social convention where masters share leftovers or gifts from feasts with their slaves, which then the head slave further distributes to fellow-servants.	7.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Slaves' is a canonical societal group; the rule describes a contemporary social practice.	5	Right to receive food from master's table is a tangible means of subsistence.
tlg1419.tlg001.perseus-eng1#84	tlg1419.tlg001.perseus-eng1	Freedom	Manumission for obedient service	Slaves	Right to manumission	MORE	[§435] And he chose out a certain servant... and he called him and said to him: Take this vineyard which I have planted, and fence it until I come, and do nothing more to the vineyard. And follow this order of mine and you shall have your freedom from me.	1	1	The text describes a specific legal/social expectation within the Roman context where a master promises freedom (manumission) to a servant as a reward for following specific instructions.	9.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Slaves' is a canonical societal group; the rule describes a contemporary social practice.	5	Right to manumission is a fundamental bodily entitlement and freedom.
tlg1419.tlg001.perseus-eng1#85	tlg1419.tlg001.perseus-eng1	Freedom	Slave eligibility for inheritance	Slaves	Right to inherit property	MORE	[§442] And he said to them: I promised this servant his freedom if he kept the orders which I gave him. Now he has kept my orders, and has added good work in the vineyard, and greatly pleased me. So in reward for this work which he has done I wish to make him joint heir with my son.	1	1	The master rewards the servant's exceptional initiative (exceeding orders) by elevating him to the status of a joint heir alongside the biological son, showing that a freed or favored slave could be granted inheritance rights.	9.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'Slaves' is a canonical societal group; the rule describes a contemporary social practice.	5	Right to inherit property is a tangible wealth entitlement.
tlg1419.tlg001.perseus-eng1#86	tlg1419.tlg001.perseus-eng1	Religion	Divine favor through charity	The destitute	Right to receive communal support	MORE	[§454] After completing what has been written, in that day on which you fast you shall taste nothing except bread and water, and you shall reckon the price of the expense for that day... and you shall give it to a widow or an orphan or to some one destitute, and you shall thus be humble-minded that through your humility he who receives it may fill his soul and pray to the Lord for you.	1	1	The author outlines a specific communal rule for the early Christian community: the financial savings from fasting must be redistributed to vulnerable groups (widows, orphans, destitute), establishing their right to charity.	10.0	Hermas	The Shepherd of Hermas	150	5	0	The group 'The destitute' is a canonical societal group; the rule describes a contemporary norm.	5	Right to receive communal support provides direct material aid.
tlg1419.tlg001.perseus-eng1#87	tlg1419.tlg001.perseus-eng1	Religion	Access to divine interpretation	Priests	Right to interpret parables	MORE	[§460] Whoever, said he, is God’s servant, and has his Lord in his heart, seeks understanding from him and receives it, and he interprets every parable, and the sayings of the Lord which were spoken through parables are made known to him.	1	0	The text establishes a rule for access to spiritual knowledge (immaterial resource); 'servants' (meaning dedicated believers/religious figures) are granted the right to understand and interpret complex parables that remain hidden from others.	8.0	Hermas	The Shepherd of Hermas	150	3	0	The group 'Priests' is a specific role; the author describes a contemporary religious norm.	1	Interpretation of parables is a purely spiritual and intellectual resource.
tlg1419.tlg001.perseus-eng1#88	tlg1419.tlg001.perseus-eng1	Freedom	Subjugation of the Son of God	Son of God	Protection from servitude	LESS	[§469] Listen, said he: The Son of God is not given the form of a servant., but is given great power and lordship... Because God planted the vineyard, said he, that is, created the people, and gave it over to his Son.	1	0	The text discusses the ontological status of the Son of God, contrasting the appearance of a 'servant' (slave) with the reality of 'lordship' over the people. It defines the formal status of the divine figure in relation to the human 'vineyard'.	7.0	Hermas	The Shepherd of Hermas	150	1	1	The group 'Son of God' is a unique, singular referent; the rule describes a foundational, historical-mythological status.	5	Protection from servitude is a fundamental bodily entitlement and freedom.
tlg1419.tlg001.perseus-eng1#89	tlg1419.tlg001.perseus-eng1	Religion	Holy Spirit dwelling reward	Servants of God	Right to post-mortem reward	MORE	[§469] For all flesh in which the Holy Spirit has dwelt shall receive a reward if it be found undefiled and spotless. ... [§476] that this flesh also, having served the Spirit blamelessly, should have some place of sojourn, and not seem to have lost the reward of its service.	1	1	The text establishes a rule where individuals (defined here as 'flesh' inhabited by the Spirit) who maintain purity are granted a specific resource: a 'place of sojourn' or 'reward'.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Servants of God' is broad but still usable; the author describes a contemporary religious belief.	1	Post-mortem reward and 'place of sojourn' are spiritual/metaphysical resources.
tlg1419.tlg001.perseus-eng1#90	tlg1419.tlg001.perseus-eng1	Religion	Spiritual purity life requirement	Servants of God	Right to life	LESS	[§478] For if you defile your flesh you defile also the Holy Spirit, and if you defile the flesh you shall not live. ... [§480] For if you defile your flesh you defile also the Holy Spirit, and if you defile the flesh you shall not live.	1	1	The author establishes a negative condition: defiling the flesh/spirit results in the loss of 'life' (spiritual/eternal life), which is a core immaterial resource in this community.	10.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Servants of God' is broad but still usable; the author describes a contemporary religious belief.	1	The 'right to life' here refers to spiritual/eternal life, a non-material concept.
tlg1419.tlg001.perseus-eng1#91	tlg1419.tlg001.perseus-eng1	Religion	Non-blasphemous sinner repentance	Non-blasphemous sinners	Right to repent	MORE	[§483] But the sheep which you see not skipping, but feeding in one place, these are they who have given themselves up to luxury and deceit, but have uttered no blasphemy against the Lord. These then have been corrupted from the truth; in them there is hope of repentance, in which they can live.	1	1	The text distinguishes between two groups of sinners based on whether they blasphemed. Those who did not blaspheme are granted the resource of 'hope of repentance'.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Non-blasphemous sinners' is broad; the author describes a contemporary religious distinction.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#92	tlg1419.tlg001.perseus-eng1	Religion	Blasphemer exclusion from repentance	Blasphemers	Right to repent	LESS	[§483] For these, then, there is no repentance of life, because they added to their sins and blasphemed against the name of God. Such men incur death.	1	1	Blasphemy acts as a criterion for excluding a group from the possibility of repentance and life, leading to 'death'.	10.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Blasphemers' is broad; the author describes a contemporary religious distinction.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#93	tlg1419.tlg001.perseus-eng1	Religion	Penitent sinner protection	Penitent sinners	Protection from eternal torture	MORE	[§483] And if they repent... they glorify the Lord that they were handed over to me, and they no longer suffer any of the evils.	1	1	Once a member of the group 'sinners' repents, they gain protection from the 'evils' (punishments) administered by the angel of punishment.	8.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Penitent sinners' is broad; the author describes a contemporary religious consequence.	1	Protection from 'evils' (punishments) is a spiritual/metaphysical resource.
tlg1419.tlg001.perseus-eng1#94	tlg1419.tlg001.perseus-eng1	Religion	Exclusion from repentance for blasphemy	Blasphemers	Right to repent	LESS	[§494] [3] Listen, he said, the sheep which you see joyful and skipping, these are those which have been torn away from God completely, and have given themselves up to the lusts of this world. For these, then, there is no repentance of life, because they added to their sins and blasphemed against the name of God. Such men incur death.	1	1	The text establishes a specific religious rule where a subgroup of sinners (those who blaspheme) are permanently excluded from the possibility of repentance, leading to 'death' rather than the 'corruption' which allows for renewal.	10.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Blasphemers' is broad; the author describes a contemporary religious consequence.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#95	tlg1419.tlg001.perseus-eng1	Religion	Right to repent for non-blasphemous sinners	Non-blasphemous sinners	Right to repent	MORE	[§495] [4] But the sheep which you see not skipping, but feeding in one place, these are they who have given themselves up to luxury and deceit, but have uttered no blasphemy against the Lord. These then have been corrupted from the truth; in them there is hope of repentance, in which they can live.	1	1	The passage differentiates between two types of religious offenders, granting the 'resource' of hope for repentance specifically to those who did not commit blasphemy.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Non-blasphemous sinners' is broad; the author describes a contemporary religious distinction.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#96	tlg1419.tlg001.perseus-eng1	Religion	Protection from worldly loss and illness	Servants of God	Protection from corporal and material afflictions	LESS	[§503] [4] Hear, said he, the different tortures and punishments. The tortures befall them in this life, for some are punished with loss, others with deprivations, others with divers illnesses, others with all unsettlement, and others are insulted by the unworthy, and suffer many other things.	1	1	The text describes a systematic rule of punishment where individuals who 'wander away from God' lose access to material stability and health as a form of divine correction/torture.	8.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Servants of God' is broad but still usable; the author describes a contemporary religious consequence.	5	Protection from loss, deprivations, and illnesses directly impacts tangible property and bodily well-being.
tlg1419.tlg001.perseus-eng1#97	tlg1419.tlg001.perseus-eng1	Religion	Duration of divine punishment parity	Sinners	Freedom from punishment	LESS	[§510] [4] If, therefore, any man live in luxury and deceit for one day, and be punished one day, the day of punishment has the power of a whole year, for a man is punished as many years as he has lived days in luxury.	1	1	This establishes a mathematical rule for the duration of a loss of freedom (punishment). The resource 'Freedom from punishment' is reduced in a specific ratio connected to the duration of the sin.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Sinners' is broad; the author describes a contemporary religious punishment.	4	Freedom from punishment is a concrete legal right with direct material effect on liberty.
tlg1419.tlg001.perseus-eng1#98	tlg1419.tlg001.perseus-eng1	Lineage	Head of house vicarious liability	Heads of households	Protection from vicarious punishment	LESS	[§523] [3] I said to him: Sir, even if they have done such things that the glorious angel is enraged, what have I done? They cannot, said he, be punished in any other way, than if you, the head of the house, be afflicted. For when you are afflicted, they also will necessarily be afflicted, but while you prosper, they cannot suffer any affliction.	1	1	The text establishes a social and spiritual rule where the head of the household is physically or mentally afflicted as a mechanism to punish or refine the entire family unit; the resource of protection from others' misdeeds is denied to the head.	9.0	Hermas	The Shepherd of Hermas	150	3	0	The group 'Heads of households' is a specific role; the author describes a contemporary social and religious dynamic.	5	Protection from affliction directly relates to bodily integrity and well-being.
tlg1419.tlg001.perseus-eng1#99	tlg1419.tlg001.perseus-eng1	Religion	Penitent obligation of self-torture	Penitents	Protection from physical or mental affliction	LESS	[§524] [4] ...do you then think that the sins of those who repent are immediately forgiven? By no means; but he who repents must torture his own soul, and be humble in all his deeds and be afflicted with many divers afflictions.	1	1	The author describes a rule of the early Christian community where repentance does not grant immediate relief but requires the individual to undergo specific afflictions and self-torture.	10.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Penitents' is broad; the author describes a contemporary religious practice.	5	Protection from physical or mental affliction relates to bodily integrity and well-being.
tlg1419.tlg001.perseus-eng1#100	tlg1419.tlg001.perseus-eng1	Religion	Crowning of martyrs and confessors	Martyrs for the law	Right to be crowned	MORE	[§528] Who then, Sir, said I, are they who were crowned and went into the tower? All those, said he, who wrestled with the devil and conquered him, have been crowned. These are they who suffered for the law.	1	1	The text establishes a specific reward—the crown of palm leaves—for those who physically suffered for their religious adherence, distinguishing them from other believers.	10.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Martyrs for the law' is broad; the author describes a contemporary religious reward.	2	Being crowned is a ceremonial honour with symbolic value, weak material payoff.
tlg1419.tlg001.perseus-eng1#101	tlg1419.tlg001.perseus-eng1	Religion	Exclusion of apostates and blasphemers	Apostates and blasphemers	Right to repent	LESS	[§528] Listen, said he, those whose sticks are dry and were found moth-eaten are the apostates and the betrayers of the Church, and blasphemers of the Lord in their sins; and moreover they were ashamed of the name of the Lord which was called over them. These then have finally perished to God. And you see that not even one of them repented... from such life is departed.	1	1	The text identifies a group defined by religious betrayal and explicitly states that for them, the possibility of life (salvation) and the gift of repentance are absent.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Apostates and blasphemers' is broad; the author describes a contemporary religious exclusion.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#102	tlg1419.tlg001.perseus-eng1	Occupation	Business owner isolation from saints	Businessmen	Association with the righteous	LESS	[§528] But those who gave up their sticks half-green and half-dry these are those who are concerned with business and do not cleave to the saints; for this reason half of them is alive, and half is dead.	1	1	The text identifies the pursuit of business as a barrier that prevents individuals from fully associating (cleaving) with the religious community (the saints).	8.0	Hermas	The Shepherd of Hermas	150	3	0	The group 'Businessmen' is a specific profession; the author describes a contemporary social observation.	3	Association with the righteous is access to a social role with tangible communal outcomes.
tlg1419.tlg001.perseus-eng1#103	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Rich association with heathens	Wealthy believers	Adherence to faith works	LESS	[§528] ...these are they who were faithful, but became rich and in honour among the heathen; then they put on great haughtiness and became high-minded, and abandoned the truth, and did not cleave to the righteous, but lived together with the heathen... remained in the faith, without doing the works of the faith.	1	1	Acquiring wealth is presented as a mechanism that removes the individual from the community of the righteous and causes them to lose the resource of active faith practice.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Wealthy believers' is broad; the author describes a contemporary religious observation.	3	Adherence to faith works is access to a social practice with tangible communal outcomes.
tlg1419.tlg001.perseus-eng1#104	tlg1419.tlg001.perseus-eng1	Religion	Protection of the Divine Name	Hypocritical penitents	Right to repent	LESS	[§528] But in whom he saw guile and wickedness, that they would repent with hypocrisy, to them he gave no repentance, lest they should again defile his name.	1	1	Repentance is a resource provided by the shepherd/angel, but it is explicitly withheld from those judged to be hypocritical to prevent and protect against further religious defilement.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Hypocritical penitents' is broad; the author describes a contemporary religious judgment.	1	The right to repent is a spiritual and abstract resource.
tlg1419.tlg001.perseus-eng1#105	tlg1419.tlg001.perseus-eng1	Religion	Seal granting for the righteous	The persecuted and the righteous	Access to seals and white clothing	MORE	[§528] And he sent also the others into the tower who gave up their sticks green and with buds; but the buds without fruit; and he gave them seals. And all who went into the tower had the same clothing; white as snow.	1	1	Specific religious markers (seals and white clothing) are given to groups who maintained their green sticks (faith) during persecution or holy living.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'The persecuted and the righteous' is broad; the author describes a contemporary religious reward.	2	Seals and white clothing are ceremonial honours with minor economic side-effects.
tlg1419.tlg001.perseus-eng1#106	tlg1419.tlg001.perseus-eng1	Religion	Martyr's right to crowns	Martyrs	Right to be crowned	MORE	[§549] [1] And the angel of the Lord commanded crowns to be brought; and crowns were brought; made; as it were; of palm leaves; and he crowned the men who had given up their sticks with buds and some fruit; and sent them away into the tower. | [§564] [6] Who then, Sir, said I, are they who were crowned and went into the tower? All those, said he, who wrestled with the devil and conquered him, have been crowned. These are they who suffered for the law.	1	1	The text establishes a rule where a specific subset of the religious community (those who 'suffered' or 'wrestled with the devil') are granted the specific resource of being crowned, a distinction not given to all believers.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Martyrs' is broad; the author describes a contemporary religious reward.	2	Being crowned is a ceremonial honour with symbolic value, weak material payoff.
tlg1419.tlg001.perseus-eng1#107	tlg1419.tlg001.perseus-eng1	Religion	Tower access for the persecuted	Persecuted believers	Right to dwell in the tower	MORE	[§550] [2] And he sent also the others into the tower who gave up their sticks green and with buds; but the buds without fruit; and he gave them seals. | [§565] [7] And the others who also gave up their sticks green and having buds, but without fruit, are they who were persecuted for the law, but did not suffer, and did not deny their law.	1	1	Those who faced persecution without 'suffering' (likely meaning martyrdom) but remained faithful are granted access to the 'tower' and receive seals, distinguishing their status within the group.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Persecuted believers' is broad; the author describes a contemporary religious reward.	3	Dwelling in the tower implies access to a communal space, a social role.
tlg1419.tlg001.perseus-eng1#108	tlg1419.tlg001.perseus-eng1	Religion	Tower access for the righteous	Righteous believers	Right to dwell in the tower	MORE	[§552] [4] And he sent away those who had given up their sticks green, as they had received them, and gave them clothing and seals. | [§566] [8] And those who gave them up green, as they received them, are holy and righteous and have walked far with a pure heart, and have kept the commandments of the Lord.	1	1	Believers who maintained their purity and kept the commandments (symbolized by green sticks) are granted the resource of specific clothing, seals, and entrance to the tower.	9.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Righteous believers' is broad; the author describes a contemporary religious reward.	3	Dwelling in the tower implies access to a communal space, a social role.
tlg1419.tlg001.perseus-eng1#109	tlg1419.tlg001.perseus-eng1	Religion	Transgressor exclusion from immediate authority	Religious transgressors	Access to divine authority	LESS	[§563] [5] I said to him: Sir, why did he send some into the tower, and left some to you? All those who have transgressed against the law, which they received from him, he left to my authority for repentance. But as many as were already well-pleased with the law, and have observed it, he keeps them under his own authority.	1	1	Individuals who have transgressed the law are removed from the 'authority' of the Son/Angel and placed under the 'authority for repentance', losing the status of being 'kept' directly by divine authority until they repent.	8.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Religious transgressors' is broad; the author describes a contemporary religious consequence.	2	Access to divine authority is a role-based status with weak material payoff.
tlg1419.tlg001.perseus-eng1#110	tlg1419.tlg001.perseus-eng1	Occupation	Business owner exclusion from fellowship	Business owners	Right to cleave to the saints	LESS	[§595] But those who gave up their sticks half-green and half-dry these are those who are concerned with business and do not cleave to the saints; for this reason half of them is alive, and half is dead.	1	1	The author identifies a specific social group ('those concerned with business') and notes a systematic lack of spiritual/communal association ('do not cleave to the saints') as a result of their occupation.	9.0	Hermas	The Shepherd of Hermas	150	3	0	The group 'Business owners' is a specific profession; the author describes a contemporary social observation.	3	Cleaving to the saints is access to a social role with tangible communal outcomes.
tlg1419.tlg001.perseus-eng1#111	tlg1419.tlg001.perseus-eng1	Religion	Schismatic expulsion from communal housing	Schismatics	Right to dwell in the tower	LESS	[§593] But if any of them turn again to schism he shall be cast out from the tower, and shall lose his life.	1	1	The passage establishes a rule where members who engage in schism (a religious/behavioral boundary) lose their right to reside in the 'tower' (the primary communal/spiritual collective).	8.0	Hermas	The Shepherd of Hermas	150	4	0	The group 'Schismatics' is broad; the author describes a contemporary religious consequence.	3	Dwelling in the tower implies access to a communal space, a social role.
tlg1419.tlg001.perseus-eng1#112	tlg1419.tlg001.perseus-eng1	Religion	Apostate exclusion from repentance	Apostates	Access to repentance	LESS	[§581] Listen, said he, those whose sticks are dry and were found moth-eaten are the apostates and the betrayers of the Church, and blasphemers of the Lord in their sins... These then have finally perished to God. And you see that not even one of them repented, although they heard the words which you spoke to them.	1	1	Apostasy is treated as a near-immutable religious group status in this context; the text explicitly states that for this group, access to the mechanism of repentance is closed or non-functioning.	9.0	Hermas	The Shepherd of Hermas	150	5	0	Canonical religious group; the author describes a contemporary norm within his society.	1	Access to repentance is a spiritual and abstract concept, not a tangible or concrete right.
tlg1419.tlg001.perseus-eng1#113	tlg1419.tlg001.perseus-eng1	Education	False teacher exclusion from life	Teachers of strange doctrines	Right to remain in the church	LESS	[§581] And they who gave up their sticks dry and not moth-eaten, these are also near them; for they were hypocrites, and introduced strange doctrines and corrupted the servants of God... as many as shall not repent have lost their lives.	1	1	Those characterized by a specific intellectual/educational output (strange doctrines) are categorized as a group whose existence in the community is under threat of expiration (death/loss of life) unless they change their status.	7.0	Hermas	The Shepherd of Hermas	150	3	0	Specific role within a broader class; the author describes a contemporary norm.	5	The 'loss of life' implies a direct, tangible bodily entitlement, making it strongly material.
tlg1419.tlg001.perseus-eng1#114	tlg1419.tlg001.perseus-eng1	Occupation	Business involvement restricts communal cleaving	Business owners	Right to cleave to the saints	LESS	[§596] [1] But those who gave up their sticks half-green and half-dry these are those who are concerned with business and do not cleave to the saints; for this reason half of them is alive, and half is dead.	1	1	The author identifies business concern as a specific occupation-based barrier that prevents individuals from fully participating in the community of 'saints'.	9.0	Hermas	The Shepherd of Hermas	150	3	0	Specific profession/status; the author describes a contemporary norm.	3	Cleaving to saints implies access to a social role/practice with tangible community outcomes.
tlg1419.tlg001.perseus-eng1#115	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Wealthy exclusion from righteous fellowship	Wealthy citizens	Right to cleave to the righteous	LESS	[§601] And those who gave up their sticks two-thirds dry, and one-third green, these are they who were faithful, but became rich and in honour among the heathen; then they put on great haughtiness and became high-minded, and abandoned the truth, and did not cleave to the righteous, but lived together with the heathen, and this way pleased them better.	1	1	The text establishes that achieving wealth and honor among the 'heathen' leads to a separation from the group defined as 'the righteous'.	9.0	Hermas	The Shepherd of Hermas	150	5	0	Canonical societal group based on wealth; the author describes a contemporary norm.	3	Cleaving to the righteous is access to a social role/practice with tangible community outcomes.
tlg1419.tlg001.perseus-eng1#116	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Wealthy loss of religious identity	Wealthy citizens	Retention of religious group identity	LESS	[§604] [3] But others lived to the end with the heathen, and were corrupted by the vainglory of the heathen, and were apostates from God, and did the deeds of the heathen. These were reckoned with the heathen.	1	1	The text describes a rule where those who prioritize wealth and status (vainglory) among the heathens are legally or formally 'reckoned' as members of that out-group, losing their standing in the original group.	8.0	Hermas	The Shepherd of Hermas	150	5	0	Canonical societal group based on wealth; the author describes a contemporary norm.	3	Loss of religious group identity affects social roles and practices with tangible outcomes.
tlg1419.tlg001.perseus-eng1#117	tlg1419.tlg001.perseus-eng1	Religion	Apostate exclusion from repentance	Apostates	Access to communal repentance	LESS	[§597] [2] Many, then, of them, when they heard my commandments repented. As many, as repented, have their dwelling in the tower; but some of them were apostate to the end. These then have no repentance, for because of their business they blasphemed the Lord and denied him.	1	1	The text defines apostates (those who deny the Lord) as a group that is barred from 'repentance', which is the mechanism for re-entering the 'tower' (the community).	10.0	Hermas	The Shepherd of Hermas	150	5	0	Canonical religious group; the author describes a contemporary norm within his society.	1	Access to communal repentance is a spiritual and abstract concept, not a tangible right.
tlg1419.tlg001.perseus-eng1#118	tlg1419.tlg001.perseus-eng1	Freedom	Right of hospitality for servants	Servants of God	Right to be received into houses	MORE	[§606] ...but they were never apostates from God, and they bore the name gladly, and they gladly received into their houses the servants of God.	1	1	The passage highlights a societal rule/norm within the group that 'servants of God' have the right to be received into the homes of those who bear the name of the faith.	8.0	Hermas	The Shepherd of Hermas	150	3	0	Specific religious role; the author describes a contemporary norm.	3	Right to be received into houses provides access to shelter and hospitality, a tangible outcome.
tlg1419.tlg001.perseus-eng1#119	tlg1419.tlg001.perseus-eng1	Wealth / Properties	Wealthy exclusion from the Kingdom	Wealthy citizens	Right to enter the Kingdom of God	LESS	[§617] Of them are those who are rich and are mixed up with many affairs of business, for the thistles are the rich, and the thorns are those who are mixed up with various affairs of business. These then who are engaged in many and various businesses do not cleave to the servants of God, but are choked by their work and go astray. And the rich cleave with difficulty to the servants of God, fearing that they will be asked for something by them. Such then (will enter with difficulty the kingdom of God.	1	0	The text describes how the possession of riches and the preoccupation with business affairs prevent individuals from associating with religious leaders and make their entry into the spiritual kingdom difficult.	9.0	Hermas	The Shepherd of Hermas	150	5	0	Canonical societal group based on wealth; the author describes a contemporary norm.	1	Entry into the Kingdom of God is a spiritual and abstract concept, not a tangible right.
