rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0086.tlg035.perseus-eng2::137	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Gender', 'Lineage']	Inheritance control via marriage	Women	Right to choose marriage partner	LESS	['And also at Mitylene a faction that arose out of some heiresses was the beginning of many misfortunes, and of the war with the Athenians in which Paches captured the city of Mitylene: a wealthy citizen named Timophanes left two daughters, and a man who was rejected in his suit to obtain them for his own sons, Doxander, started the faction and kept on stirring up the Athenians.']	The status of the 'heiress' (epikleros) in Greek law meant that women were treated as vehicles for the estate; their marriage was controlled by male relatives or suitors seeking the property, denying the women the right to choose their spouse.	0	1.0	8	5	Marriage in this context is inextricably tied to property (the daughters are 'heiresses').	4	Control over marriage partner is a broad right affecting life, family, and wealth.	5	Marriage in the Greek world was a permanent-till-death structural status for women.	5	Defined by being female and a daughter, which is birth-fixed.	1	Refers to historical events leading to the war with Athens under Paches.	5	Narrates the historical causes of a factional dispute based on legal marriage norms.	0	Being an heiress does not definitionally mean having the right to choose a partner (rather, the opposite).
tlg0086.tlg035.perseus-eng2::138	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship', 'Wealth / Properties']	Citizen exclusion from land ownership	Notables	Right to retain property	LESS	['And also the democracy at Megara was put down in a similar manner; the people’s leaders in order to have money to distribute to the people went on expelling many of the notables, until they made the exiles a large body, and these came back and defeated the people in a battle and set up the oligarchy.']	Aristotle describes a historical practice in Megarian democracy where the ruling demagogues used expulsion and property confiscation against the wealthy class (notables) to redistribute resources, showing the notables lacked legal protection for their land and residency.	0	1.0	9	5	Confiscation and expulsion remove tangible land, homes, and money.	5	Right to retain property and habitat is a foundational societal axis.	5	Confiscation of property and expulsion are permanent or long-term structural changes.	3	The notables are defined by a wealth and status bracket.	1	Refers to a specific historical revolution in Megara that led to an oligarchy.	5	Reports historical political events as factual evidence for how revolutions happen.	0	Being a notable does not definitionally mean being expelled or losing property.
tlg0086.tlg035.perseus-eng2::139	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Liturgy obligation for the wealthy	The rich	Right to retain own earnings	LESS	['Sometimes they make the notables combine by wronging them in order to curry favor, causing either their estates to be divided up or their revenues by imposing public services, and sometimes by so slandering them that they may have the property of the wealthy to confiscate.']	The author notes that democratic governments often drained the resources of the wealthy through forced public services (leitourgia) or direct confiscation of revenue, indicating a lack of protection for private wealth against state-mandated spending.	1	1.0	10	5	Public services and confiscations directly drain liquid and fixed wealth.	4	Protection of wealth from state extraction is a major category of rights.	4	Liturgies and taxes are recurring; confiscations are permanent.	3	Wealthy status is a durable, though potentially changeable, identity.	0	Describes common practices in contemporary Greek democracies known to the author.	4	Reported as a standard factual occurrence in democratic polities.	0	Being rich does not definitionally imply that one's estate will be divided.
tlg0086.tlg035.perseus-eng2::140	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties', 'Citizenship']	Wealthy exclusion from magistracies	The wealthy	Eligibility for high office	LESS	['And revolutions also take place from the ancestral form of democracy to one of the most modern kind; for where the magistracies are elective, but not on property-assessments, and the people elect, men ambitious of office by acting as popular leaders bring things to the point of the people’s being sovereign even over the laws.']	Aristotle identifies a rule in radical democracies where property requirements for office are removed, resulting in a loss of exclusive or guaranteed access to magistracies for the wealthy class.	1	1.0	9	4	Access to high office provides direct legal power and management of state wealth.	5	Eligibility for high office is a foundational axis of political organization.	5	The removal of property assessments is a permanent structural shift in law.	3	The wealthy are a durable social group based on property ownership.	0	Analyzes contemporary shifts in democratic constitutional standards.	5	Describes the objective structural transition from elective to radical democracy.	0	Exclusivity in office is a legal privilege, not a definition of being wealthy.
tlg0086.tlg035.perseus-eng2::141	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Age', 'Nobility']	Magistracy exclusion by age	Younger brothers	Eligibility for the magistracy	LESS	['for those who did not share in the magistracies raised disturbances until as a first stage the older brothers were admitted, and later the younger ones again (for in some places a father and a son may not hold office together, and in others an elder and a younger brother may not).']	The text explicitly states that in certain oligarchic constitutions, there are rules preventing younger brothers or sons from holding office simultaneously with their elders, restricting their access to political power based on age and kinship status.	1	1.0	10	4	The right to hold office constitutes legal power and social/material influence.	4	Exclusion from the magistracy is a broad political restriction.	3	Bounded to a life stage; younger brothers eventually become older ones.	5	Birth order (younger brother) and kinship relationship (son) are immutable birth facts.	0	Notes specific rules that exist ('in some places') in the current Greek world.	5	Attests to specific legal prohibitions regarding simultaneous office-holding as fact.	0	Being a younger brother does not definitionally exclude one from office.
tlg0086.tlg035.perseus-eng2::142	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties', 'Nobility']	Oligarchic exclusion from inner councils	Minor oligarchs	Access to the council of elders	LESS	['Also oligarchical governments break up when they create a second oligarchy within the oligarchy. This is when, although the whole citizen class is small, its few members are not all admitted to the greatest offices; this is what once occurred in Elis, for the government being in the hands of a few, very few men used to become members of the Elders, because these numbering ninety held office for life.']	The text describes an institutional rule in Elis where even within a small ruling group, access to the highest office (the Elders) was restricted to a tiny subset, meaning even those of upper-class status were often barred from the most significant political resources.	0	1.0	9	4	Membership in a life-serving council of Elders confers supreme political and legal authority.	2	Very specific to the council of the Elders (Gerousia) in Elis.	5	The office is explicitly described as being held 'for life'.	3	Minor oligarchs are part of a durable, though not strictly birth-fixed, political class.	1	Refers to a specific institutional history in Elis ('what once occurred').	5	Reports the specific numerical and temporal rules of the Elean council as historical fact.	0	Being part of a citizen class does not definitionally include or exclude one from high office.
tlg0086.tlg035.perseus-eng2::143	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Property qualification for political office	The poor	Eligibility for the archonship	LESS	['And revolutions also occur from an accident, both in what is called a constitutional government and in those oligarchies in which membership of the council and the law-courts and tenure of the other offices are based on a property-qualification. For often the qualification first having been fixed to suit the circumstances of the time, so that in an oligarchy a few may be members and in a constitutional government the middle classes, when peace or some other good fortune leads to a good harvest it comes about that the same properties become worth many times as large an assessment, so that all the citizens share in all the rights.']	Aristotle describes a standard structural rule in oligarchies and constitutional governments where access to specific offices and the council is legally restricted to those meeting a minimum wealth threshold.	1	1.0	10	4	Membership in councils and courts grants direct legal power and institutional influence.	5	Participation in central political and judicial bodies is a foundational societal axis.	5	Property-based exclusion acts as a lifelong barrier for those without sufficient wealth.	3	Poverty/wealth status is durable but not immutable.	0	Describes standard mechanisms used in modern oligarchies and polities.	5	Analyzes the factual operation of property qualifications in constitutional law.	0	Poverty does not definitionally imply exclusion from law courts, though it does in this rule.
tlg0086.tlg035.perseus-eng2::144	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	High property qualification for honors	The poor	Right to hold public honors	LESS	['And the change mentioned came about at Thurii, for because the property-qualification for honors was too high, the constitution was altered to a lower property-qualification and to a larger number of official posts, but because the notables illegally bought up the whole of the land (for the constitution was too oligarchical, so that they were able to grasp at wealth) .']	The text identifies a specific legal rule at Thurii (and by extension similar aristocracies/oligarchies) where a high property assessment was a prerequisite for participating in the city's 'honors' (political rights/offices).	0	1.0	9	4	Honors (offices/rights) at Thurii provided legal status and political authority.	4	Access to state honors/offices is a broad category of political life.	5	High property qualifications created a structural, long-term barrier to participation.	3	Wealth/property status is a durable identity.	1	Narrates a specific historical sequence of constitutional change and illegality at Thurii.	5	Describes historical constitutional thresholds and land-grabbing as factual events.	0	Access to 'honors' is a legal rule, not part of the definition of the poor.
tlg0086.tlg035.perseus-eng2::145	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Occupation']	Interval limit on military command	Generals	Right to continuous military command	LESS	['This occurred for instance with the constitution of Thurii. There was a law that the office of general could be held at intervals of four years, but some of the younger men, becoming warlike and winning high repute with the mass of the guards, came to despise the men engaged in affairs, and thought that they would easily get control; so first they tried to repeal the law referred to, so as to enable the same persons to serve as generals continuously.']	The passage cites a specific law in Thurii that restricted the frequency with which an individual could serve as general, thereby limiting the accumulation of military political power.	0	1.0	10	4	Holding the office of general is a concrete legal role with direct political and material power.	3	Specifically concerns the interval limit for a single high military office.	4	The restriction applies to the career trajectory and eligibility of military leaders over years.	3	Generals are defined by an occupational role acquired through selection and military service.	1	Aristotle describes a past constitutional change in the city of Thurii.	4	Reported as a historical/legal fact about the constitution of a specific city.	0	Being a general does not inherently imply an interval limit on holding the post.
tlg0086.tlg035.perseus-eng2::146	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Exemption from costly public services	The wealthy	Exemption from compulsory public financing	MORE	['And in democracies it is necessary to be sparing of the wealthy not only by not causing properties to be divided up, but not incomes either (which under some constitutions takes place unnoticed), and it is better to prevent men from undertaking costly but useless public services like equipping choruses and torch-races and all other similar services, even if they wish to']	Aristotle describes a protective measure in democracies to prevent the depletion of wealthy citizens' capital through expensive 'liturgies' like organizing festivals, framing it as a rule for constitutional stability.	1	0.0	9	5	Exemption from costly public services (liturgies) has a direct, significant impact on wealth and property.	4	Covers a broad category of expensive civic burdens (choruses, races, etc.).	4	Tax/liturgy status is a long-term structural feature of one's economic life in the city.	3	Wealth brackets are durable social identities but can be changed through economic gain or loss.	0	Aristotle provides advice and observations on contemporary democratic constitutions.	2	The verbatim is normative advice ('it is necessary... it is better to prevent') rather than an attested statute.	0	Being wealthy does not automatically define one as exempt from public service.
tlg0086.tlg035.perseus-eng2::147	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Poor access to profitable offices	The poor	Eligibility for the archonship	MORE	['in an oligarchy on the other hand it is necessary to take much care of the poor, and to allot to them the offices of profit']	In the context of preserving oligarchies, Aristotle notes a rule of allocating offices that allow for financial gain specifically to the poor to ensure their loyalty and economic stability.	1	0.0	9	4	Offices of profit provide direct financial gain and salary/perks.	4	Covers a general class of remunerated public positions.	3	Bounded to the duration of the term of office.	3	The poor is a wealth-based social identity changeable over time.	0	Presented as a contemporary principle for maintaining oligarchic stability.	2	Aristotle is theorizing/advising on what is 'necessary' in an oligarchy.	0	Poverty does not define one as having access to profitable offices.
tlg0086.tlg035.perseus-eng2::148	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Increased penalties for assaulting poor	The poor	Protection from corporal punishment	MORE	['and the penalty if one of the rich commits an outrage against them must be greater than if it is done by one of themselves']	The text describes a legal protection where the penalty for a wealthy person committing an 'outrage' (hubris/assault) against a poor person is heightened, providing the poor with greater legal protection from the upper class.	1	1.0	10	5	Protects against physical assault ('outrage') and corporal harm.	3	Specifically targets penalties for assault and hubris.	5	Legal protection from bodily harm is a lifelong structural entitlement.	3	Group defined by wealth bracket.	0	Normative advice for contemporary oligarchic preservation.	2	Verbatim uses prescriptive language ('must be greater') for an ideal setup.	0	Being poor is not defined by having higher legal protections against the rich.
tlg0086.tlg035.perseus-eng2::149	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Lineage']	Inheritance restricted to family lineage	The poor	Right to inherit property directly	MORE	['and inheritance must not go by bequest but by family, and the same man must not inherit more than one estate, for so estates would be more on a level, and more of the poor would establish themselves as prosperous.']	This describes a rule preventing the concentration of wealth by mandating that property passes through lineage rather than via arbitrary bequests, which helps more poor families acquire and keep land.	1	1.0	9	5	Relates directly to land ownership and the tangible acquisition of estates.	5	Foundational rule regarding property inheritance and wealth distribution.	5	Inheritance rules determine lifelong property status and intergenerational wealth.	3	Economic status of 'the poor' is the target identity.	0	Proposed as a contemporary legislative strategy for social leveling.	1	Purely normative proposal ('must not go... must not inherit') for an ideal outcome.	0	Poverty is not defined by specific rules of lineage-based inheritance.
tlg0086.tlg035.perseus-eng2::150	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Protection against property division	The poor	Protection from property confiscation	MORE	['And in democracies it is necessary to be sparing of the wealthy not only by not causing properties to be divided up, but not incomes either']	Aristotle identifies a rule in stable democracies where the property and incomes of the wealthy are protected from redistribution (division), which is a common grievance in more radical periods.	1	0.0	8	5	Protection of assets and income from redistribution is a direct material resource.	5	Covers the general protection of property and income classes.	5	Property rights are a lifelong structural feature.	3	Wealth-based group definition.	0	Presented as a rule for stable contemporary democracies.	2	Advice/theory on constitutional maintenance ('it is necessary to be sparing').	0	Being rich does not define one as being protected from property division.
tlg0086.tlg035.perseus-eng2::151	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Economic exclusion from magistracies	The poor	Right to hold office	LESS	['for the poor will not want to hold office because of making nothing out of it, but rather to attend to their own affairs']	The text describes a situation where removing the ability to make a profit from office results in the poor choosing not to hold office, effectively creating a system where they lack this political resource.	1	1.0	8	4	Access to magistracies provides political power and potential financial gain.	5	Relates to the general right to hold office, a foundational civic right.	4	Eligibility for office is a long-term status based on status/wealth.	3	Wealth-based group.	0	Observation of how incentive structures work in contemporary Greek cities.	3	A socio-political observation about behavioral incentives in offices.	0	Poverty is not defined by a lack of political office.
tlg0086.tlg035.perseus-eng2::152	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility', 'Lineage']	Noble access to royal appointment	The distinguished	Eligibility for the kingship	MORE	['And these two different sorts of monarchy have their origins from directly opposite sources; royalty has come into existence for the assistance of the distinguished against the people, and a king is appointed from those distinguished by superiority in virtue or the actions that spring from virtue, or by superiority in coming from a family of that character, while a tyrant is set up from among the people and the multitude to oppose the notables, in order that the people may suffer no injustice from them.']	Aristotle describes the structural origin of royalty in his time and historical context, establishing that the eligibility for the office of king is reserved for those of distinguished lineage or virtue, serving as a check against the 'multitude'.	1	1.0	9	4	Appointment as king is a concrete legal/political status with total resource control.	4	Relates to the pinnacle of political office (royalty).	5	Kingship is traditionally a lifelong/hereditary status.	5	Group defined by 'family' and 'noble lineage'.	0	Description of the structural nature of monarchy in contemporary political theory.	4	Reported as a factual structural distinction between kingship and tyranny.	0	Aristocracy does not analytically mean 'possessing a crown'.
tlg0086.tlg035.perseus-eng2::153	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen service in royal guard	Citizens	Right to serve in the body-guard	MORE	['Hence even in their requisitions money is the aim of tyrants but rather marks of honor that of kings; and a king’s body-guard consists of citizens, a tyrant’s of foreign mercenaries.']	Aristotle distinguishes between kingship and tyranny by the composition of their guards. In a royal government, the protection of the sovereign is a resource/duty granted to the citizens of the state, whereas tyrants must rely on outsiders.	1	1.0	10	3	Serving in the guard is a social role with secondary material benefits (honor, proximity to power).	3	Specific to a particular military/honorific function (bodyguard).	4	Service in the guard is typically a long-term professional or civic duty.	4	Citizenship is a high-level legal birth-status.	0	Describes contemporary distinctions between types of regimes.	5	States the composition of guards as a simple attested fact.	0	Citizen status does not define one as a royal bodyguard.
tlg0086.tlg035.perseus-eng2::154	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Tyrannical stripping of arms	The multitude	Right to possess arms	LESS	['it copies oligarchy in making wealth its object (for inevitably that is the only way in which the tyrant’s body-guard and his luxury can be kept up) and in putting no trust in the multitude (which is why they resort to the measure of stripping the people of arms, and why ill-treatment of the mob and its expulsion from the city and settlement in scattered places is common to both forms of government, both oligarchy and tyranny)']	Under tyrannical and oligarchic regimes, a general rule is applied where the common people ('the multitude') are systematically deprived of weapons to prevent rebellion, which is a loss of a material right/protection.	1	1.0	9	5	Possession of arms is a tangible material good and a primary means of physical security.	4	The right to bear arms is a broad category for security and political leverage.	4	Disarmament is usually a long-term structural policy of a regime.	4	The 'multitude' generally refers to the citizen body (excluding the elite).	0	Identified as a 'common measure' in contemporary oligarchies and tyrannies.	5	Describes the stripping of arms as a factual measure taken by such governments.	0	The definition of the multitude does not include being disarmed.
tlg0086.tlg035.perseus-eng2::155	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Tyrannical expulsion from cities	The multitude	Right of residence in the city	LESS	['which is why they resort to the measure of stripping the people of arms, and why ill-treatment of the mob and its expulsion from the city and settlement in scattered places is common to both forms of government, both oligarchy and tyranny']	Aristotle identifies a recurring rule of conduct in tyrannies and oligarchies where the lower classes are forcibly moved out of urban centers into scattered rural locations to diminish their political collective power.	1	1.0	8	5	Residence in a city is a tangible material condition (home, subsistence).	4	Covers a foundational right of residence and physical location.	5	Residency/expulsion has lifelong or very long-term consequences for the individual.	4	Grouped as the 'populace' or 'multitude'.	0	Reported as a common contemporary policy of specific regime types.	5	Describes expulsion and resettlement as factual 'common' practices.	0	Being a common person does not define one as being expelled from a city.
tlg0086.tlg035.perseus-eng2::156	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility']	Tyrannical elimination of notables	The notables	Protection from arbitrary execution	LESS	['while it copies democracy in making war on the notables and destroying them secretly and openly and banishing them as plotting against it and obstructive to its rule. For it is from them that counter-movements actually spring, some of them wishing themselves to rule, and others not to be slaves. Hence comes the advice of Periander to Thrasybulus, his docking of the prominent cornstalks, meaning that the prominent citizens must always be made away with.']	In a tyranny, the 'notables' or prominent citizens are systematically targeted for destruction or banishment to remove competition for power, representing a specific loss of security for this group.	1	1.0	9	5	Security from destruction and banishment is a fundamental material/bodily resource.	4	Covers the broad right to life and immunity from arbitrary execution.	5	Death or permanent banishment is obviously a permanent outcome.	5	The 'notables' is a group based on lineage and long-term status.	0	Discussescontemporary political tactics used by tyrants.	4	Reports it as a standard practice, supported by historical examples.	0	Notability is not synonymous with being executed by tyrants.
tlg0086.tlg035.perseus-eng2::157	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Royal protection of estate owners	Owners of estates	Protection from property injustice	MORE	['And a king wishes to be a guardian, to protect the owners of estates from suffering injustice and the people from suffering insult, but tyranny, as has repeatedly been said, pays regard to no common interest unless for the sake of its private benefit']	Aristotle defines a core rule of kingship as the protection of the wealthy class ('owners of estates') from having their property seized or treated unjustly, which distinguishes it from the predatory nature of tyranny.	1	1.0	8	5	Protection of land and estates from 'injustice' (seizure/taxation).	5	Broad protection of the primary form of wealth in antiquity.	5	Property protection is a lifelong structural benefit under a stable kingship.	5	Estate owners (the wealthy/nobles) are a birth-status or hard-to-change group.	0	Definition of kingship as observed/understood by the author.	4	Describes the 'wish' and structural role of the king as a factual distinction.	0	Being an owner does not conceptually include being protected by a king.
tlg0086.tlg035.perseus-eng2::158	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Nobility', 'Gender']	Noble access to royal marriage	Noble women	Right to marry into royalty	MORE	['or perhaps it was because he did not give him the hand of one of his daughters after agreeing to do so, but gave the elder to the king of Elimea when hard pressed in a war against Sirras and Arrabaeus, and the younger to his son Amyntas, thinking that thus Amyntas would be least likely to quarrel with his son by Cleopatra']	The text describes the daughters of King Archelaus being used as political resources in marriage alliances with other kings or royal family members, indicating that royal/noble lineage determines eligibility for these high-status unions.	0	1.0	9	3	Marriage into royalty provides social status and indirect material wealth/power.	3	Relates to a specific social procedure (marriage alliances).	5	Marriage alliances create permanent lifelong social/political bonds.	5	Noble women are defined by biological lineage.	1	Refers to past historical events involving King Archelaus.	4	Reports specific historical marriage arrangements as factual.	0	Noble birth does not define one as having a right to marry the king's son.
tlg0086.tlg035.perseus-eng2::159	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom', 'Citizenship']	Citizen protection from corporal punishment	Citizens	Protection from corporal punishment	MORE	['And also many men when enraged by the indignity of corporal chastisement have avenged the insult by destroying or attempting to destroy its author, even when a magistrate or member of a royal dynasty. For example when the Penthilidae at Mitylene went about striking people with their staves Megacles with his friends set on them and made away with them.']	The text highlights that striking citizens (the people) with staves or flogging them is a 'shameful personal indignity' and an 'insult' so severe it leads to the overthrow of dynasties, implying a normative rule that free citizens should be exempt from such treatment by rulers.	0	1.0	8	5	Exemption from corporal punishment (flogging/staves) is a fundamental bodily protection.	4	Broad exemption from a category of degrading physical violence.	5	Bodily integrity of free status is usually a lifelong structural right.	4	Citizenship is a legal birth-status.	0	The norm is contemporary, though historical examples are cited to prove it.	4	Presented as a clear social norm the violation of which causes revolution.	0	Citizen status does not analytically mean 'cannot be hit with a stick'.
tlg0086.tlg035.perseus-eng2::160	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Restriction on common assembly	Citizens	Right to hold common meals and study-circles	LESS	['and also the prohibition of common meals and club-fellowship and education and all other things of this nature, in fact the close watch upon all things that usually engender the two emotions of pride and confidence, and the prevention of the formation of study-circles and other conferences for debate']	Aristotle describes these as standard measures (rules/norms) used by tyrants to prevent the subjects from developing the social cohesion and confidence necessary to challenge the regime.	1	1.0	10	3	Right to specific social/educational practices with some material/power payoff.	4	Covers a broad set of associations and educational gatherings.	3	Banned during the duration of a specific regime's rule.	4	Targeted at the citizen body/subjects under a tyrant.	0	Describes standard 'common measures' in contemporary tyrannies.	4	Reported as a factual 'prohibition' enacted as a device of rule.	0	Being a subject does not define one as banned from common meals.
tlg0086.tlg035.perseus-eng2::161	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Forced labor for public works	Subjects	Protection from forced labor	LESS	['And it is a device of tyranny to make the subjects poor, so that a guard may not be kept, and also that the people being busy with their daily affairs may not have leisure to plot against their ruler. Instances of this are the pyramids in Egypt and the votive offerings of the Cypselids, and the building of the temple of Olympian Zeus by the Pisistratidae']	The text identifies a systematic practice of employing the populace in massive building projects to ensure they remain poor and occupied, effectively depriving them of leisure and wealth.	1	1.0	9	5	Forced labor for public works (pyramids, temples) is a direct material exploitation of labor.	4	Covers a broad category of labor extraction and impoverishment.	4	Often long-term projects (years/decades) that define a life stage.	4	The 'subjects' / 'the people' are a stable civic group.	0	Presented as a general 'device of tyranny' with recent and old examples.	5	Describes the practice and its objective as a factual political mechanism.	0	Being a subject does not define one as a forced laborer for large projects.
tlg0086.tlg035.perseus-eng2::162	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Wealth / Properties']	Aggressive wealth taxation	The wealthy	Right to retain property	LESS	['and the levying of taxes, as at Syracuse (for in the reign of Dionysius the result of taxation used to be that in five years men had contributed the whole of their substance).']	Aristotle cites the taxation under Dionysius as a rule-based mechanism to strip subjects of their material resources to maintain the tyrant's security.	0	1.0	9	5	Retention of substance/total assets vs. near-total taxation.	5	Foundational economic impact covering all personal property.	5	Loss of 'the whole of their substance' is a permanent life-altering event.	3	Group defined by economic substance (the wealthy/taxpayers).	1	Cites the specific reign of Dionysius of Syracuse in the past.	4	Reported as a historical/factual result of a specific tax policy.	0	Being wealthy is not defined by losing everything to taxation.
tlg0086.tlg035.perseus-eng2::163	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Freedom']	Slave lack of discipline in tyranny	Slaves	Freedom from household discipline	MORE	['Also the things that occur in connection with the final form of democracy are all favorable to tyranny—dominance of women in the homes, in order that they may carry abroad reports against the men, and lack of discipline among the slaves, for the same reason']	In tyrannies and extreme democracies, the author notes a specific social condition/rule where slaves are allowed a 'lack of discipline' by the state to encourage them to inform on their masters.	1	1.0	8	3	Freedom from household discipline is a change in the conditions of servile labor.	3	Specific to domestic discipline and behavior.	4	Relates to the general long-term conditions of slavery under a regime.	4	Slaves are a legal birth-status/structural group.	0	Observed social condition in contemporary 'final forms' of democracy.	3	A socio-political observation/claim about regime effects on the family.	0	Slavery is defined by discipline; lacking it is a reversal of the definition.
tlg0086.tlg035.perseus-eng2::164	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Foreigner access to tyrant's table	Foreigners	Access to the ruler's table and companionship	MORE	['And it is a mark of a tyrant to have men of foreign extraction rather than citizens as guests at table and companions, feeling that citizens are hostile but strangers make no claim against him.']	Aristotle describes a standard practice of Greek tyrants where foreigners (men of foreign extraction) are granted the privilege of companionship and dining with the ruler, a resource denied to the local citizens due to the tyrant's security concerns.	1	1.0	9	3	Access to the ruler's table is a social resource with material perks and high status.	3	Limited to a specific social privilege (dining/companionship).	4	Companionship with a ruler typically defines a long-term courtly status.	4	Defined by 'foreign extraction' (ethnicity/non-citizen status).	0	Description of the 'mark of a tyrant' as observed in contemporary Greece.	4	Reported as a factual mark/habit commonly seen in tyrannies.	0	Being a foreigner does not define one as a guest of a tyrant.
tlg0086.tlg035.perseus-eng2::165	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship']	Citizen exclusion from tyrant's companionship	Citizens	Access to the ruler's table and companionship	LESS	['And it is a mark of a tyrant to have men of foreign extraction rather than citizens as guests at table and companions, feeling that citizens are hostile but strangers make no claim against him.']	The text explicitly states that tyrants prefer foreigners over citizens for social interaction and advisory roles, thereby limiting the citizens' influence and access to the center of power.	1	1.0	9	3	Access to the ruler's table implies access to a social role with material political influence.	2	Tied specifically to the social setting of a tyrant's table and companionship.	4	Social status within the inner circle of power tends to be long-term.	4	Citizenship is a legal birth-status, very difficult to lose or change.	0	Aristotle is analyzing contemporary political dynamics of Greek tyrannies.	4	Reported as a standard behavioral 'mark' of tyrannical governance.	0	Exclusion from a table is not part of the legal definition of citizenship.
tlg0086.tlg035.perseus-eng2::166	tlg0086.tlg035.perseus-eng2	Aristotle	Politics	Late Classical (354–165 BCE)	['Citizenship', 'Gender', 'Age']	Protection from ruler's sexual outrage	Citizens	Protection from corporal and sexual outrage	MORE	['And further more not only must he himself be known not to outrage any of his subjects, either boy or girl, but so also must everybody about him, and also their wives must similarly show respect towards the other women, since even the insolences of women have caused the fall of many tyrannies.']	Aristotle identifies the preservation of the ruler's power as being dependent on the rule of respecting the bodily integrity of subjects. This implies a normative rule in a 'well-managed' tyranny or kingship where subjects (boys, girls, and women) are protected from sexual violation by the ruler’s circle.	1	1.0	8	5	Protection from physical outrage/sexual violation concerns bodily integrity.	4	Covers a broad category of bodily protections across social interactions.	4	Protection is generally a permanent expectation of subjects under a stable rule.	4	Citizenship/subjecthood is a structural legal status.	0	Discusses norms for the preservation of existing kingships and tyrannies.	2	Phrased as an advisory maxim ('must he himself') rather than a neutral report of law.	0	Bodily protection is not part of the definition of being a subject.
