rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0059.tlg011.perseus-eng2::21	tlg0059.tlg011.perseus-eng2	Plato	Symposium	Classical (500–360 BCE)	['Freedom', 'Occupation']	Servant exclusion from philosophical discourse	Slaves	Right to participate in intellectual gatherings	LESS	['But the domestics, and all else profane and clownish, must clap the heaviest of doors upon their ears. Well, gentlemen, when the lamp had been put out and the servants had withdrawn, I determined not to mince matters with him, but to speak out freely what I intended.']	Alcibiades explicitly identifies 'domestics' (servants/slaves) as a group that must be excluded from hearing the 'philosophic frenzy' and private conversations of the elite. This demonstrates a normative boundary where individuals of the slave class are physically removed and barred from participating in or witnessing the intellectual and social life of free citizens.	1	1	10.0	3	Exclusion from high-status discourse prevents networking and education.	4	Participation in legal/intellectual life is a major societal right.	5	Exclusion is a permanent feature of the person's status as a slave.	4	Slave status is a fixed legal category.	0	Reflects the social mores and physical layout of contemporary gatherings.	4	Reports the necessity of exclusion using strong normative language ('must').	0	Being a slave does not inherently define physical proximity to discourse.
tlg0059.tlg011.perseus-eng2::22	tlg0059.tlg011.perseus-eng2	Plato	Symposium	Classical (500–360 BCE)	['Wealth / Properties']	Wealthy control over personal property	The wealthy	Right to dispose of property	MORE	['I count it sheer folly not to gratify you in this as in any other need you may have of either my property or that of my friends. To me nothing is more important than the attainment of the highest possible excellence, and in this aim I believe I can find no abler ally than you.']	Alcibiades, a member of the Athenian elite, describes his absolute right to offer his own property and influence the property of his circle to achieve his personal goals (in this case, securing a teacher). This reflects the legal and social reality that wealthy citizens had the freedom to use their material resources as leverage in social and educational exchanges.	1	1	9.0	5	Right to dispose of property (land, money) is a tangible entitlement.	5	Property rights are a foundational societal axis.	5	Wealth and property disposal rights are structural and long-term.	3	Wealth is a durable but potentially changeable economic status.	0	Reflects the actual property rights of the Athenian leisure class.	5	A statement of personal intent based on existing legal power.	1	Wealthy people (by definition) are those who possess property to dispose.
tlg0059.tlg011.perseus-eng2::23	tlg0059.tlg011.perseus-eng2	Plato	Symposium	Classical (500–360 BCE)	['Nobility', 'Wealth / Properties']	High status influence on military awards	The elite	Eligibility for the archonship	MORE	['I lost no time, Socrates, in urging the generals to award the prize for valor to you; and here I think you will neither rebuke me nor give me the lie. For when the generals, out of regard for my consequence, were inclined to award the prize to me, you outdid them in urging that I should have it rather than you.']	Alcibiades explains that the military generals were inclined to give him the prize for valor specifically because of his 'consequence' (his high social standing, lineage, and wealth) rather than his actual performance relative to Socrates. In Athenian society, military honors were significant immaterial resources that led to further political eligibility and power.	1	1	9.0	4	Military awards have direct material effects on career and status prizes.	4	Access to state honors is a broad political category.	5	Honors like the 'prize for valor' provide lifelong prestige and benefit.	4	Lineage and 'consequence' (nobility) are fixed birth-statuses.	0	Describes a historical event involving contemporary political figures.	4	Reports the military generals' bias as a factual occurrence.	0	Nobility is not defined by winning military awards.
tlg0059.tlg024.perseus-eng2::0	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Citizenship']	Citizen management of state affairs	Men	Right to govern the city	MORE	['First of all, if you take the virtue of a man, it is easily stated that a man’s virtue is this—that he be competent to manage the affairs of his city, and to manage them so as to benefit his friends and harm his enemies, and to take care to avoid suffering harm himself.']	Meno describes the standard expectation of a free male citizen's role in the Greek polis. The 'virtue' (arete) here is defined as the active capacity and right to manage political affairs, contrasting with the domestic role assigned to women.	1	1	9.0	5	Political governance is the power to command the state and its resources.	5	Foundational societal axis: the right to rule.	4	Holds for the duration of adult male citizenship.	4	Citizenship/Sex are stable legal and biological categories.	0	Describes the standard 'virtue' (arete) of contemporary Greeks.	4	Reports the prevailing standard of masculine excellence as a fact.	0	Being a man does not define the act of governing a city.
tlg0059.tlg024.perseus-eng2::1	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Gender']	Female domestic property management	Women	Right to manage household property	MORE	['Or take a woman’s virtue: there is no difficulty in describing it as the duty of ordering the house well, looking after the property indoors, and obeying her husband.']	This passage defines the socially mandated sphere of influence for women in classical society, granting them authority over the domestic interior and property while explicitly subordinating them to their husbands.	1	1	9.0	5	Managing indoor property involves control over physical assets and household goods.	4	Domestic management is a major category of resource control.	4	Holds for the duration of a woman's adult life as head of a household.	5	Defined by biological sex (women).	0	Reflects the actual division of labor in contemporary Greek society.	4	Describes the 'duty' (nomos) of women as a social fact.	0	Being female does not inherently define managing a property.
tlg0059.tlg024.perseus-eng2::2	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Freedom']	Slave exclusion from governance	Slaves	Right to govern others	LESS	['But is virtue the same in a child, Meno, and in a slave—an ability to govern each his master? And do you think he who governed would still be a slave? Men. I should say certainly not, Socrates.']	The dialogue establishes that the condition of slavery is fundamentally incompatible with the resource of 'governance' or political power. If a slave were to govern, they would by definition no longer be a slave, confirming their total exclusion from this resource.	1	1	10.0	4	The power to govern masters/others is a material legal resource.	5	Governance is a foundational axis of societal power.	5	Exclusion is permanent while the person remains in the slave class.	4	Slave status is a fixed legal birth-status/condition.	0	Reflects the basic legal structure of contemporary slavery.	5	Agrees on the fundamental definition of slavery as absence of rule.	1	Slavery is defined as being governed, hence exclusion from governing is tautological.
tlg0059.tlg024.perseus-eng2::3	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Nobility', 'Gender']	Noble male access to offices	Noble men	Eligibility for the archonship	MORE	['[§154] Men. I do. [§155] Soc. And do you not mean by goods such things as health and wealth? [§156] Men. Yes, and I include the acquisition of gold and silver, and of state honors and offices. [§157] Soc. Are there any things besides this sort, that you class as goods? [§158] Men. No, I refer only to everything of that sort. [§159] Soc. Very well: procuring gold and silver is virtue, according to Meno, the ancestral friend of the Great King.']	In the context of the dialogue, Meno (a noble Thessalian) defines virtue as the ability to procure 'goods', which he explicitly identifies as wealth and the attainment of state offices/honors. This reflects the real-world social expectation and legal capacity for men of high status and wealth to hold political power in Classical Greece.	1	1	9.0	4	State honors and offices are concrete legal rights with significant material and social effect.	4	Access to public office is a broad category of political power.	4	Office-holding is typically for fixed terms but represents a long-term career capacity.	3	Nobility/wealth bracket is a durable social identity but can be lost or acquired.	0	Plato describes the contemporary value system of the Greek aristocracy in his own time.	4	Meno reports these as the 'goods' everyone recognizes as the goal of virtue.	0	Being a noble man does not inherently mean holding office, though it facilitates it.
tlg0059.tlg024.perseus-eng2::4	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Citizenship', 'Freedom']	Stranger vulnerability to arrest	Foreigners	Protection from arbitrary arrest	LESS	['[§182] ...You are well advised, I consider, in not voyaging or taking a trip away from home; for if you went on like this as a stranger in any other city you would very likely be taken up for a wizard.']	Meno notes that Socrates' behavior (causing doubt and 'bewitching' others) would lead to him being physically detained ('taken up') if he were a 'stranger' in another city. This indicates that non-citizens traveling abroad (foreigners/strangers) lacked the legal protections against summary arrest or prosecution for social deviance that they might enjoy in their home city.	1	1	8.0	5	Protection from arrest concerns physical liberty and bodily protection.	3	Protection from arbitrary arrest is a specific recurring legal protection.	2	The resource is tied to the episode of traveling as a 'stranger'.	4	Foreigner status (as a non-citizen of a specific city) is a structural birth-status.	0	Reflects the contemporary lack of legal standing for non-citizens in Greek poleis.	4	Meno cites the likelihood of arrest as a known social fact for travelers.	0	Being a foreigner does not define arrest; arrest is a specific legal consequence.
tlg0059.tlg024.perseus-eng2::5	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Freedom']	Master's right to command slaves	Slaves	Right to personal autonomy	LESS	['Soc. Just call one of your own troop of attendants there, whichever one you please, that he may serve for my demonstration. Men. Certainly. You, I say, come here.']	In the dialogue, Meno's immediate command to his 'attendant' (slave) to move and participate in Socrates' experiment illustrates the master's absolute right to demand labor and presence without consent. It is presented as a normal social transaction between free men involving a slave.	1	1	10.0	5	Personal autonomy/freedom from command is a foundational material freedom.	5	The right to command covers a broad class of life outcomes and labor.	5	Slave status and the master's right are lifelong and structural.	4	Slaves were a structural legal class requiring manumission to leave.	0	The scene illustrates the daily social reality of slavery in Plato's Athens.	5	The verbatim records a direct command treated as an unproblematic fact of life.	1	Being a slave is defined by lack of autonomy and being under command.
tlg0059.tlg024.perseus-eng2::6	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Freedom', 'Lineage']	Perpetuation of slave status (born in the house)	Slaves	Right to freedom by birth	LESS	['Soc. He is a Greek, I suppose, and speaks Greek? Men. Oh yes, to be sure—born in the house.']	The mention of being 'born in the house' (*oikogenes*) indicates the legal and social reality of the time where children born to slaves within a household automatically inherited slave status, regardless of ethnicity (being Greek) or language proficiency.	1	1	9.0	5	Freedom by birth is a fundamental status governing all material life chances.	5	Freedom vs. slavery is a foundational societal axis.	5	Being 'born in the house' as a slave is a lifelong structural condition.	5	Lineage and birth-status in slavery are biologically and legally fixed from birth.	0	Hereditary slavery was a contemporary institution in the author's society.	5	The verbatim neutrally identifies the servant's status as a 'born' slave.	1	A slave's lack of a right to freedom is part of the definition of slave status.
tlg0059.tlg024.perseus-eng2::7	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Freedom']	Exclusion of slaves from formal education	Slaves	Access to formal academic instruction	LESS	['Now, can anyone have taught him all this? You ought surely to know, especially as he was born and bred in your house. Men. Well, I know that no one has ever taught him.']	Meno's certainty that 'no one has ever taught' the slave geometry or other branches of knowledge reflects the social norm where household slaves were typically not provided with formal intellectual or academic education (like geometry), which was reserved for free citizens.	1	1	8.0	3	Formal academic instruction is a social practice with tangible career/status outcomes.	4	Education is a broad category of social development.	5	The lack of education in youth has lifelong structural effects on the individual.	4	Slavery is a hard-to-change legal and structural birth-status.	0	Reflects the contemporary Athenian exclusion of slaves from the gymnasium and academy.	4	The fact that 'no one has ever taught him' is presented as a known social reality.	0	Slavery is defined by lack of freedom, not necessarily lack of education (some slaves were literate).
tlg0059.tlg024.perseus-eng2::8	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Occupation']	Professional instructor fee collection	Doctors	Right to charge a fee	MORE	['When we say this, do we mean that we should be wise in sending him to those who profess the art rather than those who do not, and to those who charge a fee for the particular thing they do, as avowed teachers of anyone who wishes to come and learn of them? If these were our reasons, should we not be right in sending him? An. Yes.']	Socrates and Anytus discuss the standard practice of professional training in Athens, noting that recognized practitioners of arts like medicine or cobbling have the accepted right to charge fees for providing instruction to pupils.	1	1	10.0	5	The right to charge a fee is a direct entitlement to wealth/money.	3	Specific to the professional procedure of fee-for-service instruction.	4	The right holds as long as the person practices the medical profession.	3	Occupation as a doctor is a durable identity acquired through training.	0	Medical fees were a standard part of the Athenian economy in Plato's day.	4	Socrates describes professional fees as a standard, accepted social fact.	0	Being a doctor does not inherently mean charging a fee (could be a slave doctor or friend).
tlg0059.tlg024.perseus-eng2::9	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Occupation']	Sophist professional instruction	Sophists	Right to charge a fee	MORE	['Or is it clear enough, from our argument just now, that he should go to these men who profess to be teachers of virtue and advertise themselves as the common teachers of the Greeks, and are ready to instruct anyone who chooses in return for fees charged on a fixed scale? ... Soc. Surely you know as well as anyone; they are the men whom people call sophists.']	The text identifies a specific class of teachers (Sophists) who commercially provide education in exchange for fixed monetary fees, a recognized social practice in 5th-century Greece.	1	1	10.0	5	Charging 'fees on a fixed scale' is a direct material wealth acquisition.	3	Narrowly tied to the institution of professional teaching.	4	Persistent throughout the career of the Sophist.	3	Sophists were a specific professional group defined by their training and practice.	0	Sophists were a prominent and controversial contemporary group in 5th/4th c. Athens.	5	The verbatim cites their practice of charging fixed fees as a public, advertized fact.	0	Teaching does not tautologically imply charging a 'fixed scale' fee.
tlg0059.tlg024.perseus-eng2::10	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Citizenship', 'Lineage']	Citizen eligibility for high office	Citizens	Eligibility for the highest offices	MORE	['And further, he gave his son a good upbringing and education, as the Athenian people think, for they choose him for the highest offices.']	Socrates refers to Anytus, an Athenian citizen and son of a wealthy citizen, as someone the people select for top political magistracies, reflecting the legal eligibility of citizens for governance.	1	1	9.0	4	Eligibility for 'highest offices' is a concrete legal right with power outcomes.	4	Access to public office is a major category of civic right.	4	The right to be chosen for office is a long-term feature of citizen status.	4	Citizenship is a legal birth-status that is very hard to change.	0	The rule describes the functioning of the contemporary Athenian democracy.	5	The verbatim cites the actual choosing of Anytus for office as a fact.	0	Being a citizen is necessary but not conceptually identical to being eligible for 'highest' offices.
tlg0059.tlg024.perseus-eng2::11	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Wealth / Properties', 'Citizenship']	Elite selection of private tutors	The wealthy	Access to private specialized education	MORE	['Well, is it not obvious that this father would never have spent his money on having his children taught all those things, and then have omitted to teach them at no expense the others that would have made them good men, if virtue was to be taught? Will you say that perhaps Thucydides was one of the meaner sort, and had no great number of friends among the Athenians and allies? He, who was of a great house and had much influence in our city and all over Greece, so that if virtue were to be taught he would have found out the man who was likely to make his sons good, whether one of our own people or a foreigner, were he himself too busy owing to the cares of state!']	Socrates describes how wealthy and influential Athenian citizens like Thucydides (son of Melesias) used their financial resources and social networks to hire the best specialized masters (wrestling exponents, etc.) for their children, distinguishing the wealthy from the 'meaner sort' in their access to elite education.	1	1	9.0	3	Access to private tutors is a practice that produces tangible human capital.	4	Education is a broad category of life outcome.	5	Elite education in youth provides lifelong social and intellectual advantages.	3	Wealth bracket is a durable social identity, though not biologically fixed.	0	The author describes the educational habits of Athenian elites like Thucydides.	4	The verbatim presents the expenditure on elite training as an obvious fact of wealth.	0	Wealthy people having tutors is a social correlation, not a definition of wealth.
tlg0059.tlg024.perseus-eng2::12	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Freedom']	Retention of runaway slaves	Slaves	Right to self-determination	LESS	['To possess one of his works which is let loose does not count for much in value; it will not stay with you any more than a runaway slave: but when fastened up it is worth a great deal, for his productions are very fine things And to what am I referring in all this? To true opinion. For these, so long as they stay with us, are a fine possession, and effect all that is good; but they do not care to stay for long, and run away out of the human soul.']	Socrates uses the 'runaway slave' as a standard cultural metaphor for something that lacks value because it does not stay with its owner. This implies a legal and social reality where slaves are considered property that can be 'fastened' or 'let loose,' and that escaping (running away) is a violation of the owner's property rights.	1	1	10.0	5	The group is the owner; the resource is retention of property (the slave).	5	Ownership of persons is a foundational materiality in this society.	5	The rights of ownership over a slave are structural and lifelong.	4	Slave status is a legal birth-status, very hard to leave.	0	Slave ownership and runaways were daily realities in Plato's time.	4	Socrates uses the runaway slave as a factual baseline for a metaphor.	0	Being a slave doesn't define 'running away', which is an action relative to property rights.
tlg0059.tlg024.perseus-eng2::13	tlg0059.tlg024.perseus-eng2	Plato	Meno	Classical (500–360 BCE)	['Occupation']	Statesman direction through right opinion	Statesmen	Political decision-making power	MORE	['[§559] Soc. Therefore it was not by any wisdom, nor because they were wise, that the sort of men we spoke of controlled their states—Themistocles and the rest of them, to whom our friend Anytus was referring a moment ago. For this reason it was that they were unable to make others like unto themselves—because their qualities were not an effect of knowledge. [§560] Men. The case is probably as you say, Socrates. [§561] Soc. And if not by knowledge, as the only alternative it must have been by good opinion. This is the means which statesmen employ for their direction of states, and they have nothing more to do with wisdom than soothsayers and diviners; for these people utter many a true thing when inspired, but have no knowledge of anything they say.']	Socrates describes how established Athenian leaders like Themistocles guided the state. He identifies that their ability to lead (the resource of political power/direction) is not based on scientific knowledge or teachable wisdom, but on 'right opinion' or divine inspiration, which explains why they cannot train successors.	1	1	9.0	4	Political decision-making power has direct material consequences on the state.	5	Controlling the state is a foundational societal axis.	4	Holding leadership power is a long-term career feature for these figures.	3	Occupation/role as a 'statesman' is a durable social identity.	0	The rule discusses contemporary and recent historical Athenian leadership.	2	The verbatim is part of a philosophical argument about the source of virtue.	0	Being a statesman does not tautologically imply using 'right opinion' vs. 'wisdom'.
tlg0059.tlg027.perseus-eng2::0	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Rhapsode competition eligibility	Rhapsodes	Right to compete in public festivals	MORE	['Soc. Do you mean to say that the Epidaurians honor the god with a contest of rhapsodes also?\n               Ion. Certainly, and of music Music with the Greeks included poetry. in general.\n               Soc. Why then, you were competing in some contest, were you? And how went your competition?\n               Ion. We carried off the first prize, Socrates.\n            \n \n               Soc. Well done: so now, mind that we win too at the Panathenaea. The Athenian festival of the Great Panathenaea was held every fourth year, and the Small Panathenaea probably every year, about July.']	The text establishes that rhapsodes as a professional group have the right and social function of competing for prizes (material and immaterial resources) at major Greek religious festivals like those in Epidaurus and Athens.	1	1	10.0	5	Competition for prizes (first prize often included money or valuables).	3	Specific to the institution of public festivals and rhapsodic contests.	4	The right to compete is a long-term feature of the professional identity.	3	Rhapsode is an occupation acquired through training and professionalization.	0	Plato describes contemporary Greek festivals like the Panathenaea.	5	The verbatim describes actual contests and prizes as observed facts.	0	Being a rhapsode doesn't tautologically require competing in the Panathenaea.
tlg0059.tlg027.perseus-eng2::1	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Rhapsode interpretative authority	Rhapsodes	Right to interpret poetic thought	MORE	['For the rhapsode ought to make himself an interpreter of the poet’s thought to his audience; and to do this properly without knowing what the poet means is impossible. So one cannot but envy all this.\n               Ion. What you say is true, Socrates: I at any rate have found this the most laborious part of my art; and I consider I speak about Homer better than anybody']	Socrates and Ion agree that the role of the rhapsode traditionally includes the 'right' or function of interpreting the meaning of the poets to the audience, a form of intellectual influence/resource.	1	1	9.0	2	Authority to interpret is a symbolic/intellectual resource with weak material payoff.	2	Narrowly scoped to the performance of poetry.	4	The function of interpreter is a career-long aspect of being a rhapsode.	3	Rhapsode is a durable professional identity.	0	Describes the standard contemporary expectations for rhapsodic performance.	4	Socrates states the rhapsode 'ought' to be an interpreter, reflecting a norm.	0	Reciting poetry (rhapsody) does not tautologically require 'interpreting' the thought.
tlg0059.tlg027.perseus-eng2::2	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Professional exclusive judgement	Seers	Right to judge professional discourse	MORE	['Soc. Well then, would you, or one of the good seers, expound better what these two poets say, not only alike but differently, about the seer’s art?\n               Ion. One of the seers.\n               Soc. And if you were a seer, would you not, with an ability to expound what they say in agreement, know also how to expound the points on which they differ?\n               Ion. Of course.']	The dialogue establishes a social/logical rule in Greek society where those belonging to a specific professional group (seers, doctors, etc.) are the only ones with the authority ('resource') to judge or expound upon their own craft as depicted in literature.	1	1	9.0	2	Expository authority is an intellectual/status-based resource.	2	Tied to the specific professional discourse of diviners.	4	Professional authority holds as long as the status of seer is maintained.	4	Seers/diviners often held hereditary or deeply entrenched religious status.	0	Plato refers to the contemporary social division of professional expertise.	4	The dialogue presents this professional monopoly on judgment as an obvious social fact.	0	Being a seer does not define 'expounding poetry about seers'.
tlg0059.tlg027.perseus-eng2::3	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Medical professional judgement	Doctors	Right to judge wholesome food	MORE	['Soc. And again, when several are talking about what kinds of foods are wholesome, and one of them speaks better than the rest, will it be for two different persons to distinguish the superiority of the best speaker and the inferiority of a worse one, or for the same?\n               Ion. Obviously, I should say, for the same.\n               Soc. Who is he? What is his name?\n               Ion. A doctor.']	The text identifies doctors as the specific group possessing the authoritative capacity to judge discourse regarding wholesale/unwholesale food, a specific form of expert influence.	1	1	10.0	2	The authority to judge food is an intellectual expert role with symbolic status.	3	A recurring right of expert judgment in many health-related situations.	4	The status of medical expert is a long-term career feature.	3	Doctor is an occupation acquired through training.	0	Reflects the contemporary Athenian respect for medical expertise.	5	Ion identifies 'a doctor' as the obvious factual answer to who judges food.	0	A doctor is a healer; judging diet is a specific professional extension, not a definition.
tlg0059.tlg027.perseus-eng2::4	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Rhapsode earnings from performance	Rhapsodes	Right to retain earnings	MORE	['Yes, very fully aware: for I look down upon them from the platform and see them at such moments crying and turning awestruck eyes upon me and yielding to the amazement of my tale. For I have to pay the closest attention to them; since, if I set them crying, I shall laugh myself because of the money I take, but if they laugh, I myself shall cry because of the money I lose.']	Ion describes the economic reality of his profession, where his personal income is directly tied to the emotional reaction of his audience during a performance. This establishes that rhapsodes had the right to earn and retain money from public recitations.	1	1	10.0	5	The money 'I take' or 'I lose' is a direct material wealth outcome.	2	Tied to specific performance events.	4	The right to individual earnings from performances holds across the career.	3	Rhapsode is a durable professional identity.	0	Reflects the contemporary monetization of rhapsodic performance.	5	Ion describes his actual emotional and financial experience as fact.	0	Being a performer doesn't tautologically mean one's income fluctuates by audience mood.
tlg0059.tlg027.perseus-eng2::5	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Artistic specialization of knowledge	Artisans	Right to exclusive professional judgment	MORE	['And to every art has been apportioned by God a power of knowing a particular business? For I take it that what we know by the art of piloting we cannot also know by that of medicine. . . Since, I suppose, if it were a knowledge of the same things—how could we say that one was different from another, when both could give us the same knowledge? . . . Then he who has not a particular art will be incapable of knowing aright the words or works of that art?']	Socrates establishes a normative rule of Greek intellectual and professional life: that specific knowledge is the domain of specific practitioners (doctors, pilots, charioteers). Those within the group (holders of the 'art') have the authority to judge works related to that art, while those outside it do not.	1	1	9.0	2	Exclusive professional judgment is an intellectual/regulatory resource.	4	A foundation rule governing many different specific arts and professions.	4	The authority to judge within one's art persists for the professional life.	3	Occupation (Artisan) is a durable social identity based on skill.	0	Plato describes the contemporary epistemic norms of Greek technical life (techne).	2	The verbatim is a metaphysical argument about the nature of divine apportionment.	0	Having an art does not tautologically mean others are 'incapable of knowing'.
tlg0059.tlg027.perseus-eng2::6	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Charioteer judgment of racing	Charioteers	Authority to judge technical accuracy	MORE	['Now, Ion, will a doctor or a charioteer be the better judge whether Homer speaks correctly or not in these lines? Ion. A charioteer, of course. Soc. Because he has this art, or for some other reason? Ion. No, because it is his art.']	The text identifies the charioteer as the sole group with the authority to judge the technical correctness of chariot-driving descriptions, excluding others (like doctors or rhapsodes) from this specific immaterial resource.	1	1	10.0	2	Technical accuracy judgment is an intellectual influence/status resource.	1	Hyper-specific to the technicalities of chariot racing in poetry.	4	Technical expertise holds throughout a stable professional career.	3	Charioteer is an occupation/role derived from practice and skill.	0	Reflects contemporary Greek social norms of deferring to experts (techne).	4	The identification of the charioteer as 'the' judge is presented as common sense.	0	Being a driver doesn't define 'judging the accuracy of Homeric poetry'.
tlg0059.tlg027.perseus-eng2::7	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Physician judgment of medicine	Doctors	Authority to judge technical accuracy	MORE	['Is it for the doctor’s or the rhapsode’s art to discern aright whether Homer speaks correctly here or not? Ion. For the doctor’s.']	Following the principle of artistic specialization, the doctor is identified as the group possessing the resource of expert judgment regarding medical descriptions in literature.	1	1	10.0	2	Expert judgment of medical descriptions is an intellectual/symbolic resource.	1	Hyper-specific to medical technicalities in a literary context.	4	Expert status holds through the professional's life.	3	Doctor is a durable professional identity.	0	Reflects contemporary Greek valuation of specialized medical knowledge.	5	The answer 'for the doctor's' is stated as a simple, uncontroversial fact.	0	Medicine is healing; judging literary medical passages is not part of the definition.
tlg0059.tlg027.perseus-eng2::8	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Occupation']	Diviner judgment of prophecy	Seers	Authority to judge technical accuracy	MORE	['be so good as to make out those also that are for the seer and the seer’s art, and show me the sort of passages that come under his ability to distinguish whether they are well or ill done; . . . This passage, and others of the sort, are those that I should say the seer has to examine and judge.']	The text explicitly allocates the right to judge passages concerning omens and prophecy to the group of seers (mantis) based on their specific profession.	1	1	10.0	2	Authority over technical accuracy in prophecy is a symbolic expert resource.	1	Hyper-specific to the technicalities of omens in poetry.	4	Professional authority holds as long as the seer practices.	4	Seers held a structural, often hereditary, religious identity.	0	Reflects the contemporary Athenian role of the 'mantis' as an expert.	4	Socrates describes this as an area the seer 'has to' examine as a function.	0	Being a seer doesn't define 'judging whether literature has depicted omens well'.
tlg0059.tlg027.perseus-eng2::9	tlg0059.tlg027.perseus-eng2	Plato	Ion	Classical (500–360 BCE)	['Citizenship']	Foreigner eligibility for military command	Foreigners	Eligibility for the generalship	MORE	['My excellent Ion, you are acquainted with Apollodorus of Cyzicus, are you not? Ion. What might he be? Soc. A man whom the Athenians have often chosen as their general, though a foreigner; and Phanosthenes of Andros, and Heracleides of Clazomenae, whom my city invests with the high command and other offices although they are foreigners, because they have proved themselves to be competent.']	Socrates lists specific historical examples (Apollodorus, Phanosthenes, and Heracleides) of non-Athenians being elected to the highest military office (strategos), demonstrating that during this period of Athenian history, foreign birth was not an absolute legal bar to holding high command if one was deemed competent.	1	1	10.0	4	Holding the office of general (strategos) is a concrete legal right with direct political power and material consequences.	4	High military command is a broad, recognizable category of public office.	4	Election to high office lasts for a set term but defines a long-term career trajectory.	4	Foreigner status is a legal birth-status, requiring formal naturalization to change.	0	Socrates refers to contemporary or recent historical figures known to his Athenian audience.	5	The verbatim cites specific historical individuals (Apollodorus, etc.) as evidence of practice.	0	Eligibility for military command is not part of the definition of being a foreigner.
tlg0059.tlg029.perseus-eng2::0	tlg0059.tlg029.perseus-eng2	Plato	Cleitophon	Classical (500–360 BCE)	['Education']	Subjection of the uneducated	The uneducated	Right to self-governance	LESS	['Moreover, the conclusion of this argument of yours is a fine one,—how that for every man who knows not how to make use of his soul it is better to have his soul at rest and not to live, than to live acting according to his own caprice; but if it is necessary for him to live, it is better after all for such an one to spend his life as a slave rather than a free man, handing over the rudder of his will, as it were of a ship, to another man who has learnt the art of steering men—which is the name that you, Socrates, frequently give to politics, when you declare that this very same art is that of judging and justice.']	Cleitophon summarizes a rule attributed to Socrates: that those who lack the 'art' of using their soul (education/justice) should be deprived of their autonomy (self-governance) and placed in a state of slavery to a knowledgeable ruler. This defines a relationship where lack of education justifies a loss of freedom.	1	0	9.0	5	The resource is physical freedom vs. slavery, a fundamental material condition.	5	Self-governance and freedom from slavery are foundational societal axes.	5	The status of slave vs. free is a lifelong structural condition.	3	Education level is changeable with effort, though treated here as a durable identity.	0	Cleitophon discusses a philosophical rule currently being debated in his society.	2	The verbatim is a summary of a philosophical argument/ideal rather than an observation of law.	0	Being uneducated does not inherently mean being a slave by definition.
