file_id	author	title	pages	author_impact_date	group	group_category	resource	resource_category	rule_category	direction	rule_name	confidence	specificity
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Sufferers of disease	Health	Freedom from physical compulsion	Body integrity	Restriction of personal freedom	LESS	Body vulnerability rule	7	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Athletes	Occupation	Protection from corporal punishment	Body integrity	Corporal punishment	LESS	Olympic champion punishment	10	9
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Cynics	Occupation	Right to self-defense in court	Legal standing	Denial of judicial protection	LESS	Cynic bodily surrender	9	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Young men	Age	Right to travel and leave estates for study	Freedom	Access to education	MORE	Philosophical school attendance right	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Physicians	Occupation	Right to solicit patients	Economic privileges	Economic regulation	MORE	Professional solicitation restriction	9	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Philosophers	Occupation	Right to solicit students	Economic privileges	Access to education	LESS	Philosophical teaching method	8	7
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Elders	Age	Right to use puerile rhetoric in court	Legal standing	Legal procedure	LESS	Judicial oratorical standards	7	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Foreigners	Citizenship	Freedom from severe corporal or legal punishment	Body integrity	Protection of citizenship status	LESS	Sanction for false citizenship	10	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Freedom of movement	Freedom	Restriction of personal freedom	LESS	Physical mobility by command	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Women	Gender	Legal/Social standing for rational self-governance	Legal standing	Gender-based social exclusion	LESS	Female emotional temperament stereotype	8	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Exiles	Citizenship	Right to reside in one's home city	Freedom	Restriction of residency	LESS	State-ordered banishment	10	7
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Right to leisure and private life	Economic privileges	Obligation of public duty	LESS	Public duty requirements	9	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Fugitive slaves	Freedom status	Access to master's resources	Property and inheritance	Right to sustenance	LESS	Fugitive slave subsistence	9	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Laborers	Occupation	Right to receive wages	Economic privileges	Access to wages	MORE	Professional labor compensation	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Slaves	Freedom status	Freedom from menial labor	Freedom	Personal service obligation	LESS	Domestic service labor	10	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Children	Age	Right to parental assistance	Property and inheritance	Grant of inheritance	LESS	Filial support non-obligation	8	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Senators	Lineage	Political independence from the Emperor	Political power	Restriction of political autonomy	LESS	Senator imperial subordination	10	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Slaves	Freedom status	Protection from corporal punishment during investigation	Body integrity	Legal vulnerability	LESS	Slave evidence under torture	9	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Property owners	Wealth	Right to retain transport animals	Property and inheritance	Property confiscation	LESS	Imperial military conscription	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Consular candidates	Occupation	Retention of personal wealth	Property and inheritance	Economic obligation	LESS	Consular candidacy expenditure	10	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	The unclean	Health	Right to enter temples	Religious access	Religious restriction	LESS	Philosophic religious exclusion	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Protection from arbitrary arrest for speech	Legal standing	Legal standing	LESS	Imperial surveillance entrapment	10	1
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Senators	Lineage	Right to own slaves	Property and inheritance	Access to property	MORE	Senator and Consular Slaveholding	10	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Wealthy freedmen	Wealth	Right to hold equestrian and senatorial rank	Political power	Access to political power	MORE	Equestrian and Senatorial Promotion	9	7
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Consulars	Occupation	Protection from whipping	Body integrity	Access to judicial protection	MORE	Protection from Corporal Punishment	9	9
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Slaves	Freedom status	Right to testify without coercion	Legal standing	Restriction of legal standing	LESS	Slave Legal Admissibility	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Property owners	Wealth	Retention of transport animals during draft	Property and inheritance	Property confiscation	LESS	Military Conscription of Property	8	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Political elites	Occupation	Protection from summary execution	Body integrity	Denial of body integrity	LESS	Elite Capital Punishment	9	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Children of free parents	Lineage	Legal status of freedom by birth	Citizenship	Access to citizenship	MORE	Inheritance of Freedom Status	10	1
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Right to hold the office of tribune	Political power	Access to political office	MORE	Tribunate eligibility	10	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Right to hold the office of praetor	Political power	Access to political office	MORE	Praetorship eligibility	10	9
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Right to attend and participate in public theater	Economic privileges	Access to public resources	MORE	Theater attendance rights	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Jurists	Occupation	Right to issue authoritative legal statutes	Legal standing	Legal standing	MORE	Jurisprudential authority	10	10
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Senators	Occupation	Freedom of movement and leisure	Freedom	Obligation of public duty	LESS	Imperial summons to service	9	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Philosophers	Occupation	Right to choose place of residence	Freedom	Restriction of personal freedom	LESS	Philosophical exile and relocation	10	7
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Slaves	Freedom status	Protection from corporal punishment	Body integrity	Protection from bodily harm	LESS	Enslaved person bodily subjection	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Citizens	Citizenship	Right to attend public games and assemblies	Economic privileges	Access to public resources	MORE	Public assembly crowd participation	8	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Husbands	Gender	Right to domestic peace and obedience	Marriage and family	Family rights	LESS	Male household head's patience	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Individuals with virtuous principles	Origin	Citizenship and social inclusion	Citizenship	Grant of citizenship status	MORE	Character-based citizenship admission	8	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Property owners	Wealth	Security of paternal possessions	Property and inheritance	Denial of property security	LESS	Property as alienable resource	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Adults	Age	Protection from mental restraint	Body integrity	Access to judicial protection	MORE	Freedom of the will	10	1
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Wealthy status seekers	Wealth	Right to employ slaves for public prestige	Economic privileges	Access to social status	MORE	Slave ownership social display	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	The wealthy	Wealth	Right to associate with and dine with the powerful	Political power	Access to political networks	MORE	Elite social access	9	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Reasonable creatures	Origin	Access to specialized instruction in grammar and geometry	Economic privileges	Access to professional training	MORE	Education-based social advancement	10	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Political aspirants	Occupation	Access to power and high-level preference	Political power	Grant of political office	MORE	Preferential political advancement	8	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Clients/Flatterers	Occupation	Right to receive gifts and favors from patrons	Economic privileges	Access to economic patronage	MORE	Patronage-based resource allocation	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Tyrants	Lineage	Protection from intruders	Body integrity	Access to political power	MORE	Tyrant's guard protection	10	10
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Children	Age	Right to hold high office and govern provinces	Political power	Grant of economic privilege	LESS	Province and office allocation	9	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Subjects	Citizenship	Right to retain material property	Property and inheritance	Denial of property rights	LESS	External property confiscation	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Subjects	Citizenship	Right to protect and retain family members	Marriage and family	Restriction of family rights	LESS	Right of disposal over parents	8	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Wealthy citizens	Wealth	Access to servants and clients	Economic privileges	Obligation of public duty	MORE	Status-based political attendance	9	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Philosophers	Occupation	Right to professional title	Legal standing	Professional exclusion	LESS	Philosophic title deprivation	9	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Cynics	Occupation	Right to hold the sceptre and diadem from Zeus	Political power	Access to political authority	MORE	Cynic divine mandate	7	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Adulterers	Occupation	Right to professional reputation	Legal standing	Loss of moral standing	LESS	Adulterer status loss	8	5
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Men	Gender	Right to wear manly dress and hold decent discourse	Legal standing	Gender-based social participation	MORE	Manly discourse and dress	9	2
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Consular candidates	Occupation	Freedom from servile social labor	Freedom	Obligation of public duty	LESS	Consular candidate obligations	10	8
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Consuls	Occupation	Right to preside over tribunals and games	Political power	Access to political power	MORE	Consular political privileges	10	9
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Property owners	Wealth	Freedom from estate management	Freedom	Restriction of personal freedom	LESS	Wealthy property management	8	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	All persons	Citizenship	Freedom to end one's life	Freedom	Access to judicial protection	MORE	Right of self-termination	9	1
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Unclean persons	Health	Right to enter temples	Religious access	Religious exclusion	LESS	Temple access cleanliness requirement	10	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Physically filthy persons	Health	Right to social proximity and conversation	Freedom	Social exclusion	LESS	Social association physical standards	9	3
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Physically filthy persons	Health	Right to be trusted with instruction	Legal standing	Occupational exclusion	LESS	Pedagogical trust physical criteria	8	6
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Adults	Age	Right to disposal of self	Legal standing	Access to judicial protection	MORE	Self-determination of will	9	1
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Civilians	Citizenship	Protection from execution without formal combat	Body integrity	Protection from bodily harm	LESS	State agent entrapment	10	4
tlg0557.tlg001.perseus-eng4	Epictetus	The Discourses of Epictetus	427	85	Witnesses	Citizenship	Protection from judicial torture	Body integrity	Legal standing	LESS	Judicial torture admissibility	9	3
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Wives	Gender	Right to personal autonomy in faith and education	Marriage and family	Family hierarchy and education	LESS	Spousal and child obedience	9	4
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Younger men	Age	Right to self-governance	Legal standing	Restriction of personal freedom	LESS	Age-based ecclesiastical subordination	10	4
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Deacons	Occupation	Right to pursue private wealth	Economic privileges	Restriction of economic privilege	LESS	Clerical poverty and integrity	9	8
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Presbyters	Occupation	Right to ignore vulnerable groups	Legal standing	Obligation of public duty	LESS	Presbyterial welfare obligation	9	8
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Widows	Gender	Freedom of social speech	Legal standing	Restriction of personal freedom	LESS	Widowhood conduct restrictions	8	6
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	['Widows', 'Children', 'The poor']	Gender, Age, Wealth	Access to community support and care	Economic privileges	Access to public resources	MORE	Orphan and widow welfare access	9	3
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Priests	Occupation	Right to hold ecclesiastical office	Political power	Denial of religious office	LESS	Clerical removal for avarice	9	8
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Foreigners	Origin	Right to judge the world	Legal standing	Exclusion from judicial authority	LESS	Gentile judicial exclusion	8	3
tlg1622.tlg001.perseus-eng1	Polycarp	The Epistle to the Philippians of Saint Polycarp	9	105	Exiles	Citizenship	Right to community reintegration	Citizenship	Access to community membership	MORE	Repentant member reintegration	9	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to objective medical diagnosis	Legal standing	Access to judicial protection	MORE	Patient physical examination right	8	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Chronic patients	Health	Right to perform medical procedures on oneself	Legal standing	Access to medical self-help	MORE	Self-reduction of dislocations	9	7
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Athletes	Occupation	Access to immediate medical reduction methods	Economic privileges	Access to public resources	MORE	Palestra medical access	8	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Children	Age	Protection from use as medical counterweights	Body integrity	Obligation of public duty	LESS	Child labor in medicine	9	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to be warned of medical risks	Legal standing	Access to medical information	MORE	Physician duty of disclosure	9	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled	Health	Right to participate in gymnastic exercises	Economic privileges	Physical activity restriction	LESS	Gymnastic exercise exclusion	8	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled	Health	Capability for military service	Military	Military service restriction	LESS	Military service exclusion	9	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Protection from nerve damage during cautery	Body integrity	Protection from medical harm	MORE	Surgical safety requirement	10	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled	Health	Right to perform manual labor	Economic privileges	Access to labor	MORE	Labor capacity retention	8	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to continuous medical supervision	Economic privileges	Access to medical care	LESS	Medical transparency and care	8	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled	Health	Freedom of movement of limbs	Body integrity	Restriction of bodily function	LESS	Physical impairment from dislocation	9	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Children	Age	Right to natural bone growth	Body integrity	Denial of physical development	LESS	Congenital disability resource loss	9	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Infants	Age	Corrective medical treatment for dislocations	Health	Access to medical care	MORE	Medical care for infants	10	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	The wealthy	Wealth	Right to use gold for medical stabilization	Economic privileges	Grant of economic privilege	MORE	Gold dental wiring	9	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Sick and injured	Health	Right to full dietary rations	Economic privileges	Restriction of personal freedom	LESS	Dietary restriction for recovery	10	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Adults	Age	Corrective medical treatment for dislocations	Health	Access to medical care	MORE	Adult orthopedic treatment	10	2
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to perform own medical reduction	Legal standing	Access to judicial protection	MORE	Procedural medical self-care	9	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Women	Gender	Right to participate in medical treatment	Legal standing	Grant of economic privilege	MORE	Domestic medical assistance	8	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Children	Age	Right to participate in medical treatment	Legal standing	Grant of economic privilege	MORE	Domestic medical assistance (age)	8	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Men with lower spinal gibbosity	Health	Capacity for generation	Marriage and family	Marriage restriction by origin	LESS	Deformity-based procreative restriction	9	8
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	The mob	Wealth	Protection from medical charlatanism	Body integrity	Exclusion from political speech	LESS	Charity-based medical exclusion	7	2
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Protection from incompetent medical display	Legal standing	Access to professional competence	MORE	Standard of medical care	8	2
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	The living	Health	Protection from lethal internal surgery	Body integrity	Restriction of medical intervention	MORE	Invasive surgical limitation	9	1
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Protection from fraudulent diagnosis	Legal standing	Protection from fraud	MORE	Medical transparency	7	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Physicians	Occupation	Right to perform spinal reduction	Legal standing	Access to medical practice	MORE	Medical practitioner qualification	10	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Palestra practitioners	Occupation	Right to assist in medical procedures	Legal standing	Access to medical practice	MORE	Palestra expert medical role	9	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Surgical patients	Health	Right to specific foods and venery	Economic privileges	Restriction of consumption	LESS	Patient dietary restriction	9	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Surgical patients	Health	Right to bloodletting and pharmaceutical care	Economic privileges	Access to medical care	MORE	Medical treatment for contusions	10	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled men	Health	Access to specific manual occupations	Economic privileges	Labor assignment	MORE	Artisan occupation for disabled	7	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled men	Health	Right to participate in political conspiracy or assembly	Political power	Denial of political power	LESS	Political exclusion of maimed	6	7
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled children	Age	Right to specialized physical training	Economic privileges	Access to training	MORE	Childhood injury training	8	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Disabled	Health	Protection from muscle atrophy	Economic privileges	Access to physical health	MORE	Exercise-based limb maintenance	9	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Sick	Health	Right to accurate medical prognosis	Legal standing	Access to information	MORE	Medical prognostic disclosure	9	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Children	Age	Protection from bone growth arrest	Body integrity	Physical development	LESS	Age-based deformity severity	10	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Laborers	Occupation	Physical health through habituated labor	Economic privileges	Labor control	MORE	Habitual labor health benefit	8	2
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to informed consent regarding medical risks	Legal standing	Legal standing	MORE	Consent to medical risk	9	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Physicians	Occupation	Protection from public censure	Legal standing	Access to judicial protection	LESS	Physician liability protection	8	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients	Health	Right to determine bodily positioning during treatment	Freedom	Restriction of personal freedom	MORE	Medical self-determination	8	5
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Urban physicians	Occupation	Access to specific surgical diagnostic and treatment machinery	Economic privileges	Access to medical resources	MORE	Standardized surgical equipment requirement	9	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients with mortified limbs	Health	Right to unrestricted diet	Economic privileges	Access to nutrition	MORE	Dietary maintenance during mortification	9	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Surgical patients	Health	Protection from surgical pain during amputation	Body integrity	Protection from bodily harm	MORE	Patient protection from pain-induced shock	10	3
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Medical assistants	Occupation	Right to perform high-level reduction procedures	Political power	Labor qualification	MORE	Selection of medical subordinates	8	8
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Medical practitioners	Occupation	Right to perform high-risk reductions	Economic privileges	Access to professional practice	MORE	Medical practitioner training requirement	9	6
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Physicians	Occupation	Right to use elaborate or 'popular' methods for gain	Legal standing	Professional conduct	LESS	Physician ethical restraint	9	7
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Medical patients	Health	Right to full caloric intake	Economic privileges	Restriction of consumption	LESS	Patient dietary restriction	10	4
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Patients with fever	Health	Access to hellebore treatment	Economic privileges	Access to medical treatment	LESS	Sick person hellebore access	10	8
tlg0627.tlg010.perseus-eng2	Hippocrates	On the Articulations	113	-465	Medical patients	Health	Freedom of movement	Freedom	Restriction of personal freedom	LESS	Patient mobility restriction	9	5
tlg0029.tlg006.perseus-eng2	Dinarchus	Against Philocles	8	-324	Citizens	Citizens	Protection from breach of contract	Legal standing	Access to judicial protection	MORE	Agreement breach liability	10	2
tlg0029.tlg006.perseus-eng2	Dinarchus	Against Philocles	8	-324	Corrupt officials	Occupation	Right to retain property	Property and inheritance	Denial of property rights	LESS	Bribery-based property confiscation	9	6
tlg0029.tlg006.perseus-eng2	Dinarchus	Against Philocles	8	-324	Persons of bad character	Citizens	Right to hold educational office	Political power	Restriction of professional access	LESS	Child protection from corruption	8	7
tlg0029.tlg006.perseus-eng2	Dinarchus	Against Philocles	8	-324	Defendants	Citizens	Right to critical deliberation before punishment	Legal standing	Access to judicial protection	LESS	Treason-based summary justice	7	5
tlg0029.tlg006.perseus-eng2	Dinarchus	Against Philocles	8	-324	Defendants	Citizens	Right to a sworn jury	Legal standing	Access to judicial protection	MORE	Judicial oath requirement	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Women	Gender	Right to public speech and household command	Political power	Exclusion from political speech	LESS	Male household authority	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Achaean lords	Lineage	Right to participate in formal assemblies	Political power	Access to political participation	MORE	Right to host assembly	9	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Heirs	Lineage	Right to retain ancestral possessions	Property and inheritance	Access to judicial protection	MORE	Patrilineal property retention	9	3
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Slaves	Freedom status	Freedom from being bought and sold	Freedom	Restriction of personal freedom	LESS	Slave purchase and status	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Widows	Gender, Age	Right to choose residence or spouse independently	Marriage and family	Marriage restriction	LESS	Marital relocation by father	8	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Legitimate sons	Lineage	Right to inherit kingship	Political power	Access to political succession	MORE	Dynastic succession rights	9	8
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Foreigners	Citizenship	Right to food and entertainment (Xenia)	Economic privileges	Access to public resources	MORE	Hospitality rights	10	3
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Foreigners	Citizenship	Right to food and shelter	Legal standing	Access to social protection	MORE	Stranger hospitality right	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Legitimate sons	Lineage	Right to rule and household property	Political power	Access to political succession	MORE	Patrilineal inheritance and rule	9	3
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Adult sons	Age	Right to call an assembly	Political power	Access to political speech	MORE	Son's right of assembly	9	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Legitimate sons	Lineage	Right to seek retributive justice	Legal standing	Legal standing	MORE	Adultery and homicide vengeance	9	5
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Foreign guests	Citizenship	Right to priority service over locals	Economic privileges	Social stratification	MORE	Guest-friendship (Xenia) precedence	8	6
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Female slaves	Freedom status	Right to refuse elder care	Freedom	Labor control	LESS	Labor for elderly masters	8	3
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Widows	Gender	Right to paternal wedding provision	Marriage and family	Marriage and family	MORE	Levirate marriage and dowry	9	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Women	Gender	Right to public and household speech	Legal standing	Exclusion from political speech	LESS	Male domestic authority	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Royal heirs	Lineage	Right to inherit throne	Political power	Access to political succession	MORE	Hereditary kingship	9	9
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Heirs	Lineage	Protection from property seizure	Property and inheritance	Access to judicial protection	MORE	Protection of private property	8	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Female slaves	Freedom status	Right to sexual relationship with master	Marriage and family	Marriage restriction	LESS	Concubinage restriction	7	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Nobles	Lineage	Right to attend assembly	Political power	Access to political speech	MORE	Assembly participation	9	3
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Citizens	Citizens	Right to summon and address the assembly	Political power	Access to political speech	MORE	Assembly convocation right	10	2
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Elders	Age	Priority in speaking and seating	Political power	Political deference	MORE	Seniority in assembly	9	4
tlg0012.tlg002.perseus-eng3	Homer	Odyssey	522	-750	Daughters	Gender	Right to choose spouse	Marriage and family	Marriage restriction	LESS	Paternal marriage control	10	3
