rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0062.tlg041.perseus-eng2::22	tlg0062.tlg041.perseus-eng2	Lucian of Samosata	The Goddesse of Surrye	High Roman Empire (135–205 CE)	['Religion']	Prohibition on pork consumption	Syrians	Right to eat pork	LESS	['Thei sacrificen boles and kyn and gotes and schepe. Swyn only thei ne sacrificen not nouther eten be cause that thei demen hem unclene.']	The text identifies a general dietary and sacrificial restriction based on religious purity laws within this society.	1	1	10.0	5	Right to consume a specific meat is a tangible means of subsistence.	4	Dietary laws are a foundational societal axis for this culture.	5	This is a lifelong religious/ethno-cultural prohibition.	5	The group 'Syrians' refers to an ethnicity/birth-society.	0	Author describes contemporary food taboos he observed.	5	Ethnographic observation of diet and sacrifice reported as law.	0	Abstinence from pork is a practice of Syrians, not its definition.
tlg0062.tlg041.perseus-eng2::23	tlg0062.tlg041.perseus-eng2	Lucian of Samosata	The Goddesse of Surrye	High Roman Empire (135–205 CE)	['Religion']	Dove protection and sanctity	Syrians	Right to hunt or touch doves	LESS	['And amonges briddes the dowve semeth hem wondur holy thing, and thei ben not wont so moche as to touchen hem; and gif thei touchen hem maugree hem selven, thei ben unclene that day.']	Doves are afforded a special holy status that prevents the population from touching or harming them, with a penalty of religious impurity if they do.	1	1	9.0	3	Physical protection of an animal from touch/harm is a tangible material rule.	3	Specific but foundational animal taboo in this society.	5	The taboo remains in force across the member's life.	5	Ethnic/cidentiary grouping (Syrians) is birth-fixed.	0	Reports a contemporary, widespread cultural practice.	5	Describes the daily social behavior regarding doves as fixed fact.	0	Protection of birds is not part of the definition of 'Syrian'.
tlg0062.tlg041.perseus-eng2::24	tlg0062.tlg041.perseus-eng2	Lucian of Samosata	The Goddesse of Surrye	High Roman Empire (135–205 CE)	['Occupation', 'Religion']	Pilgrim restriction on bedding	Pilgrims	Right to use a bed	LESS	['he useth cold watre bothe for to wasschen with and to drynken, and slepeth alle weyes on the erthe; for he ne may not liggen in no maner bedde un to tyme that his pilgrimage be fulfilled and he be comen ayen to his owne contree.']	Individuals in the state of pilgrimage are bound by ascetic rules that deny them the use of beds until their return home.	1	1	9.0	5	Loss of the right to sleep in a bed and use of cold water are bodily material choices.	2	Tied to a specific ritual practice (pilgrimage).	2	The status is temporary, lasting only for the duration of the journey.	2	Pilgrim is an episodic role defined by an action.	0	Reports on the contemporary ascetic rules for temple visitors.	5	Clear description of behavioral constraints as existing rules.	0	Asceticism is a rule for pilgrims, not what 'pilgrim' means.
tlg0062.tlg041.perseus-eng2::25	tlg0062.tlg041.perseus-eng2	Lucian of Samosata	The Goddesse of Surrye	High Roman Empire (135–205 CE)	['Lineage']	Inherited right of religious hospitality	Specific lineages in the Holy City	Right to serve as pilgrim hosts	MORE	['For certeyne men in that place ben apoynted unto everyche cytee as hostes, and dyverse kynredes han this office of linage.']	The role of 'host' for visiting pilgrims is an inherited office belonging to specific families or lineages.	1	1	9.0	4	The right to hold an office with material hospitality functions.	2	Narrowly scoped to a specific local office (host).	5	Office is described as hereditary ('of linage').	5	The group is defined by hereditary lineage/bloodline.	0	Direct observation of the socio-political organization of Hieropolis.	5	Reports the hereditary nature of the office as a social fact.	0	The lineage does not define the office, rather the office is granted to it.
tlg0062.tlg041.perseus-eng2::26	tlg0062.tlg041.perseus-eng2	Lucian of Samosata	The Goddesse of Surrye	High Roman Empire (135–205 CE)	['Age', 'Gender']	Pre-marital hair sacrifice	Bachelors and Maidens	Right to keep hair before marriage	LESS	['Men of Trosen han made ordeynaunce as touchinge the maydens and the bachelers, that thei schulle not maryen or thei lette scheren here lokkes for worschipe of Ypolite; and so thei don. That thing is don also in the Holy Cytee. The bacheleres offren of here berdes, and the children from here birthe leten holy crulles growe, the which thei scheren whan thei ben presented in the temple']	There is a mandatory religious rule for young people to shear and dedicate their hair/beards in the temple before they are permitted to marry.	1	1	9.0	5	Bodily autonomy (hair/beard) and the right to marry are foundational material rights.	4	The right to marry is a foundational societal outcome.	2	Tied to a brief transition from childhood to marriageable adulthood.	5	Age-defined status (bachelors/children) is birth-fixed at that moment.	0	Describing contemporary ordinances in Troezen and the Holy City.	5	Cites specific 'ordeynaunce' and practices observed.	0	Neither bachelorhood nor maidenhood entails hair cutting by definition.
tlg0086.tlg034.perseus-eng2::0	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Scientist exclusion from poet status	Scientists	Eligibility for the title of poet	LESS	['For if people publish medical or scientific treatises in metre the custom is to call them poets. But Homer and Empedocles have nothing in common except the metre, so that it would be proper to call the one a poet and the other not a poet but a scientist.']	Aristotle argues that in Greek intellectual life, despite common linguistic usage that labels anyone writing in meter a 'poet', the professional definition of a poet should exclude those writing scientific or medical treatises (like Empedocles), reserving the title for those who engage in 'representation'.	1	0	9.0	2	Eligibility for a specific professional title with cultural status.	1	A narrow intellectual-technical definition of a single title.	4	Professional labels generally persist across a career.	3	A scientist is an occupation acquired through specialized training.	0	Aristotle comments on contemporary Greek linguistic and literary usage.	2	The author is explicitly arguing for how the term *should* be used.	1	Saying 'a scientist is not a poet' in a taxonomical argument is tautological.
tlg0086.tlg034.perseus-eng2::1	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Archon grant of comic chorus	Comic poets	Right to public financing	MORE	['Indeed it is only quite late in its history that the archon granted a chorus for a comic poet; before that they were volunteers. In the fifth century dramatists submitted their plays to the archon in charge of the festival at which they wished them to be performed. He selected the number required by the particular festival, and to the poets thus selected granted a chorus, i.e., provided a choregus who paid the expenses of the chorus.']	Aristotle describes the institutional shift from comic poets being 'volunteers' (self-funded) to receiving a chorus from the state (archon), which provided a choregus to cover expenses. This is a clear administrative rule governing access to public/material resources for a specific occupational group.	1	1	10.0	4	Public financing for a chorus directly allocates economic resources.	3	Access to state funding for major artistic festivals is recurring and significant.	4	Once granted, it covers the entire production of the play.	3	A comic poet is an occupation based on professional practice.	0	Aristotle describes the institutional history and recent state of Athenian drama.	5	Verbatim reports a known administrative change to Athenian law.	0	State funding is not part of the definition of the word 'poet'.
tlg0086.tlg034.perseus-eng2::2	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poet control over scenic design	Poets	Authority over spectacular effects	LESS	['Indeed the effect of tragedy does not depend on its performance by actors, and, moreover, for achieving the spectacular effects the art of the costumier is more authoritative than that of the poet.']	Aristotle describes the contemporary professional division of labor in the Athenian theater, noting that the poet (playwright) lacks technical authority over the visual spectacle/costume, which belongs to a different professional group.	1	1	9.0	4	Authority over production design and costumes governs physical labor and resources.	2	Tied to a specific professional division of labor in theater.	4	This professional boundary is a steady feature of the dramatic arts.	3	Occupation identity as a poet is durable but chosen.	0	Observations of current Athenian theatrical production methods.	4	Report of technical authority distributions in current practice.	0	Poetry does not inherently mean lack of control over scenery.
tlg0086.tlg034.perseus-eng2::3	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Water clock regulation of performances	Poets	Length of performance time	LESS	['The limit of length considered in relation to competitions and production before an audience does not concern this treatise. Had it been the rule to produce a hundred tragedies, the performance would have been regulated by the water clock, as it is said they did once in other days.']	Aristotle references a historical legal or administrative rule where the duration of dramatic or oratorical performances was strictly limited by a klepsydra (water clock) during public competitions.	0	1	8.0	3	Regulation by a water clock is a tangible procedural constraint on time.	3	Timed speaking/performance was a broad legal procedural norm in Athens.	1	Constraint is momentary, lasting only for the single performance.	3	Poet is a professional/occupational identity.	1	References how it was done 'once in other days' (historical).	5	Mentions the water clock as a verifiable historical/reported mechanism.	0	Poets are not defined by the speed or timing of their work.
tlg0086.tlg034.perseus-eng2::4	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Bad plot construction for actors	Actors	Access to high-quality plot structures	LESS	['Bad poets write such plays because they cannot help it, and good poets write them to please the actors. Writing as they do for competition, they often strain a plot beyond its capacity and are thus obliged to sacrifice continuity.']	Aristotle describes a contemporary systemic practice in the Greek theater where the needs of a specific professional group (actors) or the desire to please them during competitions leads to the deliberate creation of 'episodic' or inferior plots, depriving the performance of logical continuity.	1	1	9.0	3	Plot structure is a professional/creative resource with tangible effects on success.	2	Specifically concerns structural techniques in playwriting.	2	Affects individual play scripts, which are episodic professional events.	3	Actors are an occupational group with specialized training.	0	Describes the current practices of poets and actors in Athens.	3	Author is interpreting the reasons for a perceived artistic failure.	0	Having bad plots is not the definition of an actor.
tlg0086.tlg034.perseus-eng2::5	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic focus on general truths	Poets	Right to represent general truths	MORE	['For this reason poetry is something more scientific and serious than history, because poetry tends to give general truths while history gives particular facts. By a general truth I mean the sort of thing that a certain type of man will do or say either probably or necessarily.']	Aristotle defines the professional boundary and functional rule for poets in his society: unlike historians who are restricted to particular facts, poets have the resource/capacity to represent universal human types and probable actions.	1	1	10.0	3	The capacity to represent general truths is a professional resource of the craft.	3	Defines the fundamental scope of a major intellectual endeavor.	4	This is the permanent defining function of the poet’s career.	3	Occupation (poet) is based on professional identity.	0	Thematic analysis of current Greek poetic theory.	2	Author is making a normative and theoretical argument about poetry's value.	1	Aristotle defines poetry *as* the representation of universals; thus tautological here.
tlg0086.tlg034.perseus-eng2::6	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic use of real names	Tragedians	Right to use historical names	MORE	['In tragedy, on the other hand, they keep to real names. The reason is that what is possible carries conviction. If a thing has not happened, we do not yet believe in its possibility, but what has happened is obviously possible.']	Aristotle identifies a convention/rule of the occupation where writers of tragedy, as a group, utilize the names of historical figures to provide verisimilitude to their stories, a resource not typically used in the New Comedy of his time.	1	1	9.0	3	Right to use specific historical names is a professional creative prerogative.	2	Narrowly scoped to a naming convention in dramatic composition.	4	A durable feature of the genre/occupation's practice.	3	Tragedian is a specialized sub-occupation.	0	Analysis of current theatrical conventions in the author's day.	4	Reports a observable convention while explaining its psychological basis.	0	The name 'tragedy' does not inherently imply the use of historical names.
tlg0086.tlg034.perseus-eng2::7	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Gender']	Appropriate female characterization	Women	Right to be portrayed as manly or clever	LESS	['The second point is that the characters should be appropriate. A character may be manly, but it is not appropriate for a woman to be manly or clever. Third, it should be like. . . Fourthly, it should be consistent. . . An example of character that is unfitting and inappropriate the lament of Odysseus in the Scylla and Melanippe’s speech; Euripides seems to have given her a knowledge of science and philosophy inappropriate to a woman.']	Aristotle describes the normative standards for poetic representation in his time, explicitly stating that certain traits like manliness or philosophical cleverness are 'inappropriate' for the category of women, reflecting societal gender norms of the Classical period.	1	1	10.0	2	Portrayal in literature is a status-based resource with minimal direct material payoff.	3	Applies to the specific domain of poetic representation and characterization.	3	Bounded to the duration of the representation/performance of the character.	5	Group defined by sex, a biologically fixed attribute.	0	Aristotle describes normative poetic standards of his own time.	4	Reports established artistic decorum, though framed as a prescriptive 'should'.	0	Manliness is not part of the definition of the group 'women'.
tlg0086.tlg034.perseus-eng2::8	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Gender', 'Freedom']	Relative goodness of social classes	Women	Recognition of moral worth	LESS	['The first and most important is that the character should be good. The play will show character if, as we said above, either the dialogue or the actions reveal some choice; and the character will be good, if the choice is good. But this is relative to each class of people. Even a woman is good and so is a slave, although it may be said that a woman is an inferior thing and a slave beneath consideration.']	Aristotle notes that while individuals in these groups can technically be 'good' within their own spheres, the society views the group 'woman' as naturally inferior and the group 'slave' as practically worthless in a moral/social hierarchy.	1	1	9.0	1	Moral worth is an abstract, non-material / trait-based resource.	4	Covers a broad category of social standing and human excellence.	5	Social/moral standing is a lifelong structural feature of the class.	5	Group defined by sex, which is strictly immutable.	0	Reflects the contemporary social hierarchy of Aristotle's Greece.	4	Reports widespread cultural assumptions ('it may be said') as factual social context.	0	Inferiority is not the definition of woman, but an ascribed status.
tlg0086.tlg034.perseus-eng2::9	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Freedom']	Relative goodness of social classes	Slaves	Recognition of moral worth	LESS	['The first and most important is that the character should be good. . . But this is relative to each class of people. Even a woman is good and so is a slave, although it may be said that a woman is an inferior thing and a slave beneath consideration.']	The text explicitly categorizes slaves as a group 'beneath consideration' regarding the standard of human excellence or 'goodness' compared to the default (free male citizens).	1	1	9.0	1	Recognition of moral worth is a spiritual/abstract status.	4	Foundational axis of human value within the society.	5	The status of a slave's worth is a permanent-till-revoked structural fact.	4	Slave status is a legal birth-status, very hard to change.	0	Describes the contemporary Greek view of the slave class.	4	Acknowledges common opinion as a factual basis for dramatic theory.	1	In this context, being a slave is defined as being 'beneath consideration' regarding 'goodness'.
tlg0086.tlg034.perseus-eng2::10	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic composition through emotional simulation	Poets	Capacity for convincing representation	MORE	['The poet should also, as far as possible, complete the effect by using the gestures. For, if their natural powers are equal, those who are actually in the emotions are the most convincing; he who is agitated blusters and the angry man rages with the maximum of conviction. Sir Joshua Reynolds used thus to simulate emotion before a mirror. In his Preface to the Lyrical Ballads Wordsworth says that the Poet will wish to bring his feelings near to those of the persons whose feelings he describes . . . and even confound and identify his own feelings with theirs. See also Burke, On the Sublime and Beautiful, 4. 4. And that is why poetry needs either a sympathetic nature or a madman, the former being impressionable and the latter inspired.']	Aristotle describes a professional norm for poets in his time, asserting that effective dramatic writing requires the author to physically or mentally simulate the emotions of the characters to achieve 'conviction.' This identifies a specific group (poets) and their access to a professional resource (artistic conviction/persuasion).	1	0	9.0	2	Capacity for convincing representation is a professional skill/outcome.	2	Narrowly scoped to the technique of poetic composition.	2	Brief episode; tied to the specific moment of emotional simulation/composition.	3	Occupation (poet) is a durable social identity acquired by training.	0	Aristotle describes the methodology of poets in his own era.	2	Mostly a theoretical argument/prescriptive advice on how to compose.	0	Simulating emotion is not the definition of being a poet.
tlg0086.tlg034.perseus-eng2::11	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Chorus integration in drama	Chorus members	Participation in dramatic action	MORE	['The chorus too must be regarded as one of the actors. It must be part of the whole and share in the action, not as in Euripides but as in Sophocles. In the others the choral odes have no more to do with the plot than with any other tragedy. And so they sing interludes, a practice begun by Agathon. And yet to sing interludes is quite as bad as transferring a whole speech or scene from one play to another.']	Aristotle defines the structural rule for the Chorus in Greek tragedy, stating they should be treated as actors and participants in the plot rather than merely providing musical interludes. This distinguishes the role and 'resource' (participation) of the Chorus group within the festival and play structure.	1	0	10.0	3	Participation in a recognized public procedure (drama) with tangible outcomes.	2	Tied to the specific institution of the dramatic festival.	3	Resource attached to a recurring professional role during festivals.	2	Role-bound group (chorus members) acting during a specific term/play.	0	Discusses contemporary and historical theatrical practices in Greece.	2	Argues for a specific aesthetic theory ('it must be') over others.	0	Dramatic action is not part of the definition of the chorus (singing is).
tlg0086.tlg034.perseus-eng2::12	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic exemption from grammatical censure	Poets	Protection from legal or social censure	MORE	['The knowledge or ignorance of such matters brings upon the poet no censure worth serious consideration. For who could suppose that there is any fault in the passage which Protagoras censures, because Homer, intending to utter a prayer, gives a command when he says, Sing, goddess, the wrath? To order something to be done or not is, he points out, a command. So we may leave this topic as one that belongs not to poetry but to another art.']	Aristotle asserts that in his contemporary intellectual landscape, a poet is not subject to serious criticism (censure) for failing to understand the technical classifications of speech (like commands vs. prayers), as these belong to the art of elocution/rhetoric rather than poetry.	1	1	9.0	4	Exemption from social/legal censure (criticism) is a concrete legal/status right.	3	Specific right related to linguistic standards and professional immunity.	4	The exemption holds across the poet's entire professional career.	3	Poet is an occupation acquired through specialized skill and role.	0	Refers to contemporary critical disputes (e.g., Protagoras).	5	States the jurisdictional boundary between arts as an established fact.	0	Technical grammar is not part of the definition of poetry.
tlg0086.tlg034.perseus-eng2::13	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic license for word alteration	Poets	Right to alter standard language	MORE	['A considerable aid to clarity and distinction are the lengthening and abbreviation and alteration of words. Being otherwise than in the ordinary form and thus unusual, these will produce the effect of distinction, and clarity will be preserved by retaining part of the usual form. Those critics are therefore wrong who censure this manner of idiom and poke fun at the poet, as did the elder Eucleides who said it was easy to write poetry, granted the right to lengthen syllables at will.']	Aristotle defends the specific professional entitlement of poets to use non-standard linguistic forms (lengthening, abbreviation, etc.) to achieve 'distinction' in their work, explicitly rejecting critics who would deny them this right.	1	1	10.0	3	Access to a recognized public practice with material (clarity/fame) consequences.	2	Narrowly scoped to specific linguistic procedures in writing.	4	A permanent-till-revoked professional license for the duration of the career.	3	Professional role (poet) is a durable social identity.	0	Defends current poetic practices against contemporary critics.	4	Reports real artistic aid and criticisms, though defends one side.	0	Word alteration is not how a poet is defined.
tlg0086.tlg034.perseus-eng2::14	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Epic scope for simultaneous action	Epic poets	Right to portray simultaneous events	MORE	['Epic has a special advantage which enables the length to be increased, because in tragedy it is not possible to represent several parts of the story as going on simultaneously, but only to show what is on the stage, that part of the story which the actors are performing; whereas, in the epic, because it is narrative, several parts can be portrayed as being enacted at the same time.']	Aristotle describes the structural rules of the epic genre which grant epic poets a resource (representing simultaneous actions) that is denied to tragedians due to the physical constraints of the stage.	1	1	9.0	3	Access to a social role practice that enables broad artistic outcomes.	2	Scoped to a particular genre of literary institution (epic).	4	Holds as long as the member participates in that specific genre/vocation.	3	Specialized sub-occupation (epic poet) is a durable identity.	0	Describes structural genre rules in contemporary Greek literature.	5	Describes physical/narrative constraints of the stage vs. narrative as self-evident fact.	0	Simultaneity is a right afforded by narrative, not its definition.
tlg0086.tlg034.perseus-eng2::15	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Epic use of rare words	Epic poets	Right to use rare words	MORE	['The hexameter is the most sedate and stately of all metres and therefore admits of rare words and metaphors more than others, and narrative poetry is itself elaborate above all others.']	The text establishes that the epic genre (narrative poetry) allows for a higher frequency of 'rare words' compared to other forms of writing/poetry, granting these authors more linguistic freedom.	1	1	9.0	3	Access to non-standard linguistic professional tools.	1	Hyper-specific resource; tied to the use of rare words in one metre.	4	A durable professional license within the chosen genre (epic).	3	Occupation of epic poet is an identity involving training.	0	Reflects the established stylistic norms of the time.	5	States the conventions of the hexameter as an observed literary fact.	0	Rare words are not the definition of epic poetry.
tlg0086.tlg034.perseus-eng2::16	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Metrical restriction on epic narrative	Epic poets	Right to choose narrative metre	LESS	['Experience has shown that the heroic hexameter is the right metre. Were anyone to write a narrative poem in any other metre or in several metres, the effect would be wrong. ... So no one has composed a long poem in any metre other than the heroic hexameter. As we said above, Nature shows that this is the right metre to choose.']	Aristotle defines a rigid professional convention for epic poets: they are restricted to the heroic hexameter. Using other meters is categorized as 'wrong,' effectively removing the resource of metrical choice for this specific group.	1	1	9.0	3	Access to specific professional tools/roles (metre selection).	1	Hyper-specific: limited to the choice of metre in one genre.	4	The restriction holds throughout the entire creation of the work.	3	Vocation-based identity (epic poet).	0	Aristotle describes a rigid convention currently active in high culture.	5	Observes 'no one has composed' as a historical and contemporary fact.	0	Metre is the rule, but 'epic' is not defined solely as 'hexameter writer'.
tlg0086.tlg034.perseus-eng2::17	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic license for technical error	Poets	Right to deviate from technical accuracy	MORE	['Moreover, the standard of what is correct is not the same in the art of poetry as it is in the art of social conduct or any other art. In the actual art of poetry there are two kinds of errors, essential and accidental. If a man meant to represent something and failed through incapacity, that is an essential error. But if his error is due to his original conception being wrong and his portraying, for example, a horse advancing both its right legs, that is then a technical error in some special branch of knowledge, in medicine, say, or whatever it may be; or else some sort of impossibility has been portrayed, but that is not an essential error.']	Aristotle defines a specific normative standard for the occupation of poets, granting them a unique resource—the right to commit technical errors in other fields (like biology or medicine) without it negating the validity of their own art, provided the poetic goal is achieved.	1	0	9.0	4	Exemption from professional standards of other fields (biological accuracy).	3	Exemption spans many technical situations (medicine, biology, etc.).	4	Professional license valid as long as one produces art.	3	Occupation (poet) is a durable social identity.	0	Aristotle defines the contemporary standards for cross-disciplinary errors.	4	Distinguishes legalistic categories of error in artistic practice.	0	Inaccuracy is not the definition of poetry.
tlg0086.tlg034.perseus-eng2::18	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Representation of ideal human types	Poets	Right to represent idealized humans	MORE	['Next, supposing the charge is That is not true, one can meet it by saying But perhaps it ought to be, just as Sophocles said that he portrayed people as they ought to be and Euripides portrayed them as they are. . . It may be impossible that there should be such people as Zeuxis used to paint, but it would be better if there were; for the type should improve on the actual.']	Aristotle identifies a convention in the Greek literary and artistic tradition where creators (poets and painters) are permitted and even encouraged to represent people not as they are, but as an improved 'ideal' type.	1	1	10.0	2	Right to represent status-based ideals; symbolic/aesthetic outcome.	2	Tied to specific creative institutions and artistic procedures.	4	A durable professional liberty for the life of the career.	3	Vocation-bound group (poets, painters).	0	Cites Sophocles and Zeuxis as standard models in use.	3	Mixed between reporting historical practice and arguing it 'ought to be'.	0	Idealization is not part of the definition of being a poet.
tlg0086.tlg034.perseus-eng2::19	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Occupation']	Poetic use of rare diction	Poets	Access to non-standard diction	MORE	['These are expressed in diction with or without rare words and metaphors, there being many modifications of diction, all of which we allow the poet to use. . . Some objections may be met by reference to the diction, for example, by pleading rare word, e.g. οὐρῆας μὲν πρῶτον, for perhaps he means not mules but sentinels.']	The text explicitly states that society/critics 'allow' poets the specific resource of using modifications of language, rare words, and metaphors that would be incorrect in standard social conduct or prose.	1	1	9.0	3	Permission to use non-standard language/diction in public art.	2	Narrowly scoped to diction and linguistic modifications.	4	A durable professional permission recognized by contemporary society.	3	Vocation-based durable identity (poets).	0	Explicitly states what we 'allow' in the present.	5	States the societal permission to use such diction as a fact.	0	Rare diction is not the definition of a poet.
tlg0086.tlg034.perseus-eng2::20	tlg0086.tlg034.perseus-eng2	Aristotle	Poetics	Late Classical (354–165 BCE)	['Gender', 'Nobility']	Female restriction on vulgar representation	Women	Protection from vulgar representation	LESS	['That was the objection to Callippides; and modern actors are similarly criticized for representing women who are not ladies.']	Aristotle notes a specific social and artistic criticism regarding the portrayal of women on stage. The distinction between 'ladies' (implied noble or free women) and 'women who are not ladies' indicates that certain classes of women were expected to be represented with specific decorum, and the failure of actors to do so was a breach of contemporary norms regarding the public image and dignity of the group.	1	1	8.0	4	Right to public dignity and protection from vulgar/low-status portrayal.	3	Specific standard of decorum spanning theatrical performances.	5	Class-based dignity is a lifelong structural feature.	5	Defined by intersection of sex and hereditary nobility.	0	Aristotle critiques 'modern actors' and current stage conventions.	4	Reports contemporary critical reaction to breaches of social norms.	0	Dignity is not the definition of being a noble woman.
tlg0540.tlg019.perseus-eng2::0	tlg0540.tlg019.perseus-eng2	Lysias	On the Property of Aristophanes	Classical (500–360 BCE)	['Citizenship']	Confiscated property sale for Treasury	Citizens	Right to retain property	LESS	['whereas we, as soon as the confiscation was declared and my sister had left the place, posted a guard in the deserted house, in order that neither door-timber nor utensils nor anything else might be lost. Personal effects were realized to the value of over a thousand drachmae, [§31] —more than you had received in any previous instance.']	The text describes the standard practice of the Athenian Treasury seizing and selling the private property (including household furniture and fixtures like doors) of individuals convicted of certain crimes.	1	1	10.0	5	Wealth and physical goods (personal effects, furniture).	5	Property rights are a foundational societal axis.	5	Property retention/loss has lifelong consequences.	4	Citizenship is a legal status birthright, requiring naturalization/exile to change.	0	Describes current Athenian legal procedures regarding confiscation.	5	The verbatim cites the factual process of seizure and sale.	0	Property is not part of the definition of citizenship.
tlg0540.tlg019.perseus-eng2::1	tlg0540.tlg019.perseus-eng2	Lysias	On the Property of Aristophanes	Classical (500–360 BCE)	['Gender']	Wife's dowry return upon death	Women	Right to retain dowry	MORE	['Moreover we, bereft of our kinsfolk, bereft of the dowry, and compelled to rear three small children, are attacked besides by base informers, and are in danger of losing what our ancestors bequeathed to us... we now repeat our former offer to pledge ourselves to the Commissioners... that we hold no part of Aristophanes’ estate, but are owed from it the dowry of my sister.']	The speaker argues that his sister is legally 'owed' her dowry back from the confiscated estate of her deceased husband, indicating a rule where the dowry is a protected resource for the woman's natal family after the husband's death/forfeiture.	1	1	9.0	5	Dowry is a physical economic resource (wealth/subsistence).	5	Foundational economic axis for women and families in Athens.	5	Holds for the duration of a marriage and survived death/forfeiture.	5	Group defined by sex, strictly immutable.	0	The lawyer describes a current legal claim based on Athenian law.	5	Verbatim cites the legal obligation ('owed from it') as a fact.	0	A dowry is an asset, not a defining physical trait of a woman.
tlg0540.tlg019.perseus-eng2::2	tlg0540.tlg019.perseus-eng2	Lysias	On the Property of Aristophanes	Classical (500–360 BCE)	['Wealth / Properties']	Wealthy citizen liturgy obligations	Wealthy citizens	Exemption from compulsory public financing	LESS	['and in four or five years it was a difficult thing, gentlemen, when he had no wealth to start with, to be twice a producer of tragedies, on his father’s account as well as his own; to equip a warship for three years in succession; to have been a contributor to special levies on many occasions.']	The text details the specific social and legal expectations (liturgies) placed on wealthy individuals to fund the navy (trierarchy) and arts (tragedies), which functioned as a mandatory distribution of wealth to the State.	1	1	10.0	5	Tangible wealth and money required to fund state services.	4	Broad category of mandatory wealth redistribution (liturgies).	4	Obligations occur across several years while in the wealth bracket.	3	Wealth bracket is a durable status requiring significant effort to change.	0	Describes the contemporary Athenian system of public liturgy.	5	Lists specific, verifiable instances of mandatory tax/service.	0	Compulsory navy funding is not how wealth is defined.
tlg0540.tlg019.perseus-eng2::3	tlg0540.tlg019.perseus-eng2	Lysias	On the Property of Aristophanes	Classical (500–360 BCE)	['Lineage']	Orphan maintenance by maternal family	Minors	Right to be reared by kin	MORE	['And the greatest hardship of all for us will be that, having taken charge of my sister and her many children, we must rear them with no means available even for ourselves, if you deprive us of what we now have.']	Following the death of their father and the confiscation of his estate, the law/custom mandates that the children be taken in and reared by their maternal uncle and grandfather, establishing a right to kinship support.	1	1	8.0	5	Access to subsistence and physical rearing (food, shelter).	4	Broad foundational right to family support and care.	3	Bounded to the phase of childhood/minority.	5	Age status is biologically fixed at the moment described.	0	Lysias describes a current familial and social obligation in Athens.	5	The 'hardship' assumes the factual necessity of the uncle providing care.	0	Being kin does not mean 'person who pays for rearing' by definition.
