rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning	work_author_polity_cliopatria	work_polity	work_polity_reasoning	work_time_reference	work_time_start	work_time_end	work_time_reasoning	rule_polity	rule_polity_reasoning	rule_date	rule_time_reasoning
tlg0017.tlg006.perseus-eng2::6	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Lineage', 'Citizenship']	Bastard exclusion from family property	Bastards	Right to inherit property	LESS	['Thus the contrary has been done of that which the law has prescribed; for according to the law no male or female bastard has any right, based on kinship, to participate in the cults or property of a family since the archonship of Eucleides 403-402 B.C.']	The author cites a specific Athenian law established after 403/2 BCE that explicitly bars children born outside of legitimate marriage (nothos/nothe) from claiming a share in the family estate or religious rites.	1	1.0	10.0	5	Exclusion from family property and cults has direct material and social consequences.	4	Exclusion from property and religion are broad, foundational disabilities.	5	This exclusion was lifelong and structural for bastards.	5	Bastardy (nothos) is an immutable birth-circumstance.	0	Cites a real law established after 403/2 BCE still in force.	5	Cites the specific timeframe (Archonship of Eucleides) and the legal prescription.	1	Being 'nothos' in Athens meant, by law, having no share in property or cult.								Classical Athens	The text explicitly mentions the Athenian archonship of Eucleides (-403/-402) as the starting point for this specific law.	-389	Isaeus refers to this as a standing law in his time (-389), noting its institution in -403.
tlg0017.tlg006.perseus-eng2::7	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Freedom', 'Gender']	Slave exclusion from Thesmophoria	Slaves	Access to the Thesmophoria festival	LESS	['The law here cited must have been that which excluded slaves and women of immoral life from participating in the festival of the Thesmophoria celebrated in honor of Demeter and Persephone... Yet the mother of these young men, being admittedly a slave, and having always lived a scandalous life, who ought never to have entered the temple and seen any of the rites performed there, had the effrontery to join in the procession.']	The text references a law and a specific Council decree prohibiting slaves from participating in the sacred rites of the Thesmophoria, framing her entry as a legal and religious violation.	1	1.0	9.0	3	Participation in a major civic-religious festival is a recognized public practice with social standing outcomes.	2	The resource is tied to a specific named festival (Thesmophoria).	3	The right is recurring annually for the duration of the individual's status.	4	Slave status is a legal birth-status requiring manumission to change.	0	Isaeus refers to a contemporary Athenian law and social norm.	5	The verbatim cites a specific law and public decree as an established fact of the case.	0	Slavery is defined by lack of freedom, not necessarily exclusion from all religious festivals.								Classical Athens	The Thesmophoria was a major Athenian civic festival with specific exclusion laws for slaves.	-389	Isaeus describes this religious restriction as a legally enforceable norm in his contemporary Athens (-389).
tlg0017.tlg006.perseus-eng2::8	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Lineage', 'Gender']	Legitimate daughter marriage adjudication	Legitimate daughters	Right to choose a spouse	LESS	"[""whether Philoctemon's sister, formerly the wife of Chaereas and now a widow, ought to pass into the power of our opponents and be married to anyone they choose or else be allowed to grow old in widowhood, or whether, as a legitimate daughter, she ought to be subject to your decision as to whom she ought to marry.""]"	The passage describes the status of an epikleros (heiress). As a legitimate daughter without brothers, her marriage and the control of her estate are subject to legal adjudication by the city (the jury's decision) rather than her own choice.	1	1.0	9.0	4	The right to choose a spouse determines the control of an estate and marital property.	5	Marriage is a foundational societal axis and a broad class of life outcome.	4	The decision governs long-term marital rights and property management.	5	Being a legitimate daughter is biologically and lineage-fixed.	0	Isaeus is arguing based on active Athenian inheritance laws (epikleros).	4	The verbatim reports the legal procedure of adjudication as a factual framework for the argument.	0	Legitimacy does not by definition entail a loss of marital choice; it's a specific legal rule for heiresses.								Classical Athens	The adjudication of an heiress's marriage by the Archon was a distinctive Athenian legal procedure.	-389	This reflects the contemporary legal situation regarding female inheritance and marriage in -389.
tlg0017.tlg006.perseus-eng2::9	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Lineage']	Adopted son inheritance rights	Adopted sons	Right to inherit property	MORE	['How could he be childless, when he adopted and was survived by his own nephew, to whom the law gives the right of inheritance just as much as to children of his own body?']	The author explicitly states that Athenian law grants an adopted son the same legal standing and inheritance rights as a biological child.	1	1.0	10.0	5	Inheritance involves tangible property and wealth transfer.	5	Inheritance is a foundational societal axis for economic survival.	5	Inheritance rights are lifelong and structural once the status is established.	3	Adopted status is a durable social identity acquired through a specific legal act.	0	The text describes current Athenian laws concerning adoption and succession.	5	The verbatim explicitly cites the law giving the right of inheritance to adopted sons.	0	Being adopted does not inherently grant inheritance rights in all legal systems.								Classical Athens	The parity between adopted and biological sons was a fundamental principle of Athenian inheritance law.	-389	Isaeus presents this as an established legal fact of his time, around -389.
tlg0017.tlg006.perseus-eng2::10	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Lineage']	Inheritance sharing with subsequent children	Adopted sons	Right to a share of the estate	MORE	['Indeed, it is expressly stated in the law that, if children are born subsequently to one who has adopted a son, each child takes his share of the estate and both classes of children alike inherit.']	This rule clarifies that an adoption is not invalidated by the later birth of biological children; instead, the law mandates that the estate be shared among all children regardless of biological or adoptive status.	1	1.0	10.0	5	A share of an estate is a direct material wealth entitlement.	4	Estate sharing is a major recognisable right within inheritance law.	5	Once the estate is divided, the ownership is lifelong.	3	Adopted status is a durable legal identity.	0	Refers to active Athenian statutes on family law.	5	Verbatim states the rule is 'expressly stated in the law'.	0	The interaction between adopted and biological children is a specific regulation, not a definition.								Classical Athens	The rule details the subsequent distribution of Athenian estates if biological children are born after an adoption.	-389	Stated by Isaeus as an express provision of current Athenian law in -389.
tlg0017.tlg006.perseus-eng2::11	tlg0017.tlg006.perseus-eng2	Isaeus	On the Estate of Philoctemon	Classical (500–360 BCE)	['Wealth / Properties']	Wealthy obligation for war-taxes	The wealthy	Exemption from special war-taxes	LESS	['Both of them have paid all the special war-taxes, being numbered among the three hundred. i.e., the richest class. Formerly only these two members of the family contributed, but now the younger son here is choregus in the tragic competitions and has been enrolled among the three hundred and pays the war-tax.']	The text identifies 'the three hundred' as the wealthiest class who are legally required to pay special war taxes and perform liturgies.	1	1.0	9.0	4	Tax liability/obligation has a direct material effect on personal wealth.	4	War-taxes (eisphora) represent a broad category of civic financial burden.	4	Obligation lasts as long as one remains in the elite 'Three Hundred' class.	3	Wealth brackets are changeable with effort or fortune but represent durable identities.	0	Describes the contemporary Athenian system of liturgies and war-taxes.	4	Verbatim reports the enrollment and payment as verifiable procedural facts.	1	The group 'the three hundred' is defined specifically as the class obligated to pay these taxes.								Classical Athens	The 'Three Hundred' refers to the wealthiest Athenian tax-group (symmories) who bore liturgical burdens.	-389	This describes the existing fiscal system of the Athenian state in the early 4th century BCE (-389).
tlg0027.tlg001.perseus-eng2::0	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Citizen right to furnish sureties	Citizens	Protection from pretrial detention	MORE	['I have not been on bail, nor have I been kept in confinement. This was not customary in a case of ἔνδειξις. The accused, if a citizen, was usually given the choice of furnishing sureties (ἐγγυηταί) or suffering imprisonment until the case came into court.']	The text and its commentary establish that Athenian citizens facing certain legal charges had the right to provide sureties to remain free before their trial, rather than being imprisoned.	1	1.0	9.0	5	Freedom from detention is a direct entitlement to bodily liberty.	5	Protection from pretrial detention is a foundational legal personhood right.	2	The resource applies to the period of a single legal procedure.	4	Citizenship is a legal birth-status, very hard to change.	0	Andocides is describing contemporary Athenian legal customs.	5	The verbatim describes the 'customary' legal choice available to citizens.	0	Citizenship does not universally imply the right to bail in all societies.								Classical Athens	Andocides was an Athenian orator and politician; the rule concerns Athenian due process in 'endeixis' cases.	-400	This speech (On the Mysteries) was delivered in -400 and describes contemporary legal protections.
tlg0027.tlg001.perseus-eng2::1	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Gender', 'Citizenship', 'Freedom']	Informer immunity for marginalized groups	Slaves, metics, and women	Right to address the Assembly	MORE	['Grant immunity The word ἄδεια is used in two slightly different senses. (a) It is the immunity granted by the Assembly or Council to persons who have a statement to make to them, but who are debarred from addressing them without special permission. This applied to slaves, metics, and women.']	Under normal circumstances, these groups are barred from the political assembly. However, the legal mechanism of 'adeia' (immunity) allowed them to speak if they had information regarding a crime against the state.	1	1.0	10.0	4	The right to address the Assembly is a legal right with direct political-material influence.	4	Political speech is a major axis of participation in a city-state.	2	Adeia is a temporary permission granted for a specific testimonial event.	4	The groups listed (slaves, metics, women) have birth or legal-status defined identities.	0	Describes a specific and active legal mechanism in classical Athens.	5	Verbatim provides a factual definition of the legal term 'adeia'.	0	Immunity for informers is an external rule, not part of being a woman or slave.								Classical Athens	The rule defines the procedural mechanism for marginalized groups in the Athenian Assembly.	-400	Stated by Andocides in -400 as a known legal avenue for providing information to the state.
tlg0027.tlg001.perseus-eng2::2	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Religion']	Exclusion of non-initiates from meetings	Non-initiates	Access to Assembly proceedings	LESS	['so the Prytanes decided to clear the meeting of non-initiates and themselves fetch the lad indicated by Pythonicus. They went off, and returned with a slave belonging to Archebiades, son of Polemarchus.']	When the Assembly discussed matters pertaining to the secret Mysteries, those who had not been initiated into the cult were forcibly excluded from the physical meeting space.	1	1.0	9.0	3	Access to the Assembly meeting relates to participation in public/legal procedures.	3	Narrowly scoped to a specific meeting type (religious secrets) in a specific institution.	2	The exclusion is bounded to a single session/episode.	3	Initiation status is a durable religious identity acquired through ritual.	0	Reports a specific contemporary event in the Athenian Assembly.	5	Verbatim reports a specific decision and action taken by the Prytanes.	0	Lack of initiation does not conceptually require physical removal from political meetings.								Classical Athens	The exclusion from the Assembly regarding the Mysteries was a specific Athenian religious and political regulation.	-400	This describes a specific legal event and standing rule during the investigations of -400.
tlg0027.tlg001.perseus-eng2::3	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Citizen right to challenge illegalities	Citizens	Right to block illegal proposals	MORE	['whereupon my father furnished surieties and brought an action against Speusippus for making an illegal proposal... He then blocked Speusippus’ proposal by a γραφὴ παρανόμων which had to be settled before the proposal could take effect.']	Athenian law allowed citizens to halt a proposed decree by filing a 'graphe paranomon' (suit against illegal proposals), which forced a trial before the jury to determine the legality of the proposal.	1	1.0	10.0	4	The right to block proposals has direct material effects on laws and property.	4	A major legal mechanism for checking power in the democracy.	2	The right is exercised per specific legal occasion/proposal.	4	Citizenship is a structural birth-status.	0	Andocides is discussing a tool used in contemporary Athenian courts.	5	Verbatim describes the factual application of the Graphe Paranomon.	0	Being a citizen does not automatically mean one has the power to veto laws in all systems.								Classical Athens	The 'graphe paranomon' was the primary Athenian constitutional mechanism for challenging illegal decrees.	-400	Andocides describes this as a contemporary legal tool used by his father and other citizens in -400.
tlg0027.tlg001.perseus-eng2::4	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Informer immunity for true information	Citizens	Protection from legal punishment	MORE	['because the law ran that whereas an informer’s claim to immunity should be allowed if his information were true, he should be put to death, if it were not. Yet if there is one thing of which you are all certain, it is the fact that my father and I both escaped with our lives. That could not have happened, if I had informed against my father: either he or I would have had to die.']	The text explicitly mentions a standing law where informers are granted immunity if their information is verified, whereas they face the death penalty if it is false. This is a general rule within the Athenian legal system during this period.	1	1.0	10.0	5	Protection from the death penalty is the ultimate material/bodily resource.	3	Specific to the legal role of an informer during a proceeding.	5	Escaping death results in a lifelong outcome (survival).	2	The group 'informers' is role-bound and episodic to a trial.	0	Refers to a standing law in the current court case.	5	Verbatim cites the law explicitly as the standard for the trial.	0	Informing does not by definition guarantee immunity or death.								Classical Athens	The rule regarding informer immunity and false information penalties was a feature of the Athenian judicial system.	-400	Cited by Andocides in his -400 trial as the law that governed his previous legal status.
tlg0027.tlg001.perseus-eng2::5	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Freedom']	Slave testimony under torture	Slaves	Protection from corporal punishment	LESS	['and he offered the defence the opportunity of examining his slaves under torture; those who were ready to hand over their slaves, he said, ought not to meet with a refusal of the test which they were proposing, when those who were not ready to hand them over were forced to do so. You all know my father’s challenge to be a fact.']	The passage describes the legal convention of 'basanos', where slave evidence was only admissible when obtained through torture, and masters could be forced to hand slaves over for this purpose.	1	1.0	10.0	5	Protection from torture is a fundamental entitlement to bodily integrity.	4	A broad legal standard for the treatment of a social class.	2	The resource concerns a specific testimonial procedure.	4	Slave status is a legal birth-status.	0	Describes the contemporary Athenian practice of judicial torture (basanos).	4	Reports the challenge and rule as a fact of the legal culture.	0	Slavery entails unfreedom but does not inherently necessitate torture for testimony.								Classical Athens	Torture of slaves for evidence ('basanos') was a standard legal practice in 5th and 4th century Athens.	-400	Described as a contemporary and customary judicial challenge in Andocides' speech of -400.
tlg0027.tlg001.perseus-eng2::6	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship', 'Religion']	Juror qualification for religious trials	Citizens	Right to serve as juror	MORE	['It was therefore publicly resolved that such members of the court of the Thesmothetae as were initiates should be presented with the informations of the several claimants and decide between them. ... So much for the profanation of the Mysteries, gentlemen, on which the information lodged against me is based and which you are here as initiates to investigate.']	In cases involving the profanation of the Mysteries, the right to sit as a juror was restricted to those citizens who had been initiated into the cult themselves.	1	1.0	9.0	3	Membership in a jury is a social-legal role with social outcomes.	2	Tied to specific trials regarding religious profanation.	2	The resource is bounded to the duration of a single trial/case.	3	Initiation status is a durable social-religious identity.	0	Describes actual jury qualification rules in Athens.	4	Verbatim describes a public resolution on court composition.	0	Being an initiate doesn't conceptually define one as a juror.								Classical Athens	The restriction of jurors to initiates was a unique requirement of Athenian law for trials concerning the Mysteries.	-400	Andocides explicitly addresses his jury as being composed of initiates according to this law in -400.
tlg0027.tlg001.perseus-eng2::7	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Failed prosecutor citizen rights loss	Citizens	Right to exercise citizenship	LESS	['Should Cephisius here, who was responsible for the information laid against me, fail to gain one-fifth of your votes and so lose his rights as a citizen, he is forbidden to set foot within the sanctuary of the Two Goddesses under pain of death. The prosecutor who failed to gain one-fifth of the votes of the jury was condemned to a fine of one thousand drachmae and debarred from bringing a similar action in the future.']	Under Athenian law, a prosecutor who failed to secure 20% of the jury's votes faced partial atimia (loss of rights), including a fine and the loss of the right to bring future lawsuits.	1	1.0	10.0	4	Loss of citizen rights (atimia) and fines have substantial material impact.	4	Atimia covers a broad class of exclusions from legal and public life.	4	Loss of rights is long-term and often permanent until specifically restored.	2	The group 'failed prosecutor' is defined by a single procedural event.	0	Cites a standard penalty in contemporary Athenian law.	5	Verbatim cites the specific law and penalties as factual consequences.	0	Prosecuting a case does not inherently risk one's citizenship status.								Classical Athens	The 'five-percent rule' (actually one-fifth) for prosecutors was a standard deterrent against frivolous suits in Athens.	-400	Referenced by Andocides in -400 as the immediate risk facing his own accuser.
tlg0027.tlg001.perseus-eng2::8	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship', 'Religion']	Failed accuser sanctuary exclusion	Citizens	Access to religious sanctuaries	LESS	['Should Cephisius here, who was responsible for the information laid against me, fail to gain one-fifth of your votes and so lose his rights as a citizen, he is forbidden to set foot within the sanctuary of the Two Goddesses under pain of death.']	In religious cases (asebeia), an accuser who fails to meet the required vote threshold is specifically barred from the temple related to the charge, on pain of death.	1	1.0	9.0	3	Access to sacred sites is a role-based status practice.	2	Hyper-specific to a single sanctuary in a specific legal context.	4	The exclusion is a permanent penalty following the trial.	2	Defined by a specific action (failing as an accuser).	0	Relates to contemporary religious and legal penalties in Athens.	5	Verbatim states the prohibition on pain of death as fact.	0	Losing a court case doesn't conceptually mean losing temple access.								Classical Athens	This religious exclusion for failed prosecutors specifically applied to Athenian sacred spaces (Eleusis).	-400	Andocides cites this specific contemporary penalty during his trial in -400.
tlg0027.tlg001.perseus-eng2::9	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship', 'Freedom']	Protection from examination under torture	Citizens	Protection from corporal punishment	MORE	['Peisander hereupon rose and moved that the decree passed in the archonship of Scamandrius be suspended and all whose names were on the list sent to the wheel, to ensure the discovery of everyone concerned before nightfall. The Council broke into shouts of approval. At that Mantitheus and Apsephion took sanctuary on the hearth, and appealed to be allowed to furnish sureties and stand trial, instead of being racked.']	The text mentions a specific decree (the decree of Scamandrius) that protected Athenian citizens from being tortured ('racked' or 'sent to the wheel'). The motion to suspend it during a crisis confirms that under normal legal circumstances, this protection was a standard right for citizens.	1	1.0	10.0	5	Protection from the 'wheel' (torture) is a bodily integrity resource.	4	A broad legal protection for an entire class of citizens.	5	As a standard right, it holds throughout the individual's life as a citizen.	4	Citizenship is a structural birth-status.	0	Describes a contemporary Athenian statute (of Scamandrius) in force.	4	Verbatim cites a specific decree as the source of the protection.	0	Citizenship is defined by political rights, not necessarily by torture exemption.								Classical Athens	Andocides is an Athenian orator describing Athenian legal decrees (Scamandrius) in a criminal trial.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::10	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Surety provision for trial	Citizens	Right to remain free pending trial	MORE	['At that Mantitheus and Apsephion took sanctuary on the hearth, and appealed to be allowed to furnish sureties and stand trial, instead of being racked. They finally managed to gain their request; but no sooner had they provided their sureties than they leapt on horseback and deserted to the enemy, leaving the sureties to their fate, as they were now liable to the same penalties as the prisoners for whom they had gone bail.']	The passage describes an established legal mechanism where accused citizens could provide 'sureties' (financial/legal guarantors) to avoid immediate imprisonment or torture while awaiting trial.	1	1.0	9.0	5	Avoiding physical confinement or torture is a tangible bodily liberty.	4	A broad category of legal procedural rights.	2	Bounded to the duration of the pretrial phase of a case.	4	Citizenship is birth-fixed/legal status.	0	Refers to contemporary Athenian legal mechanisms for defendants.	4	Verbatim narrates the legal request and procedural outcome.	0	Being a citizen does not define one as having a right to bail.								Classical Athens	The passage describes the legal process of providing sureties within the Athenian judicial system.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::11	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Wealth / Properties']	Confiscation of condemned property	The wealthy	Right to retain property	LESS	['After the fall of the Four Hundred Peisander fled to Decelea; he was condemned to death in absentia and his property was confiscated.', 'Am I to look on while my own kindred perish for a crime which they have not committed: while they themselves are put to death and their goods are confiscated']	In Athens, capital condemnation (whether in person or in absentia) was legally coupled with the seizure of the individual's material assets by the state.	1	1.0	10.0	5	Confiscation involves the total seizure of tangible material assets.	5	Property ownership is a foundational societal axis.	5	Confiscation has a permanent, lifelong impact on wealth/standing.	3	Refers to 'the wealthy' who are identified by material status.	0	Andocides is describing contemporary Athenian political/legal punishments.	5	Verbatim reports the confiscation as an enacted and past fact.	0	Being wealthy does not inherently result in losing property through trial.								Classical Athens	Confiscation of property following capital condemnation was a standard penal practice in Classical Athens.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::12	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Freedom']	Master's right to slave earnings	Slaves	Right to retain one's own earnings	LESS	['Diocleides’ tale was that he had had to fetch the earnings of a slave of his at Laurium. The mines of Laurium in S. Attica were leased by the state to private individuals. These in their turn hired slaves to work them, if they had not enough of their own. The slave’s earnings were paid to his master.']	The text explicitly states that the wages or earnings produced by a slave (specifically in the mining sector) were legally and conventionally the property of the master, not the individual performing the labor.	1	1.0	10.0	5	Wages and earnings are the definition of material wealth.	5	Ownership of produced value is a foundational economic axis.	4	Applies for the duration of the slave's working life.	4	Slave status is a structural birth-status.	0	Describes the standard operation of Athenian mine labor.	4	Verbatim explains the procedural norm of wage payment to masters.	1	The core definition of a slave in this context is the master's ownership of their labor.								Classical Athens	The rule regarding slave labor at the Laurium mines reflects Athenian property and labor laws.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::13	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	State-funded rewards for information	Citizens	Eligibility for public financial rewards	MORE	['On his return to Athens he found a commission already appointed to investigate, and a reward of one hundred minae offered for information; so seeing Euphemus, the brother of Callias, son of Telocles, sitting in his smithy, he took him to the temple of Hephaestus. Then... he said that he would rather take our money than the state’s']	The Athenian state used public treasury funds to incentivize citizens to provide testimony or information regarding public outrages (the mutilation of the Hermae).	1	1.0	9.0	5	Financial rewards in minae are direct wealth entitlements.	2	Hyper-specific to a single investigation and reward offer.	1	A one-time, transient financial transaction.	4	Citizenship is structural birth-status.	0	Reports a specific contemporary offer from the Athenian state.	5	Verbatim reports the offer of reward as a clear, observed fact.	0	Citizenship does not mean one is defined as taking rewards.								Classical Athens	The Athenian state offered rewards (minae) for information regarding public sacrilege.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::14	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Religion']	Impious exclusion from temples	Persons admitting religious impiety	Access to sacred spaces	LESS	['Isotimides proposed to exclude from temples all who had committed an act of impiety and admitted their guilt. I have done neither: I have not committed any act of impiety, nor have I admitted guilt.']	The text cites the decree of Isotimides, a specific legal rule in Athens that restricted individuals from entering religious sites if they had confessed to acts of impiety.	1	1.0	10.0	3	Access to temples is a social role practice with symbolic/status outcomes.	4	Broadly covers all temples for the specified class.	5	The exclusion following admission of guilt is permanent and structural.	2	Defined by an action/admission of an impiety event.	0	Refers to a specific contemporary decree (Isotimides) in Athens.	5	Verbatim cites the specific proposal as a factual legal boundary.	0	Admitting impiety does not conceptually equate to spatial exclusion from temples.								Classical Athens	The decree of Isotimides was an Athenian regulation regarding religious purity and access to the city's temples.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::15	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Occupation', 'Wealth / Properties']	State debtor property distraint	Tax farmers and sureties	Right to retain property	LESS	['all who farmed taxes and then defaulted or were liable to the state as sureties for a defaulter, had to pay within eight Prytanies; otherwise, the sum due was doubled and the delinquent’s property distrained upon.']	The text outlines the legal consequences for tax farmers and their sureties who fail to meet financial obligations to the state, specifically the loss of property rights through distraint.	1	1.0	9.0	5	Distraint involves the physical seizure of tangible property and wealth.	3	Specific to the recovery of debts owed to the state by tax contractors.	5	The loss of property through distraint is a permanent structural wealth change.	3	Tax farming is a chosen occupation and commercial role requiring specific capital.	0	Describes Athenian statutes active during the trial in 399 BCE.	5	Cites a specific, verifiable legal procedure for debt recovery as fact.	0	The definition of a tax farmer does not inherently include losing all property.								Classical Athens	This rule concerns the financial liabilities and property distraint laws governing Athenian tax farmers.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::16	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Disfranchisement for military desertion	Soldiers deserting on the field	Full civic rights	LESS	['Similarly, all who deserted on the field of battle, who were found guilty of evasion of military service, of cowardice, or of withholding a ship from action, ... were deprived of their personal rights, while retaining possession of their property.']	Individuals who failed in their military duties were subject to atimia (loss of civic rights), a general rule governing the boundaries of active citizenship.	1	1.0	10.0	4	Atimia (disfranchisement) removes the material right to hold office and conduct legal suits.	5	Civic rights constitute a foundational societal axis for Athenian men.	5	Historical Athenian atimia was generally a lifelong status unless specifically repealed.	2	The group is defined by a specific behavioral event (military desertion).	0	Refers to standing Athenian law regarding military misconduct.	5	Lists specific legal categories of offenders subject to a known penalty.	0	Desertion is an act, not a group defined by lack of rights.								Classical Athens	Atimia (disfranchisement) for military desertion or cowardice was a core feature of Athenian civic law.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::17	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Lineage']	Disfranchisement for parental maltreatment	Children who maltreat parents	Full civic rights	LESS	['or who were found guilty of maltreating their parents, were deprived of their personal rights, while retaining possession of their property.']	The law of Athens mandated atimia for citizens who failed in their familial duties toward their parents, stripping them of political and personal rights.	1	1.0	10.0	4	Loss of civic rights impacts the ability to participate in the material benefits of the state.	5	Full civic rights are the primary broad category of participation in the polis.	5	Atimia for parental maltreatment was a permanent legal status in Athens.	2	The group is defined by the behavior of maltreating parents.	0	Describes active Athenian laws governing familial duties and civic standing.	5	Reports a specific statute (the law of maltreatment) and its mandated penalty.	0	Maltreating a parent does not by definition mean being disfranchised.								Classical Athens	The law (kakosis goneon) mandated loss of civic rights for maltreating parents in Athens.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::18	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Occupation']	Political restriction of oligarchic soldiers	Soldiers under the Four Hundred	Right to speak in Assembly	LESS	['The soldiers who remained in Athens under the Four Hundred are a case in point. They enjoyed all the rights of ordinary citizens, except that they were forbidden to speak in the Assembly or become members of the Council.']	Following the restoration of democracy, a specific group of soldiers associated with the previous oligarchic coup (the Four Hundred) were targeted with partial disfranchisement.	1	1.0	9.0	3	Right to speak in the Assembly is a social role involving public influence.	4	The right to speak (isegoria) was a major recognizable political right.	4	The restriction lasted as long as the post-coup reconciliation decrees were in force.	3	Membership in the Four Hundred's forces was a historical/political role.	0	Discusses the legal status of specific groups in the immediate aftermath of 403 BCE.	5	Describes a specific, documented exception in the restoration decrees.	0	Being a soldier for a regime doesn't inherently mean being banned from speaking later.								Classical Athens	The speech details the political restrictions placed on Athenian citizens associated with the Four Hundred.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
tlg0027.tlg001.perseus-eng2::19	tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	Classical (500–360 BCE)	['Citizenship']	Citizen assembly voting	Citizens	Right to vote in the Assembly	MORE	['whereas the Athenians have enacted that persons disfranchised and public debtors may speak and propose measures in the Assembly with impunity, the People shall pass the decree which was passed at the time of the Persian Wars and which proved of benefit to Athens.']	The text describes a specific decree (of Patrocleides) that restores the right to speak and propose measures (political rights) to citizens who had previously been disfranchised or were in debt to the state.	1	1.0	10.0	4	The right to propose measures has direct material effects on state policy.	5	Active political participation is a foundational societal axis.	5	The restoration of rights was intended to be a permanent status change.	4	Citizenship is a structural birth-status requiring legal recognition.	0	Relates to the decree of Patrocleides in force during the author's youth.	4	Reports a specific decree while framing it within a larger argument.	0	Citizenship does not automatically guarantee rights for those in debt.								Classical Athens	The decree of Patrocleides restored the voting and speaking rights of Athenian citizens.	-399	The speech 'On the Mysteries' was delivered in 399 BCE during Andocides' trial.
