rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0019.tlg011.perseus-eng1::17	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	I	The verbatim uses the pronoun 'I' without an emic noun specifying status.
tlg0019.tlg011.perseus-eng1::18	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	dicasts, or jurymen	stated	citizens appointed to act as dicasts, or jurymen	The term 'citizens' implies free status; 'dicasts' or 'jurymen' states an occupation. Sex/Age are historical knowledge, not in the text.
tlg0019.tlg011.perseus-eng1::19	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	merchants engaged in maritime commerce	stated	merchants engaged in maritime commerce	The verbatim explicitly names the occupation 'merchants engaged in maritime commerce' but mentions no other demographic traits.
tlg0019.tlg011.perseus-eng1::20	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	everyone	The verbatim uses 'everyone', which is an all-inclusive term; while 'At Athens' is mentioned, it doesn't specify a resident status for the prosecutor.
tlg0019.tlg011.perseus-eng1::23	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The word 'slaves' lexically presupposes enslaved status; no other axes are mentioned in the text fragment.
tlg0019.tlg011.perseus-eng1::26	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Merchants	stated	Merchants	The verbatim states the occupation 'Merchants'; no other demographic criteria are mentioned.
tlg0019.tlg011.perseus-eng1::27	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Heliasts... Jurymen	stated	citizens, Heliasts, Jurymen	The word 'citizens' implies free status; 'Heliasts' and 'Jurymen' describe occupations/offices. Status/Age/Sex are not mentioned.
tlg0026.tlg001.perseus-eng2::1	male	implied	adult	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	son	The word 'son' implies male sex and (contextually) free status; 'become a man' states adult age.
tlg0026.tlg001.perseus-eng2::2	any	stated	any	stated	any	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	child or a man or woman, or any one, free or slave	The text lists 'child... man or woman' (any age/sex) and 'free or slave' (any ownership status), explicitly applying the law to all groups.
tlg0026.tlg001.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian	The word 'Athenian' implies native ancestry and free status. The text does not name a specific age or gender lexical identifier.
tlg0026.tlg001.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	orator	stated	he, orator	The verbatim mentions 'orator' as an occupation/activity. 'He' suggests male but isn't a categorical noun for the group being barred.
tlg0026.tlg001.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	advocate, herald, ambassador	stated	advocate for the state, herald, ambassador	The text lists specific occupations (advocate, herald, ambassador) that the subject is barred from holding.
tlg0026.tlg001.perseus-eng2::6	unspecified	unspecified	elder	stated	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian, those above fifty years of age	'Athenian' implies native/free; 'above fifty years of age' states a specific age (elder). No categorical noun for sex is used.
tlg0026.tlg001.perseus-eng2::7	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Any one	The text uses the generic 'Any one' and specifies a behavior (beating parents), not a demographic identity class.
tlg0026.tlg001.perseus-eng2::8	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim uses 'man' and 'his', implying male sex. It does not explicitly state age, ownership, or ancestry requirements.
tlg0026.tlg001.perseus-eng2::9	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim refers to 'the man' and 'his own body', implying male sex. Other axes are not lexically constrained.
tlg0026.tlg001.perseus-eng2::10	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The use of 'man' and 'his patrimony' implies male sex. No other criteria are lexically forced by the text.
tlg0026.tlg001.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The word 'citizen' lexically presupposes free status. Sex and age are not named in this specific snippet.
tlg0026.tlg001.perseus-eng2::12	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	trade	stated	man who earns his daily bread by working at a trade	The text explicitly names 'man' (implying male sex) and specifies those who work at a 'trade' for 'daily bread' (stating occupation/low wealth).
tlg0026.tlg001.perseus-eng2::14	unspecified	unspecified	minor	stated	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	free youth	The verbatim explicitly labels the subject as 'free' and a 'youth' (age=minor).
tlg0026.tlg001.perseus-eng2::15	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	state slave	stated	state slave	The text explicitly names the status as 'slave' and the specific category as 'state slave' (demosios).
tlg0026.tlg001.perseus-eng2::16	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave belonging to the city	stated	slave belonging to the city	The verbatim explicitly identifies the individual as a 'slave' and further as 'belonging to the city'.
tlg0026.tlg001.perseus-eng2::17	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Pittalacus	The verbatim mentions a specific individual (Pittalacus) and the act of 'securing his freedom', but does not lexically define a general group's criteria in this excerpt.
tlg0026.tlg001.perseus-eng2::18	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian	The word 'Athenian' implies native ancestry and, in this context of legal liability, free status. Sex and age are not stated.
tlg0026.tlg001.perseus-eng2::19	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	he	The pronoun 'he' implies male sex. The verbatim does not specify other criteria beyond the behavior on trial.
tlg0026.tlg001.perseus-eng2::21	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the accused	The text refers broadly to 'certain men' and 'the accused', but does not lexically force specific criteria for the scope of the bribery law.
tlg0026.tlg001.perseus-eng2::22	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	persons who have property of less than three minas and are so infirm of body	The verbatim states a wealth limit ('less than three minas') and a physical condition ('infirm of body'), forcing c_wealth='low'.
tlg0026.tlg001.perseus-eng2::23	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens’ list	Being enrolled in the 'citizens’ list' and coming into 'control of the estate' implies reaching adult age and free status; 'Timarchus' is a male name.
tlg0026.tlg001.perseus-eng2::24	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	shoemakers	stated	slaves who were skilled shoemakers	The verbatim explicitly states ownership='enslaved' ('slaves') and their occupation ('shoemakers').
tlg0026.tlg001.perseus-eng2::25	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	rich citizens	The text states 'rich citizens', forcing c_wealth='high' and implying free status. 'Trierarch' and 'father' imply male sex.
tlg0026.tlg001.perseus-eng2::26	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	public officers	stated	public officers	The verbatim explicitly identifies 'public officers' as the group subject to the rule.
tlg0026.tlg001.perseus-eng2::29	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	board of inspectors	stated	board of inspectors	The verbatim specifies members of the 'board of inspectors' and uses 'him', implying male sex.
tlg0026.tlg001.perseus-eng2::30	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizen	The text uses 'citizen' (implying free status) and 'him', implying male sex.
tlg0026.tlg001.perseus-eng2::32	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	people	The verbatim refers to 'Timarchus' and 'himself', implying male sex.
tlg0026.tlg001.perseus-eng2::34	male	stated	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim refers to 'A slave' (enslaved) and specifies sex through the masculine pronouns 'his' and 'him' and the context of being a 'lover of a free boy'.
tlg0026.tlg001.perseus-eng2::35	male	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	man	Reference to a 'man' who addresses the people implies male sex and adult age; the mention of 'patrimony' (inheritance) implies an initial high wealth status.
tlg0026.tlg001.perseus-eng2::36	male	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim explicitly mentions 'the man' and 'citizen's privileges' (implying free status) and 'later life' (implying adulthood).
tlg0026.tlg001.perseus-eng2::37	unspecified	unspecified	unspecified	unspecified	free	implied	native	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Athenian	The text explicitly names 'an Athenian' (native ancestry); the context of laws against hiring them for prostitution implies free status.
tlg0026.tlg001.perseus-eng2::38	unspecified	unspecified	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	orphans	The term 'orphans' lexically presupposes minor age (children without parents).
tlg0026.tlg001.perseus-eng2::39	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The use of masculine pronouns ('he', 'himself') and 'man' implies male sex and adult age; the mention of citizen behavior implies free status.
tlg0026.tlg001.perseus-eng2::40	male	stated	elder	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			Council of Elders	The text explicitly names 'men' and states 'age gives its name to that office' (elder); free status is implied by holding the 'highest' office.
tlg0026.tlg001.perseus-eng2::41	female	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	woman	The verbatim explicitly names 'the woman'; free status is implied by her ability to 'adorn herself' and attend public sacrifices.
tlg0026.tlg001.perseus-eng2::42	any	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			procurers	The verbatim names the occupation 'procurers' and explicitly states 'men and women', indicating any sex.
tlg0026.tlg001.perseus-eng2::43	male	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	low	implied	unspecified	unspecified	men who have squandered their patrimony	'Men' names the sex; 'patrimony' implies inheritance/free status; 'squandered' implies they are now of low wealth/property status.
tlg0026.tlg001.perseus-eng2::44	male	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The text uses 'man' and 'his', implying male sex and adult age; eligibility for 'priesthood' implies free status.
tlg0026.tlg003.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			officers	Refers to 'officers' who hold 'public trust', which implies free status; no specific sex or age is named in the verbatim.
tlg0026.tlg003.perseus-eng2::3	any	stated	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			priests and priestesses	Explicitly names both 'priests' (male) and 'priestesses' (female), indicating any sex; their religious occupation implies free status.
tlg0026.tlg003.perseus-eng2::6	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			officer	The text uses 'The officer' and masculine pronouns 'his', implying male sex and free status (due to holding office).
tlg0026.tlg003.perseus-eng2::7	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified			man who is subject to audit	The text refers to 'the man' and 'his property' (implied free and male); 'subject to audit' refers to the occupation of public officer.
tlg0026.tlg003.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim explicitly uses the word 'slave', which implies the ownership status of enslaved.
tlg0026.tlg003.perseus-eng2::11	male	implied	adult	implied	free	implied	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	Demosthenes	Individual names and 'assembly' participation implies male sex, adult age, free status, and residency.
tlg0026.tlg003.perseus-eng2::12	male	implied	adult	implied	free	implied	unspecified	unspecified	resident	implied	unspecified	unspecified			ambassadors	Selection by the assembly implies those chosen are free, resident, adult males; 'ambassadors' is the stated occupation.
tlg0026.tlg003.perseus-eng2::13	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	people	A 'popular vote' of the 'people' in a democracy implies the participants are free residents.
tlg0026.tlg003.perseus-eng2::15	male	implied	adult	implied	free	implied	native	implied	resident	implied	unspecified	unspecified			hieromnemon	Holding specific high offices (like Hieromnemon) by election implies the individuals are free, native, resident, adult males.
tlg0026.tlg003.perseus-eng2::16	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	hieromnemon	stated	hieromnemon	The rule specifically applies to the official occupation of 'hieromnemon' as the state representative.
tlg0026.tlg003.perseus-eng2::17	male	stated	adult	stated	any	stated	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	men of Delphi	The verbatim states 'men' (sex), 'of full age' (age), and 'slaves and free men alike' (ownership status='any'). Residence is implied by the summons to Delphi.
tlg0026.tlg003.perseus-eng2::19	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	ancestors	The text contrasts 'Scythian' and 'barbarian' against 'soil', implying a native ancestry requirement for citizenship/legitimacy.
tlg0026.tlg003.perseus-eng2::21	male	implied	minor	implied	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	young men	 'Young men' supported until they 'come of age' implies minor status; 'fathers... brave men' in the city context implies native/free status.
tlg0026.tlg003.perseus-eng2::24	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldier	implied	man who fails to take the field	The terms 'man', 'coward', and 'deserter' from the 'field' imply male sex and the occupation/duty of a soldier.
tlg0026.tlg003.perseus-eng2::25	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldier	implied	man who has deserted his post	The term 'man' implies male sex; 'deserted his post' implies the military occupation/context.
tlg0026.tlg003.perseus-eng2::26	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	soldier	implied	man	The term 'man' implies male sex; failing to 'take the field' refers to military duty.
tlg0026.tlg003.perseus-eng2::27	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim uses 'man' and 'he', implying male sex.
tlg0026.tlg003.perseus-eng2::29	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	office holder	implied	men who have not yet rendered their accounts	The phrase 'rendered their accounts' implies an official occupation or office; 'men' implies male sex.
tlg0026.tlg003.perseus-eng2::31	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	he who wishes	The use of masculine pronouns ('he who wishes', 'him') implies male sex.
tlg0026.tlg003.perseus-eng2::32	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	Commissioner of the Navy	stated	Three Hundred	The 'Three Hundred' and 'trierarchs' imply high wealth; 'Commissioner of the Navy' is a stated occupation.
tlg0026.tlg003.perseus-eng2::33	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	politician	implied	man who... has always been in politics	The rule concerns those in 'politics', implying a specific occupation or political activity.
tlg0026.tlg003.perseus-eng2::34	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	private citizen	The term 'citizen' (especially when paired with 'traitor to his country') implies native ancestry/belonging.
tlg0027.tlg002.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	all who enjoy civic rights	The possession of 'civic rights' lexically presupposes free status.
tlg0027.tlg002.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	suppliant	Reasoning based on the action of laying hold of 'sacred emblems' and 'the hearth', though no demographic axes are directly named.
tlg0027.tlg002.perseus-eng2::2	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Council of Five Hundred	implied	Those five hundred	The term 'Those five hundred' implies a specific council or office (occupation).
tlg0027.tlg002.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	enslaved	stated	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves and foreigners	The verbatim explicitly names 'slaves' (ownership status) and 'foreigners' (ancestry).
tlg0027.tlg002.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	you	The text refers to the audience ('you') as having the power of pardon, but specifies no demographics.
tlg0027.tlg004.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	no one	Freedom from exile or imprisonment implies a current resident status within the country.
tlg0027.tlg004.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	native	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	person ostracized	'Ostracized' from 'his country' implies native ancestry and current residence.
tlg0027.tlg004.perseus-eng2::2	female	implied	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	wife	The term 'wife' lexically implies female sex, adult age, and free status in this context; the verbatim explicitly mentions 'mistresses, slave and free' as distinct from the 'wife'.
tlg0027.tlg004.perseus-eng2::3	male	stated	unspecified	unspecified	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	free man	The verbatim explicitly names 'free man', which states both ownership status (free) and sex (male).
tlg0027.tlg004.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	anyone who fails to gain one-fifth of the votes	The verbatim uses the inclusive 'anyone', and while it describes a legal penalty, it does not name or lexically presuppose specific demographic criteria.
tlg0027.tlg004.perseus-eng2::5	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	defendant	The term 'defendant' describes a legal role but does not name or presuppose sex, age, ancestry, or status.
tlg0027.tlg004.perseus-eng2::8	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	Choregus	stated	Choregus	The occupation 'Choregus' is stated, and 'spent so vast a sum' states high wealth. The name 'Taureas' and the masculine 'his rival' imply male sex.
tlg0027.tlg004.perseus-eng2::10	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	members of the community	The verbatim refers to 'members of the community' and specific individuals like 'son of Didymius', but does not name axes like sex or age as criteria for the law itself.
tlg0027.tlg004.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	Choregi	stated	Choregi	High wealth is stated by 'expenditure... from my own pocket' and 'monies belonging to the state'. The occupation 'Choregi' is explicitly named.
tlg0028.tlg003.perseus-eng2::0	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slayer	The pronoun 'him' used for the 'slayer' implies male sex. The verbatim names no other criteria for the exclusion.
tlg0028.tlg003.perseus-eng2::1	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	he who killed without meaning to kill	The use of the masculine pronoun 'he' implies male sex; the law refers to the act of killing without intent, but specifies no other demographic criteria.
tlg0030.tlg003.perseus-eng2::0	male	implied	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The term 'slave' presupposes enslaved status; 'the man' and 'he' in reference to the slave imply male sex.
tlg0030.tlg003.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	a man	The verbatim uses 'a man' and 'he', implying male sex; it also lists conditions (not old age, not influenced by a woman) that apply to the testator.
tlg0030.tlg003.perseus-eng2::3	male	implied	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The term 'slave' presupposes enslaved status; the masculine 'him' is used for the slave.
tlg0030.tlg003.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	metics	The term 'metics' lexically presupposes a status as a resident alien (foreign ancestry, resident status). Sex and age are not listed.
tlg0032.tlg009.perseus-eng2::1	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	wealthiest men	The verbatim states 'wealthiest men', which names high wealth and implies male sex.
tlg0032.tlg009.perseus-eng2::2	unspecified	unspecified	any	stated	unspecified	unspecified	foreign	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	prisoners of war	The verbatim mentions 'little children' and those 'too old', stating 'any' age. 'Prisoners of war' from 'the enemy' implies foreign ancestry.
tlg0032.tlg009.perseus-eng2::4	male	implied	unspecified	unspecified	unspecified	unspecified	foreign	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	suppliants of the gods	The verbatim refers to 'those men' and 'foes', implying male sex and foreign ancestry (as enemies of the state).
tlg0059.tlg006.perseus-eng2::1	male	implied	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	youth	The terms 'youth' and 'young men' imply minor/early-adult age and male sex.
tlg0059.tlg006.perseus-eng2::2	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	unspecified	unspecified	son	The terms 'son' and 'youth' imply male sex; the mention of 'very large property' implies high wealth relative to the inheritance rule.
tlg0059.tlg006.perseus-eng2::3	female	implied	elder	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	midwives	stated	midwives	The occupation 'midwives' is specified; 'women' who are 'too old to bear' implies female sex and elder age (post-menopausal).
tlg0059.tlg006.perseus-eng2::6	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	bodily habit	The verbatim discusses health generally without naming specific demographic criteria.
tlg0059.tlg006.perseus-eng2::7	unspecified	unspecified	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	infant	The words 'infant' and 'child' lexically imply age=minor; the presence of a 'nurse' and 'family hearth' implies domestic status but not sex or ancestry.
tlg0059.tlg006.perseus-eng2::8	unspecified	unspecified	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	offspring	The terms 'child' and 'offspring' lexically require age=minor; the father's power to 'bring up' or 'expose' them is the subject of the rule.
tlg0059.tlg006.perseus-eng2::15	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men	The verbatim specifies the litigants as 'men' and 'the other party in the suit'.
tlg0059.tlg006.perseus-eng2::23	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	implied	Protagoras	stated	Protagoras	The verbatim identifies Protagoras by name and refers to the 'high fee' he receives, implying high wealth and specific professional training.
tlg0059.tlg006.perseus-eng2::27	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim uses the noun 'man' to describe the purchaser and possessor.
tlg0059.tlg006.perseus-eng2::28	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	orators and lawyers	stated	orators and lawyers	The verbatim explicitly names 'orators and lawyers' and refers to them as 'men' who persuade others.
tlg0059.tlg006.perseus-eng2::29	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	judges	stated	judges	The verbatim explicitly addresses 'judges' and their capacity to decide matters based on hearsay.
tlg0059.tlg010.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	people who are in a fever	The verbatim defines the group strictly by their physical condition ('fever' or 'similar diseases').
tlg0059.tlg010.perseus-eng2::14	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the powerful	The verbatim distinguishes between 'the powerful' and 'the weak' based on their ability to 'revenge themselves'.
tlg0059.tlg010.perseus-eng2::15	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	philosophers	stated	philosophers	The verbatim explicitly contrasts 'philosophers' with 'the people' regarding their method of arithmetic.
tlg0059.tlg010.perseus-eng2::17	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	music, medicine, agriculture, piloting, generalship	stated	musicians and practitioners	The verbatim categorizes groups by their arts: 'music', 'medicine', 'agriculture', 'piloting', and 'generalship'.
tlg0059.tlg011.perseus-eng2::3	female	stated	unspecified	unspecified	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	freeborn women	The verbatim explicitly names 'freeborn women', stating both sex and free status.
