rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0017.tlg008.perseus-eng2::1	tlg0017.tlg008.perseus-eng2	Isaeus	On The Estate of Ciron	-384	Classical (500–360 BCE)	Legitimate daughter's marriage dowry	Women	Women	['Citizenship', 'Gender', 'Lineage']	Right to a marriage dowry	Right to a dowry	MORE	['he gave her in marriage, when she reached the proper age, to Nausimenes of Cholargus, giving her a dowry of twenty-five minae including raiment and jewelry.', 'and gave her in a second marriage to my father with a dowry of one thousand drachmae.']	Gender	Women	out-group (deprived)
tlg0017.tlg008.perseus-eng2::2	tlg0017.tlg008.perseus-eng2	Isaeus	On The Estate of Ciron	-384	Classical (500–360 BCE)	Slave testimony under torture	Slaves	Slaves	['Freedom']	Protection from torture during legal proceedings	Protection from corporal punishment	LESS	['Wishing, therefore, in addition to the witnesses which I already had, to obtain proof of these facts by evidence given under torture—in order that the veracity of my witnesses might be tested before, and not after, they gave their evidence... I demanded that our opponents should surrender the male and female slaves to be put to the question']	Freedom	Slaves	out-group (deprived)
tlg0017.tlg008.perseus-eng2::5	tlg0017.tlg008.perseus-eng2	Isaeus	On The Estate of Ciron	-384	Classical (500–360 BCE)	Lineal descendant priority in inheritance	Lineal descendants	Heirs	['Lineage']	Right to inherit property directly	Right to inherit property	MORE	['I suppose that you admit in principle as a self-evident fact that those who are descended from the same stock as Ciron are not nearer in right of succession than those who are descended from him. (How, indeed, could they be, since the former are called collateral kinsmen, the latter lineal descendants of the deceased?)']	Lineage	Heirs	in-group (privileged)
tlg0017.tlg008.perseus-eng2::6	tlg0017.tlg008.perseus-eng2	Isaeus	On The Estate of Ciron	-384	Classical (500–360 BCE)	Obligation to support ancestors	Lineal descendants	Heirs	['Lineage']	Freedom from compulsory support of ancestors	Right to retain own earnings	LESS	['For the law enjoins us to support our parents, meaning by “parents” father, mother, grandfather, and grandmother, and their father and mother, if they are still alive; for they are the source of the family, and their property is transmitted to their descendants, and so the latter are bound to support them even if they have nothing to bequeath to them.']	Lineage	Heirs	in-group (privileged)
tlg0017.tlg008.perseus-eng2::7	tlg0017.tlg008.perseus-eng2	Isaeus	On The Estate of Ciron	-384	Classical (500–360 BCE)	Citizenship requirement for maternal lineage	Children of non-citizen mothers	Minors;Foreigners	['Citizenship']	Right to civic rights	Right to citizenship	LESS	['For if you are misled into the belief that our mother was not an Athenian citizen, neither are we citizens; for we were born after the archonship of Eucleides. The children of mothers who were not citizens, born after 403 B.C., did not enjoy civic rights.']	Citizenship	Foreigners	out-group (deprived)
tlg0017.tlg012.perseus-eng2::0	tlg0017.tlg012.perseus-eng2	Isaeus	On Behalf of Euphiletus	-384	Classical (500–360 BCE)	Citizen right to appeal disfranchisement	Citizens	Citizens	['Citizenship']	Right to appeal to the court	Right to a legal trial	MORE	['those, however, who were unjustly rejected had the right to appeal to the court by summoning the members of the deme, and, if they were again excluded, they were to be sold as slaves and their property confiscated. It is under this law that Euphiletus, having summoned the demesmen of Erchia on the ground that they had unjustly rejected him, instituted the present case.']	Citizenship	Citizens	in-group (privileged)
tlg0017.tlg012.perseus-eng2::1	tlg0017.tlg012.perseus-eng2	Isaeus	On Behalf of Euphiletus	-384	Classical (500–360 BCE)	Enslavement for failed citizenship appeal	Foreigners	Foreigners	['Citizenship']	Protection from enslavement	Protection from enslavement	LESS	['those, however, who were unjustly rejected had the right to appeal to the court by summoning the members of the deme, and, if they were again excluded, they were to be sold as slaves and their property confiscated.']	Citizenship	Foreigners	out-group (deprived)
tlg0017.tlg012.perseus-eng2::2	tlg0017.tlg012.perseus-eng2	Isaeus	On Behalf of Euphiletus	-384	Classical (500–360 BCE)	Property confiscation for alien residents	Foreigners	Foreigners	['Citizenship']	Right to retain property	Right to retain property	LESS	['those, however, who were unjustly rejected had the right to appeal to the court by summoning the members of the deme, and, if they were again excluded, they were to be sold as slaves and their property confiscated.']	Citizenship	Foreigners	out-group (deprived)
tlg0017.tlg012.perseus-eng2::4	tlg0017.tlg012.perseus-eng2	Isaeus	On Behalf of Euphiletus	-384	Classical (500–360 BCE)	Paternal introduction to the ward	Citizens	Citizens	['Citizenship', 'Lineage']	Eligibility for ward enrollment	Right to citizenship	MORE	['further evidence has been given you that he brought up Euphiletus and educated him from childhood and introduced him to the members of his ward—all of which represents a considerable outlay.']	Citizenship	Citizens	in-group (privileged)
tlg0017.tlg012.perseus-eng2::4	tlg0017.tlg012.perseus-eng2	Isaeus	On Behalf of Euphiletus	-384	Classical (500–360 BCE)	Paternal introduction to the ward	Citizens	Citizens	['Citizenship', 'Lineage']	Eligibility for ward enrollment	Right to citizenship	MORE	['further evidence has been given you that he brought up Euphiletus and educated him from childhood and introduced him to the members of his ward—all of which represents a considerable outlay.']	Lineage	Citizens	out-group (deprived)
tlg0019.tlg008.perseus-eng1::9	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Female speech at the Thesmophoria	Women	Women	['Gender']	Right to speak frankly in assembly	Right to address the assembly	MORE	['Oh! no! have mercy, friends. Have we not the right to speak frankly at this gathering? And because I have uttered what I thought right in favour of Euripides, do you want to depilate me for my trouble?']	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::10	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Magisterial oversight of religious gatherings	Women	Women	['Citizenship', 'Gender']	Protection from magisterial intervention	Protection from legal prosecution	LESS	['Watch him closely, so that he does not escape. As for me, I go to report the matter to the magistrates, the Prytanes.']	Citizenship	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::10	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Magisterial oversight of religious gatherings	Women	Women	['Citizenship', 'Gender']	Protection from magisterial intervention	Protection from legal prosecution	LESS	['Watch him closely, so that he does not escape. As for me, I go to report the matter to the magistrates, the Prytanes.']	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::11	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Marital confinement of women	Women	Women	['Gender']	Freedom of movement	Right to freedom of movement	LESS	['If the men are to be believed, we are a plague to them; through us come all their troubles, quarrels, disputes, sedition, griefs and wars. But if we are truly such a pest, why marry us? Why forbid us to go out or show ourselves at the window? You want to keep this pest, and take a thousand cares to do it. If your wife goes out and you meet her away from the house, you fly into a fury.']	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::12	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Female exclusion from public office	Women	Women	['Gender']	Eligibility for the Senate	Eligibility for public office	LESS	"[""Among the last year's Senators, who have just yielded their office to other citizens, is there one who equals Eubulé? Therefore we maintain that men are greatly our inferiors.""]"	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::16	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Citizen assembly voting	Citizens	Citizens	['Citizenship', 'Gender']	Political power	Political power	MORE	['I go to call the Prytanes.']	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg008.perseus-eng1::17	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Exclusive female religious festivals	Women	Women	['Gender', 'Nobility', 'Religion']	Right to hold religious festivals	Access to religious rites	MORE	"[""The womenfolk are calling thee; hasten hither at their bidding along with Peace, who shall restore the festivals. And ye, august goddesses, display a smiling and propitious countenance to our gaze; come into your sacred grove, the entry to which is forbidden to men; 'tis there in the midst of sacred orgies that we contemplate your divine features.""]"	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::19	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Scythian archer police jurisdiction	Scythian archers	Scythians;Soldiers	['Occupation', 'Ethnicity']	Right to exercise physical restraint	Political power	MORE	['This Scythian does not take his eye off me and he has exposed me as food for the crows. Alas! what is to become of me, alone here and without friends! I am not seen mingling in the dances nor in the games of my companions, but heavily loaded with fetters I am given over to the voracity of a Glaucetes.']	Ethnicity	Scythians	out-group (deprived)
tlg0019.tlg008.perseus-eng1::21	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Female domestic weaving	Women	Women	['Occupation', 'Gender']	Right to perform professional weaving	Right to retain own earnings	MORE	['The cylinder and the beams were the chief tools of the weaver. It was the women who did this work.']	Gender	Women	out-group (deprived)
tlg0019.tlg008.perseus-eng1::22	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Wealthy obligation for naval maintenance	Rich citizens	The wealthy;Citizens	['Wealth / Properties']	Exemption from trierarchies	Exemption from compulsory public financing	LESS	['The trierarchs were rich citizens, whose duty it was to maintain the galleys or triremes of the fleet.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0019.tlg008.perseus-eng1::23	tlg0019.tlg008.perseus-eng1	Aristophanes	Thesmophoriazusae	-409	Classical (500–360 BCE)	Scythian police service	Scythians	Scythians	['Ethnicity', 'Occupation']	Right to serve as police officers	Eligibility for public office	MORE	['The archers, or the police officers, at Athens were mostly Scythians. If not from that country always, they were known generally by that name.']	Ethnicity	Scythians	out-group (deprived)
tlg0019.tlg011.perseus-eng1::1	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Slave exposure to corporal punishment	Slaves	Slaves	['Freedom']	Protection from corporal punishment	Protection from corporal punishment	LESS	"['CHREMYLUS. No, but if you worry me I will take off your chaplet, and then you will only get a sounder thrashing.', ""CARIO. That's an old song! I am going to leave you no peace till you have told me who this man is; and if I ask it, 'tis entirely because of my interest in you.""]"	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::2	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Citizen assembly voting	Citizens	Citizens	['Citizenship']	Right to vote in the Assembly	Right to vote in the Ekklesia	MORE	['CHREMYLUS. Is it not he who draws the citizens to the Assembly?']	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::3	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Liturgy obligation for the wealthy	The wealthy	The wealthy	['Wealth / Properties']	Freedom from compulsory public financing	Exemption from compulsory public financing	LESS	['CARIO. And tell me, is it not you who equip the triremes?']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0019.tlg011.perseus-eng1::4	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Assembly attendance fee for citizens	Citizens	Citizens	['Citizenship']	Right to attendance fee	Right to remuneration for office	MORE	['What! we jostle each other at the Assembly for three obols, and am I going to let Plutus in person be stolen from me?']	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::6	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Supplicant privilege for the wealthy	The wealthy	The wealthy	['Wealth / Properties']	Right to legal clemency	Protection from capital punishment	MORE	"[""I know someone who will come and seat himself at the foot of the tribunal, holding a supplicant's bough in his hand and surrounded by his wife and children, for all the world like the Heraclidae of Pamphilus.""]"	Wealth / Properties	The wealthy	in-group (privileged)
tlg0019.tlg011.perseus-eng1::7	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Slave corporal punishment and restraint	Slaves	Slaves	['Freedom']	Protection from corporal punishment	Protection from corporal punishment	LESS	"['Look! his legs are already shrieking, ""oh! oh!"" they are asking for the shackles and wedges.']"	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::8	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Slave labor for manual trades	Slaves	Slaves	['Freedom']	Protection from hard labor	Exemption from manual labor	LESS	['All these trades which you just mention will be plied by our slaves.']	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::12	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Universal right to prosecute	Citizens	Citizens	['Citizenship']	Right to act as prosecutor	Right to a legal trial	MORE	"[""[§476] INFORMER. It is served by watching that the established law is observed--by allowing no one to violate it. [§477] CHREMYLUS. That's the duty of the tribunals; they are established to that end. [§478] INFORMER. And who is the prosecutor before the dicasts? [§479] CHREMYLUS. Whoever wishes to be.""]"	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::13	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Slave testimony under torture	Slaves	Slaves	['Freedom']	Protection from corporal torture	Protection from corporal punishment	LESS	"[""[§443] INFORMER. 'Tis rather you yourselves who were such wretches; I am certain you have got my money. [§444] CHREMYLUS. Ha! by Demeter! 'tis an informer. What impudence! [§445] CARIO. He's ravenously hungry, that's certain. [§446] INFORMER. You shall follow me this very instant to the marketplace, where the torture of the wheel shall force the confession of your misdeeds from you.""]"	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::14	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Public business oversight	Citizens	Citizens	['Citizenship']	Right to superintend public business	Eligibility for public office	MORE	"[""[§470] INFORMER. I superintend public and private business. [§471] CHREMYLUS. You! And by what right, pray? [§472] INFORMER. Because it pleases me to do so. [...] [§474] INFORMER. What, you fool? I have not the right to dedicate myself entirely to my country's service?""]"	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::17	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Master-slave liability distribution	Slaves	Slaves	['Freedom']	Exemption from master's corporal punishment	Protection from corporal punishment	LESS	['[§627] CARIO. But then you did not share the blows when I was caught.']	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::18	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Citizen jury duty selection	Citizens	Citizens	['Citizenship']	Right to act as a juryman	Eligibility for public office	MORE	['The citizens appointed to act as dicasts, or jurymen, drew lots each year to decide in which Court they should sit. There were ten Courts, each of which was indicated by one of the first ten letters of the alphabet, and the urn contained as many tickets marked with these letters as there were dicasts.']	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::19	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Merchant exemption from military service	Merchants	Artisans	['Occupation']	Exemption from military service	Exemption from military service	MORE	['The merchants engaged in maritime commerce were absolved from military service; the Scholiast even declares, though it seems highly unlikely, that all merchants were exempt from imposts on their possessions.']	Occupation	Artisans	in-group (privileged)
tlg0019.tlg011.perseus-eng1::20	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Public prosecution rights for citizens	Citizens	Citizens	['Citizenship']	Right to prosecute state wrongs	Right to a legal trial	MORE	"[""At Athens 'twas only the injured person who could prosecute in private disputes; everyone, however, had this right where wrongs against the State were involved; but if the prosecutor only obtained one-fifth of the votes, he was condemned to a fine of 1000 drachmae or banished the country.""]"	Citizenship	Citizens	in-group (privileged)
tlg0019.tlg011.perseus-eng1::23	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Taxation of slave property	Slaves	Slaves	['Freedom']	Right to retain own earnings	Right to retain own earnings	LESS	['Taxes on slaves']	Freedom	Slaves	out-group (deprived)
tlg0019.tlg011.perseus-eng1::26	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Wholesale merchant exemption from military service	Merchants	Artisans	['Occupation']	Exemption from military service	Exemption from military service	MORE	['Merchants, exemption of', 'Military service (see Merchants)']	Occupation	Artisans	in-group (privileged)
tlg0019.tlg011.perseus-eng1::27	tlg0019.tlg011.perseus-eng1	Aristophanes	Plutus	-409	Classical (500–360 BCE)	Citizen right to state fees	Citizens	Citizens	['Citizenship']	Access to public fees	Right to remuneration for office	MORE	['Fees to citizens', 'Heliasts... daily salary', 'Jurymen, fees of']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::2	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Protection against slave outrage	Slaves	Slaves	['Freedom']	Protection from physical outrage	Protection from corporal punishment	MORE	['The law against outrage, which includes all such conduct in one summary statement, wherein it stands expressly written: if any one outrage a child (and surely he who hires, outrages) or a man or woman, or any one, free or slave, or if he commit any unlawful act against any one of these.', 'The same action shall hold against those who abuse the persons of slaves.']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::3	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitution bar from magistracies	Citizens	Citizens	['Citizenship']	Eligibility for the archonship	Eligibility for public office	LESS	['If any Athenian shall have prostituted his person, he shall not be permitted to become one of the nine archons, because, no doubt, that official wears the wreath; nor to discharge the office of priest, as being not even clean of body']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::4	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitution bar from public speaking	Citizens	Citizens	['Citizenship']	Right to address the assembly	Right to address the assembly	LESS	['nor ever address senate or assembly, not even though he be the most eloquent orator in Athens. And if any one contrary to these prohibitions, the lawgiver has provided for criminal process on the charge of prostitution, and has prescribed the heaviest penalties therefor.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::5	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitution bar from diplomatic service	Citizens	Citizens	['Citizenship']	Eligibility for diplomatic office	Eligibility for public office	LESS	['nor shall he act as an advocate for the state, he says, nor shall ever hold any office whatsoever, at home or abroad, whether filled by lot or by election; nor shall he be a herald or an ambassador']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::6	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Elders speak first in assembly	Elders	Elders	['Age', 'Citizenship']	Precedence in public speech	Right to speak first in assembly	MORE	['The herald then asks, Who of those above fifty years of age wishes to address the assembly? When all these have spoken, he then invites any other Athenian to speak who wishes (provided such privileges belongs to him).']	Age	Elders	in-group (privileged)
tlg0026.tlg001.perseus-eng2::7	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Duty to support parents	Citizens	Citizens	['Citizenship', 'Health']	Right to address the assembly	Right to address the assembly	LESS	['If any one attempts to speak before the people who beats his father or mother, or fails to support them or to provide a home for them. Such a man, then, he forbids to speak.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::8	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Military service speaker requirement	Citizens	Citizens	['Citizenship', 'Occupation']	Right to address the assembly	Right to address the assembly	LESS	['Or the man who has failed to perform all the military service demanded of him, or who has thrown away his shield. And he is right. Why? Man, if you fail to take up arms in behalf of the state, or if you are such a coward that you are unable to defend her, you must not claim the right to advise her, either.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::8	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Military service speaker requirement	Citizens	Citizens	['Citizenship', 'Occupation']	Right to address the assembly	Right to address the assembly	LESS	['Or the man who has failed to perform all the military service demanded of him, or who has thrown away his shield. And he is right. Why? Man, if you fail to take up arms in behalf of the state, or if you are such a coward that you are unable to defend her, you must not claim the right to advise her, either.']	Occupation	Citizens	out-group (deprived)
tlg0026.tlg001.perseus-eng2::9	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitution speaker exclusion	Citizens	Citizens	['Citizenship']	Right to address the assembly	Right to address the assembly	LESS	['Or the man, he says, who has debauched or prostituted himself. For the man who has made traffic of the shame of his own body, he thought would be ready to sell the common interests of the city also.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::10	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Patrimony squandering speaker exclusion	Citizens	Citizens	['Citizenship', 'Wealth / Properties']	Right to address the assembly	Right to address the assembly	LESS	['Or the man, he says, who has squandered his patrimony or other inheritance. For he believed that the man who has mismanaged his own household will handle the affairs of the city in like manner']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::11	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Judicial challenge of speakers	Citizens	Citizens	['Citizenship']	Protection from legal challenge	Protection from legal prosecution	LESS	['But if any one, in violation of these prohibitions, not only speaks, but is guilty of blackmail and wanton scurrility... Let any citizen who chooses, he says, and is competent thereto, challenge him to a suit of scrutiny; and then he commands you to render decision on the case in a court of justice.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::12	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Low-status citizen speech rights	Citizens	Citizens	['Citizenship', 'Occupation']	Right to address the assembly	Right to address the assembly	MORE	['He does not exclude from the platform the man whose ancestors have not held a general’ s office, nor even the man who earns his daily bread by working at a trade; nay, these men he most heartily welcomes, and for this reason he repeats again and again the invitation, Who wishes to address the assembly?']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::12	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Low-status citizen speech rights	Citizens	Citizens	['Citizenship', 'Occupation']	Right to address the assembly	Right to address the assembly	MORE	['He does not exclude from the platform the man whose ancestors have not held a general’ s office, nor even the man who earns his daily bread by working at a trade; nay, these men he most heartily welcomes, and for this reason he repeats again and again the invitation, Who wishes to address the assembly?']	Occupation	Citizens	out-group (deprived)
tlg0026.tlg001.perseus-eng2::15	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	State slave right to sue	Slaves	Slaves	['Freedom']	Right to bring legal suit	Right to a legal trial	MORE	['the fellow, angry at their insolent treatment, brings a suit against each of them. Proceedings in court in behalf of an ordinary slave would be conducted by his master in his own name; but Pittalacus was a state slave (Aeschin. 1.54). Probably he would have to bring suit under the name of some citizen as his protector (προστάτης).']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::16	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Arbitrary enslavement of public slaves	Slaves	Slaves	['Freedom']	Protection from private ownership claims	Right to own property	LESS	['a man on whom he had no claim, in fact, a slave belonging to the city; this man he attempted to enslave to himself, alleging that he was his owner. Now Pittalacus, reduced to desperate straits, falls in with a man—a very good man he is—one Glaucon of the deme Cholargus; he attempts to rescue Pittalacus and secure his freedom.']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::17	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Protection from enslavement of residents	Non-citizens	Foreigners	['Citizenship', 'Freedom']	Protection from enslavement	Protection from enslavement	MORE	['[Glaucon, son of Timaeus, of Cholargus, testifies. I rescued Pittalacus and secured his freedom, when Hegesandrus was attempting to make him his slave. Some time after this, Pittalacus came to me and said that he wished to send to Hegesandrus and come to such settlement with him that the suits should be dropped, both his own suit against Hegesandrus and Timarchus, and the suit of Hegesandrus for his enslavement. And they came to a settlement.]']	Citizenship	Foreigners	out-group (deprived)
tlg0026.tlg001.perseus-eng2::18	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Citizen exclusion from prostitution for hire	Athenians	Citizens	['Citizenship', 'Occupation']	Right to engage in sex work	Right to retain own earnings	LESS	['For I do not believe your memory is so short that you have forgotten the laws that you heard read a few moments ago, in which it stands written that if anyone hires any Athenian for this act, or if any one lets himself out for hire, he is liable to the most severe penalties, and the same penalties for both offences.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::18	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Citizen exclusion from prostitution for hire	Athenians	Citizens	['Citizenship', 'Occupation']	Right to engage in sex work	Right to retain own earnings	LESS	['For I do not believe your memory is so short that you have forgotten the laws that you heard read a few moments ago, in which it stands written that if anyone hires any Athenian for this act, or if any one lets himself out for hire, he is liable to the most severe penalties, and the same penalties for both offences.']	Occupation	Citizens	out-group (deprived)
tlg0026.tlg001.perseus-eng2::19	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostituted citizen exclusion from assembly	Athenians	Citizens	['Citizenship', 'Occupation']	Right to speak before the assembly	Right to address the assembly	LESS	['But he is on trial on precisely this charge, that after such conduct as this, he breaks the laws by speaking before the assembly.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::19	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostituted citizen exclusion from assembly	Athenians	Citizens	['Citizenship', 'Occupation']	Right to speak before the assembly	Right to address the assembly	LESS	['But he is on trial on precisely this charge, that after such conduct as this, he breaks the laws by speaking before the assembly.']	Occupation	Citizens	out-group (deprived)
tlg0026.tlg001.perseus-eng2::21	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Penalties for bribery in assembly	Athenians	Citizens	['Citizenship', 'Wealth / Properties']	Protection from capital punishment	Protection from capital punishment	LESS	['For this Demophilus had previously brought in a measure of the following sort: he declared that there were certain men who were attempting to bribe the members of the popular assembly and the courts as well... What then? Were the accused acquitted? No, by Heracles! They were punished with death, though their crime was far less, by Zeus and Apollo, than that of this defendant.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::22	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Pauper pension for the disabled	Disabled paupers	The poor;Sick	['Health', 'Wealth / Properties']	State-funded disability allowance	Right to remuneration for office	MORE	['For there is a law that provides that persons who have property of less than three minas and are so infirm of body as to be unable to do any work, are to be examined by the Senate, and to receive from the state two obols each per day for their support.']	Wealth / Properties	The poor	out-group (deprived)
tlg0026.tlg001.perseus-eng2::23	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Citizen right to manage patrimony	Citizens	Citizens	['Citizenship']	Right to control inherited property	Right to inherit property	MORE	['But after Timarchus was enrolled in the citizens’ list, and had come into control of the estate, he thrust aside this old and unfortunate man, his own uncle, and made way with the estate.']	Citizenship	Citizens	in-group (privileged)
