rule_id	perseus_author	perseus_title	period	source_type	source_type_description	rule	verbatim	reasoning	directionality	llm_confidence_in_answer	group	group_meta	resource	resource_meta	resource_type	rule_polity	rule_polity_reasoning	rule_date	rule_date_reasoning	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0540.tlg001.perseus-eng2::6	Lysias	On the Murder of Eratosthenes	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen access to private suits	['For he had neither subjected me to slanderous impeachment, nor attempted to expel me from the city, nor brought any private suit against me, nor was he privy to any wrongdoing which I was so afraid of being divulged']	The text lists 'bringing a private suit' (dike) as a standard legal interaction between Athenian citizens. It frames this as a legitimate material resource (legal recourse) available to the group to resolve grievances.	MORE	10.0	Citizens	Citizens	Right to bring private suits	Right to a legal trial	Legal Standing	Classical Athens	The 'dike' or private suit was the foundational legal mechanism for grievance resolution for Athenian citizens.	-403	This contemporary Athenian legal norm is cited in a speech written by Lysias around 403 BCE.	4	The right to bring private suits (dike) provides tangible legal and financial recourse.	4	Dike covers a very broad range of everyday civil and property disputes.	5	The standing to bring a suit is a permanent feature of citizen status.	4	Athenian citizenship is birth-fixed and hard to change.	1	Refers to standard Athenian litigation practices of the time.	4	Mentions private suits as a factual category of legal interaction.	0	Legal standing to bring a suit is not how 'citizen' is defined.
tlg0540.tlg004.perseus-eng2::0	Lysias	On A Wound By Premeditation	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Slave testimony under torture	['yet although it was open to him to procure his proof by having the woman tortured, he refused. She would first have informed you whether she was shared by us or belonged only to him, whether I contributed half the money or he gave it all, and whether we had been reconciled or were still enemies']	The speaker explicitly mentions that a woman's slave status allows for the possibility of using 'the test of torture' to extract evidence for a court case, a standard procedure in Athenian law for slave witnesses.	LESS	10.0	Slaves	Slaves	Protection from torture during legal proceedings	Protection from corporal punishment	Bodily Autonomy	Classical Athens	The verbatim refers to the specific Athenian procedural rule allowing the 'challenge' (proklesis) to torture a slave (basanos) for evidence.	-395	Lysias' speech 'On a Wound by Premeditation' is generally dated to the early 4th century BCE, around 395 BCE.	5	The potential to be tortured (basanos) is a severe material loss of bodily integrity.	4	Applicability of torture to slave testimony is a broad structural rule.	4	This status holds as long as the person is enslaved.	4	Slave status is a structural legal condition requiring manumission to leave.	1	Describes contemporary Athenian legal procedures for gathering evidence.	5	Refers to the 'test of torture' as an available legal procedure.	0	Being a slave is not defined by being a legal witness under torture.
tlg0540.tlg004.perseus-eng2::2	Lysias	On A Wound By Premeditation	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen right to native land	['but when I am in danger of losing my native land, I am not to be permitted even to ask her for a true statement on the matters for which I have been brought to this trial.', 'For they are not set on gaining money, but make it their business to expel one from one’s native land.', 'For it is equally unfair that I should be banished from my own country']	The speaker, an Athenian citizen, identifies the right to live in his native land and not be banished/expelled as a fundamental resource protected by the court unless a crime of premeditation is proven.	MORE	9.0	Citizens	Citizens	Right to reside in native land	Right to reside in the city	Bodily Autonomy	Classical Athens	The threat of banishment (exile) as a result of a legal trial for premeditation is a specific feature of the Athenian court on the Areopagus.	-395	This rule is contemporary to the speech written by Lysias for an Athenian court around 395 BCE.	5	Residence in native land and freedom from banishment are foundational material resources.	5	Residence in one's country is a major axis of societal inclusion.	5	Native residency is a lifelong expectation for citizens unless convicted.	4	Citizenship/nativity is a structural birth-status.	1	The speaker is currently in court defending his right to stay in Athens.	4	Describes the threat of banishment as a real legal outcome of the trial.	0	Residency rights are a consequence of citizenship, not its definition.
tlg0540.tlg004.perseus-eng2::3	Lysias	On A Wound By Premeditation	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Property exchange liturgy obligation	['while he cannot deny his having restored the yoke of oxen, the slaves, amid all the goods on the estate that he received under the exchange, he denies, in face of the settlement clearly made on every point, that we agreed to share the woman between us.']	The text refers to an 'exchange' (antidosis) related to a liturgy (public service), a rule where a wealthy citizen challenged to a liturgy could offer to exchange estates with another they deemed wealthier.	LESS	8.0	Wealthy	The wealthy	Right to retain property	Right to retain property	Material Wealth	Classical Athens	The 'antidosis' (exchange of property) was a unique Athenian legal mechanism related to the performance of public liturgies.	-395	Lysias describes a contemporary Athenian institution active during the late 5th and early 4th centuries BCE.	5	Liturgy obligations involve significant transfers of property and wealth.	4	Liturgy systems (antidosis) were a broad structural axis of Athenian wealth regulation.	4	Liturgy status and property exchange effects lasted for years or career-long.	3	Wealthy status is changeable but remains a durable social identity.	1	Describes the contemporary Athenian 'antidosis' (exchange of property) procedure.	4	Mentions the exchange of goods (oxen, slaves) as a factual procedure occurring.	0	Being wealthy does not by definition require an 'antidosis' procedure.
tlg0540.tlg008.perseus-eng2::1	Lysias	Accusation of Calumny	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Arbitrator-mediated legal proceedings	['This became evident: in the presence of the arbitrators Polycles angrily said that even my friends considered that I was in the wrong,—so they told him.']	The mention of 'arbitrators' in a dispute over a financial deposit reflects the Athenian legal practice where civil cases were often first heard by public or private arbitrators before reaching a jury court. This represents a resource (legal recourse) available to citizens to settle disputes.	MORE	10.0	Citizens	Citizens	Access to arbitration for civil disputes	Right to a legal trial	Legal Standing	Classical Athens	The system of public and private arbitrators was a standard preliminary step in Athenian civil litigation.	-400	Lysias' text captures the institutional reality of the Athenian legal system at the turn of the 4th century BCE.	3	Access to arbitration provides an alternative, potentially lower-cost path to legal recourse.	3	Specific stage in the legal process but a recurring one for many civil disputes.	2	Arbitration is a transient stage in a specific legal proceeding.	4	Citizen status is a stable legal/birth identity.	1	The mention of 'the arbitrators' reflects contemporary Athenian legal institutions.	5	Describes the presence of arbitrators as a factual part of the case timeline.	0	Being a citizen is not defined by having access to arbitrators.
tlg0540.tlg008.perseus-eng2::2	Lysias	Accusation of Calumny	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Third-party support in court	['My informant himself reported that you declared you would hinder those who intended to speak on my behalf, and had prevented several others already. What need have I to set the proof of these facts in a yet clearer light? I ask you, could that man know that, having asked Cleitodicus to speak next, I was refused?']	In Athenian law, litigants had the right to ask friends or capable speakers (synegoroi) to speak on their behalf. The text shows this was a standard practice/right (as the speaker is aggrieved it was blocked), confirming that citizens had access to the resource of collective legal advocacy.	MORE	9.0	Citizens	Citizens	Right to have supporting speakers (synegoroi)	Right to a legal trial	Legal Standing	Classical Athens	The use of supporting speakers (synegoroi) was an essential and characteristic right in the Athenian democratic courts.	-400	The work describes the contemporary rights of litigants in Athens during Lysias' professional activity.	3	The right to use supporting speakers is a procedural resource that affects trial outcomes.	3	Applies to the specific context of court trial procedures.	1	This right is exercised during a single trial episode.	4	Citizenship is a hard-to-change legal status.	1	The speaker is currently aggrieved by the blockage of this contemporary right.	4	Mentions the practice of asking for a supporting speaker as a standard right.	0	The definition of 'citizen' does not include the right to synegoroi.
tlg0540.tlg009.perseus-eng2::1	Lysias	For The Soldier	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen military service rotation	['having taken their oaths to enroll only those who had not served in the field, they violated those oaths']	The passage describes an oath taken by the generals (the rule-makers in this context) which establishes that citizens who had already served in the field are to be exempt from immediate re-enrollment, favoring those who had not yet served.	MORE	9.0	Citizens	Citizens	Exemption from consecutive mobilization	Exemption from manual labor	Bodily Autonomy	Classical Athens	The enrollment of citizens for military service by generals (strategoi) is a core institutional function of the Athenian state.	-394	The speech details contemporary Athenian military enrollment practices shortly after the Corinthian War began.	5	Exemption from military service preserves bodily safety and financial livelihood.	4	Rotation and exemption from service are broad structural rules of civic life.	3	Exemption is bounded to a recurring period after a campaign.	4	Citizen status is stable and birth-fixed.	1	Refers to contemporary oaths and mobilization practices of Athenian generals.	4	Reports the presence of a specific oath taken by officials to follow this rule.	0	Citizenship does not mean 'one who is exempt from consecutive service'.
tlg0540.tlg009.perseus-eng2::2	Lysias	For The Soldier	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Public debtor status from fines	['it was not reasonable that any of our citizens should be registered as public debtors out of personal enmity']	The text describes the process where a fine imposed by a magistrate and recorded by the Treasury clerks turns a citizen into a 'public debtor,' which is a loss of a resource (financial/legal standing).	LESS	9.0	Citizens	Citizens	Protection from public debt registration	Right to retain property	Material Wealth	Classical Athens	The registration of citizens as public debtors in the Treasury (the Opisthodomos storage) was a specific Athenian administrative penalty.	-394	The rule reflects the administrative and legal conditions of Athens during Lysias' floruit.	4	Public debt registration led to significant legal and financial disabilities (atimia).	4	Status as a public debtor affected a wide range of civic and financial rights.	4	Public debt status persists until the fine is paid, often a long-term burden.	4	Citizenship is a stable structural identity.	1	Describes the contemporary process of registration with Treasury clerks.	4	Factual description of the registration process despite the rhetorical 'not reasonable'.	0	Citizenship is not defined by protection from public debt registration.
tlg0540.tlg010.perseus-eng2::0	Lysias	Against Theomnestus 1	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Prohibition of speech for shield-deserters	['I see many of you in this place of judgement who were present at the time when Lysitheus was prosecuting Theomnestus for speaking before the people, since he had lost the right to do so by having cast away his armour.']	The text identifies a specific legal disability (loss of the right to address the assembly) applied to citizens who committed the act of throwing away their shield (rhipsaspia). This is a standard rule of atimia (disenfranchisement) in Athenian law.	LESS	10.0	Citizens	Citizens	Right to speak before the people	Right to address the assembly	Political Power	Classical Athens	Lysias was an orator in 4th-century BCE Athens; the speech concerns Athenian legal disabilities (atimia) for cowardice.	-384	Dated to the approximate floruit of Lysias (-384), during the period he was active as a logographer in Athens.	4	Political speech before the assembly is a concrete legal right with direct material power in a democracy.	5	The right to speak (isegoria) is a foundational societal axis for Athenian citizenship.	5	The loss of rights (atimia) for shield-deserters was a permanent lifelong legal standing.	4	Citizenship is a legal birth-status, though here modified by a permanent legal conviction.	1	Lysias is prosecuting/defending in a contemporary Athenian court regarding current laws.	5	Verbatim cites a specific past trial (Lysitheus vs Theomnestus) based on this statute.	0	Speaking rights are a consequence of status, not the definition of a soldier.
tlg0540.tlg010.perseus-eng2::1	Lysias	Against Theomnestus 1	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Slander penalty for specific terms	['if anyone asserts that a man has thrown it [his shield] away, he shall be liable to penalty', 'How monstrous it is, then, that when you have to avenge yourself on your enemies for slander you take the laws in the sense that I do now... you have taken proceedings yourself against Lysitheus for slander, because he said that you had cast your shield: yet there is nothing in the terms of the law about casting, whereas, if anyone says, that a man has thrown away his shield, it imposes a penalty of five hundred drachmae.']	The author cites a specific law (dike kakegorias) that protects citizens from certain forbidden terms (aporreta), specifically the accusation of throwing away one's shield in battle. The penalty of five hundred drachmae is explicitly mentioned as the legal resource (monetary redress) for the victim.	MORE	10.0	Citizens	Citizens	Protection from slander	Protection from public libel	Honor	Classical Athens	The 'dike kakegorias' (action for slander) and the 500 drachmae fine are specific features of the Athenian legal system.	-384	Dated to the approximate floruit of Lysias (-384), reflecting contemporary Athenian statutes on actionable insults.	5	A penalty of 500 drachmae is a tangible monetary transfer.	3	Relates to a specific recurring legal action for slander (dike kakegorias).	2	Applies to the duration of a single trial and its one-time payout.	4	Citizenship is a hard-to-change legal birth-status.	1	The author discusses a law currently in force in his own city.	5	The verbatim quotes the specific legal penalty (500 drachmae) as an established fact.	0	Protection from slander is not part of the definition of citizenship.
tlg0540.tlg010.perseus-eng2::2	Lysias	Against Theomnestus 1	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Double redress for servant injury	['All women who ply about overtly, and for hurt to a varlet the redress shall be double. Pay attention: overtly is openly, ply about is walk about, and a varlet is a servant.']	The author quotes an ancient law of Solon which specifies that if a servant (oiketes/varlet) is harmed, the legal redress or penalty is doubled. This provides a specific legal resource (protection/compensation) tied to the status of a servant.	MORE	9.0	Slaves	Slaves	Legal redress for physical injury	Right to a legal trial	Legal Standing	Archaic Athens (Solonic)	The verbatim refers to an ancient law using archaisms like 'varlet' (oiketes) attributed to the laws of Solon.	-594	The rule is explicitly cited as part of the Solonic code, which was established in the archonship of Solon in -594.	5	Legal redress for physical injury (doubled penalty) is a tangible bodily and monetary protection.	3	A specific legal protection regarding physical assault damages.	4	Holds as long as the individual remains in the status of a servant.	4	Slaves/servants held a structural legal status requiring manumission to change.	1	Lysias cites 'ancient laws' (of Solon) still treated as valid statute in his time.	5	Verbatim provides a literal definition and statutory instruction from the law.	0	The amount of redress for injury is not part of the definition of being a 'varlet'.
tlg0540.tlg010.perseus-eng2::3	Lysias	Against Theomnestus 1	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Freedom of interest rates	['Money shall be placed out at whatever rate the lender may choose. Placed out here, my fine fellow, is not a case of placing in the balance, but of drawing interest to such amount as one may choose.']	The text quotes a law establishing that lenders (defined by their possession of capital to lend) have the absolute right to determine the interest rate on loans, a significant economic resource in Athenian society.	MORE	9.0	Wealthy	The wealthy	Right to set interest rates	Political power	Political Power	Archaic Athens (Solonic)	Lysias is quoting an 'ancient law' to interpret its meaning; these economic regulations are historically attributed to Solon.	-594	Dated to the Solonic reforms (-594) as the speaker is quoting the legal text of that era to explain contemporary terms.	5	The right to set interest rates is a direct entitlement to wealth accumulation.	4	Covers the broad economic category of lending and capital return.	4	Holds for the duration of one's participation in the lending market.	3	Being a lender/wealthy person is a changeable but durable economic identity.	1	Refers to contemporary Athenian financial law cited in court.	5	The verbatim quotes a specific legal provision ('Money shall be placed out...').	0	Being a lender implies having capital, but not necessarily the legal right to unregulated interest.
tlg0540.tlg010.perseus-eng2::4	Lysias	Against Theomnestus 1	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Stocks for court-ordered confinement	['He shall have his foot confined in the stocks for five days, if the court shall make such addition to the sentence.']	The law of Solon cited here allows for a specific corporal punishment (confinement in the stocks/wood) for five days as a secondary penalty determined by a court, showing a limitation on the resource of bodily freedom for those convicted.	LESS	8.0	Citizens	Citizens	Protection from extended physical restraint	Protection from corporal punishment	Bodily Autonomy	Archaic Athens (Solonic)	Confinement in 'the wood' (stocks) is cited as a provision of an ancient statute attributed to the laws of Solon.	-594	Dated to the establishment of the Solonic law code (-594), which the author is quoting in court.	5	Confinement in stocks is a direct physical/bodily restraint.	3	A specific recurring court-ordered penalty.	2	The resource (bodily freedom) is lost for a brief five-day episode.	2	Applicable to the role-bound status of a convicted defendant.	1	Refers to a law of Solon still active in the author's present.	5	Verbatim cites the law's specific procedural instruction.	0	Citizenship does not define current innocence or freedom from types of punishment.
tlg0540.tlg016.perseus-eng2::1	Lysias	In Defense of Mantitheus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Magistracy candidacy scrutiny (dokimasia)	['in the case of scrutinies one has a right to render an account of one’s whole life. I request you, therefore, to give me a favorable hearing: I will make my defence as briefly as I can. ... And I see that you also take this view, and that many of those who served then in the cavalry are on the Council, while many others have been elected generals and brigadiers.']	The entire speech is situated within a 'dokimasia' (scrutiny), a mandatory legal process where citizen candidates for office (like the Council) must have their character and past conduct approved by current officials or a court to secure the right to serve.	MORE	10.0	Citizens	Citizens	Eligibility for the Council	Eligibility for public office	Political Power	Classical Athens	The dokimasia (scrutiny) was a standard constitutional procedure in the Athenian democracy for candidates for the Council (Boule).	-392	The speech 'In Defense of Mantitheus' is generally dated to approximately -392 based on internal references to recent campaigns.	4	Securing public office leads to direct political and potential material power.	4	Access to public office is a major category of civic life.	4	The outcome of a dokimasia determines a year-long (or career-long) right to serve.	2	Magistracy candidates are an episodic group defined by their pursuit of office.	1	The author is undergoing this exact contemporary legal procedure.	5	Describes the factual legal 'right to render an account' in a scrutiny.	0	Being a citizen candidate does not mean you have already passed the scrutiny.
tlg0540.tlg016.perseus-eng2::2	Lysias	In Defense of Mantitheus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Daughter's right to marriage dowry	['In the first place, although but little property had been bequeathed to me, owing to the disasters that had befallen both my father and the city, I bestowed two sisters in marriage with a dowry of thirty minae apiece; to my brother I allowed such a portion as made him acknowledge that he had got a larger share of our patrimony than I had']	Under Athenian social and legal norms, the male head of the family is expected to provide dowries for female relatives from the paternal estate to ensure their marriageability and maintenance, even if the estate is diminished.	MORE	9.0	Daughters	Women	Right to a marriage dowry	Right to a dowry	Material Wealth; Household Authority	Classical Athens	The obligation of a brother to provide dowries for his sisters is a fundamental norm of Athenian family law (oikos management).	-392	Dated to the time of Mantitheus's trial (-392), where he cites his fulfillment of these social duties as proof of character.	5	A dowry of thirty minae is a substantial tangible wealth transfer.	4	Dowry is a foundation of family property and marriage in this society.	4	The dowry holds for the duration of the marriage or its dissolution.	5	Daughters are biologically defined members of a lineage.	1	Refers to recent family events within the author’s own society.	4	Reports on personal actions taken according to standard social facts.	0	Being a daughter does not inherently mean one possesses a dowry.
tlg0540.tlg016.perseus-eng2::4	Lysias	In Defense of Mantitheus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Young citizen public speaking right	['I have had occasion to observe, gentlemen, that some people are annoyed with me merely for attempting at too early an age to speak before the people. But, in the first place, I was compelled to speak in public to protect my own interests']	While technically legal for any citizen to speak,social norms and potential legal prejudices (as shown by the 'annoyance' and need for defense) restricted the participation of younger citizens in the ekklesia/public forum until a more mature age.	LESS	7.0	Minors	Minors	Right to address the assembly	Right to address the assembly	Political Power	Classical Athens	Social norms in the Athenian ekklesia discouraged very young men from speaking, despite their legal right to do so.	-392	The speaker acknowledges this social prejudice during his scrutiny in -392.	4	The right to speak before the people is a major political resource.	5	Public speaking is a foundational political right for citizens.	3	This restriction is tied to the life stage of youth.	5	Age is a biologically fixed status at a given time.	1	Deals with the author's own experience in the contemporary assembly.	4	Factual observation of social 'annoyance' indicating a normative restriction.	0	Being minor/young does not logically entail not speaking in every culture.
tlg0540.tlg020.perseus-eng2::0	Lysias	For Polystratus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen protection from arbitrary disfranchisement	['And yet we find, gentlemen, that when someone puts forward his children with sobs and lamentations you take pity on the children for the disfranchisement that they will owe to him; and you overlook the fathers’ transgressions on account of the children, of whom you cannot yet tell whether they will grow up to be good citizens or bad.']	The text describes a standard legal practice in Athenian courts where the jury avoids disfranchising children (a loss of citizen rights) by pardoning the father, indicating a social and legal protection of the citizen status across generations.	MORE	9.0	Citizens	Citizens	Protection from disfranchisement	Right to citizenship	Legal Standing; Political Power	Classical Athens (The Four Hundred)	The speech concerns the conduct of Polystratus during the oligarchic revolution in Athens in 411 BCE.	-411	The rule describes judicial practices and social appeals during the period of political upheaval following the revolution of -411.	4	Protection from disenfranchisement preserves the material benefits of citizenship.	4	Citizen status is a broad category spanning most rights.	5	Citizenship is a lifelong, structural status.	4	Citizenship is a hard-to-change legal birth-status.	1	Describes the typical behavior of contemporary Athenian juries.	4	Report of a common court practice ('we find... you take pity').	0	Protection from losing a status is not part of the status's definition.
tlg0540.tlg020.perseus-eng2::1	Lysias	For Polystratus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Liturgy obligation for the wealthy	['Then, when he might well have put his fortune away out of sight and refused to help you, he preferred that you should have cognizance of it, in order that, even if he chose to play the knave, he could have no chance, but must contribute to the special levies and perform his public services.']	The passage highlights the requirement for wealthy citizens (those whose fortunes are known to the state) to fund special levies (eisphora) and perform public services (liturgies), effectively reducing their private resources for public benefit.	LESS	10.0	The wealthy	The wealthy	Right to retain own wealth	Right to retain property	Material Wealth	Classical Athens	The liturgy system (public services) and eisphora (special levies) were central to Athenian state finance for the wealthy.	-410	Dated to the approximate time of the trial of Polystratus (-410), following the restoration of democracy after the Four Hundred.	5	Special levies (eisphora) and liturgies are tangible financial extractions.	4	Liturgy obligations are a major recurring structural axis for the wealthy.	4	The obligation persists as long as the member remains within a wealth bracket.	3	Wealth is a durable identity but changeable through loss of property.	1	Describes the contemporary Athenian liturgical system.	5	Cites the necessity to perform public services as a factual legal requirement.	0	Wealth does not define the obligation to perform specific state services.
tlg0540.tlg020.perseus-eng2::2	Lysias	For Polystratus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen right to hold magistracies	['They do accuse him of having held many magistracies, but nobody is able to show that he was a bad magistrate. My own opinion is that it is not men of his character who are guilty of wrong in such situations... For our city was not betrayed by her good magistrates, but by her dishonest ones.']	The discussion of Polystratus's past roles as a magistrate and the general context of holding office (magistracies) presupposes the right of citizens to be appointed to these positions.	MORE	9.0	Citizens	Citizens	Eligibility for the archonship	Eligibility for public office	Political Power	Classical Athens	Eligibility for magistracies and the subsequent scrutiny of conduct were core rights and obligations of Athenian citizens.	-410	Dated to the prosecution/defense of Polystratus (-410) regarding his tenure as a magistrate.	4	Right to hold office provides direct material and social power.	4	Eligibility for magistracies is a broad class of citizen rights.	4	Eligibility is a lifelong/long-term status for citizens.	4	Citizenship is legal birth-status.	1	Discusses contemporary Athenian political institutions.	4	Reported fact of the defendant having held many magistracies.	0	Being a citizen does not define the right to hold office in every society.
tlg0540.tlg020.perseus-eng2::3	Lysias	For Polystratus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen right to trial	['The defendant, having done you no wrong, has submitted himself to justice immediately after those events, when your memory of what occurred was freshest, and he could best be put to the proof: he trusted in his own innocence and in the success which justice would award him in his trial.']	The text confirms that citizens have a right to a jury trial where they can argue their innocence and 'submit to justice' rather than being punished without process.	MORE	10.0	Citizens	Citizens	Protection from summary punishment	Protection from corporal punishment	Bodily Autonomy	Classical Athens	The right to 'submit to justice' (a formal jury trial) is a hallmark of the Athenian democratic legal system.	-410	Dated to the trial of Polystratus occurring around -410.	5	Protection from summary punishment is a direct bodily entitlement.	5	The right to a trial is a foundational legal personhood axis.	2	Tied to the specific episodic life-stage of being a defendant.	2	A defendant is a role-bound episodic group.	1	Author is speaking in an actual contemporary trial.	4	Refers to the defendant 'submitting to justice' as an available legal mechanism.	0	Being a citizen does not define the specific procedural right to trial.
tlg0540.tlg020.perseus-eng2::4	Lysias	For Polystratus	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Registrar expansion of citizenship	['after you had decreed that the government be entrusted to Five Thousand, proceeded as Registrar to make a list of nine thousand, his purpose being to risk no quarrel with any of his townsmen, but to enter the names of anyone who wished to be included; and then, if in some cases there was a disability, to do it as a favour.']	The passage describes the legal process of registration (by a Registrar) which determines who is included in the body of citizens with political rights.	MORE	8.0	The people	The multitude	Right to be recorded as a citizen	Right to citizenship	Legal Standing; Political Power	Classical Athens (The Five Thousand)	The rule describes the actions of a Registrar during the transitional regime of the Five Thousand in Athens.	-411	The registration process for the 'Nine Thousand' occurred during the oligarchic maneuvers of -411.	4	Being recorded as a citizen grants all the material rights of the state.	4	Registration is the process for a major right (citizenship).	5	Once registered, citizenship was typically lifelong and hereditary.	2	The 'nine thousand' were an episodic group defined by a specific political decree.	1	Refers to a recent historical event in Athenian politics.	4	Reports on the Registrar's factual actions and the decree's terms.	0	Being one of the 'townsmen' does not give you citizenship by definition.
tlg0540.tlg022.perseus-eng2::0	Lysias	Against The Corn-Dealers	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Grain purchase limit for dealers	['Tell me, sir, are you a resident alien? Yes. Do you reside as an alien to obey the city’s laws, or to do just as you please? To obey. Must you not, then, expect to be put to death, if you have committed a breach of the laws for which death is the penalty? I must. Then answer me: do you acknowledge that you bought up corn in excess of the fifty measures which the law sets as the limit? I bought it up on an order from the magistrates.']	The text identifies a specific legal limit (50 measures) on the amount of grain a corn-dealer (who is specifically addressed as a resident alien) can purchase at one time, with the penalty for violation being death.	LESS	10.0	Resident aliens	Foreigners	Right to buy corn in bulk	Right to retain own earnings	Material Wealth	Classical Athens	The regulation of grain (the corn-laws) and the control of metic (resident alien) dealers were strictly managed by Athenian magistrates.	-386	Internal evidence suggests this trial against the corn-dealers took place around -386 during a period of high grain prices.	5	Death is the ultimate material/bodily consequence of a rule.	3	A specific limit (50 measures) on a professional trade practice.	4	The professional restriction holds as long as one is an active corn-dealer.	3	Resident alien (metic) is a durable identity; occupation is a chosen training.	1	The author is conducting an actual cross-examination in a contemporary trial.	5	The verbatim cites the specific legal limit (50 measures) as a known law.	0	Being an alien does not define the quantity of grain one can buy.
tlg0540.tlg022.perseus-eng2::3	Lysias	Against The Corn-Dealers	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Special oversight for grain trade	['while for the sale of all other commodities you have appointed the market-clerks as controllers, for this trade alone you elect special corn-controllers by lot; and often you have been known to inflict the extreme penalty on those officials, who were citizens, for having failed to defeat the villainy of these men.']	The text identifies a specific class of citizen-officials (corn-controllers) who are uniquely vulnerable to the death penalty if they fail to manage the grain market effectively, a stricter standard than for other market controllers.	LESS	9.0	Corn-controllers	Magistrates	Protection from capital punishment	Protection from capital punishment	Bodily Autonomy	Classical Athens	Lysias was an orator in 4th-century Athens; the 'corn-controllers' (sitophylakes) were specific Athenian magistrates.	-386	The speech Against the Corn-Dealers is traditionally dated to 386 BCE, a time of grain scarcity in Athens.	5	Protection from capital punishment concerns bodily entitlement and the right to life.	3	Specific to the oversight of the grain trade rather than general legal immunity.	2	The risk is bounded to the duration of the specific term of office.	3	Corn-controller is an elective/allotted occupation, which is a durable but changeable social identity.	1	Lysias is describing a current Athenian administrative practice used in his own time.	5	Verbatim cites the election by lot and the specific penalties as plain institutional fact.	0	Being a grain official does not inherently mean one is subject to the death penalty.
tlg0540.tlg022.perseus-eng2::4	Lysias	Against The Corn-Dealers	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Liturgy obligation for the wealthy	['And it seems to me a strange thing that, when they have to contribute to a special levy of which everyone is to have knowledge, they refuse, making poverty their pretext']	The text refers to the 'special levy' (eisphora), a standard Athenian rule where wealthy individuals are required to contribute material funds to the state.	LESS	9.0	Wealthy individuals	The wealthy	Exemption from special levies	Exemption from taxes	Material Wealth	Classical Athens	The eisphora (special levy) was a direct tax on wealthy residents of the Athenian city-state.	-386	The speech reflects Athenian fiscal pressure and the enforcement of the eisphora circa 386 BCE.	5	Exemption from special levies involves retention of wealth and money.	4	The eisphora is a major category of tax covering many financial situations.	4	Tax status for the wealthy is a long-term structural feature of Athenian life.	3	Wealth brackets can change, but represent a durable social identity.	1	The eisphora was an active fiscal mechanism in 4th-century BCE Athens.	5	The verbatim describes the expectation of contribution as a known social fact.	0	Being wealthy does not by definition require paying a specific named levy.
tlg0540.tlg027.perseus-eng2::0	Lysias	Against Epicrates and his Fellow-envoys	Classical (500–360 BCE)	oration	Court speech or political oration invoking a specific extant law or procedure	Citizen assembly voting	['For they have found by experiment that, whenever they and their speeches seem likely to induce you to give your votes against justice, they easily obtain money from the guilty parties.']	The text refers to the Athenian citizens' (addressed as men of Athens/jurymen) power to cast votes in judicial and state matters, a core right of citizenship in this period.	MORE	10.0	Citizens	Citizens	Right to vote in the Ekklesia	Right to vote in the Ekklesia	Political Power	Classical Athens	The orator addresses an Athenian audience regarding their collective power to vote in the Assembly or Law Courts.	-390	The prosecution of Epicrates for his failed embassy occurred around 390 BCE after the Corinthian War began.	4	The right to vote in the assembly is a concrete legal right with direct material effects on policy.	5	Voting in the assembly is a foundational societal axis for Greek democracy.	5	The right to vote in the Ekklesia is a lifelong structural accompaniment of citizenship.	4	Citizenship is a legal birth-status, very hard to change or lose.	1	The author is addressing a contemporary Athenian jury during an active trial.	5	The power of the vote is treated as an undisputed fact of the legal system.	0	Citizenship does not technically define the act of voting in every possible society.
