rule_uid	file_id	perseus_id	criteria	rule	group	resource	directionality	verbatim	reasoning	confidence	rule_polity	rule_polity_reasoning	rule_time_reference	rule_time_reasoning	contemporary	factuality	factuality_work	is_historical	group_specificity	group_immutability	immutability_reasoning	resource_materiality	materiality_reasoning	resource_generality	resource_generality_reasoning	resource_persistence	persistence_reasoning	tautological	tautology_reasoning	secondary_reasoning	author	wikidata_id	wikidata_name	cliopatria_polity	impact_year	impact_date	impact_date_precision	birthdate	deathdate	occupations	description	work_title	perseus_title	wikidata_work_id	wikidata_work_label	period	genre	form_of_creative_work	instance_of	main_language	editors	pub_date	n_words	n_characters	n_pages
tlg1216.tlg001.perseus-eng1#11	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	In-group understanding of revelation	Christians	Access to divine understanding	MORE	[§97] [7] And for this reason the things which were thus done are plain to us, but obscure to them, because they did not hear the Lord’s voice.	The author distinguishes between the in-group ('us') and the out-group ('them'/Israel) based on the availability of the resource of 'plain' understanding of the scriptures.	9.0	Early Christian communities	The rule describes an in-group understanding of divine revelation, distinguishing Christians from 'them' (likely Jews), which is a characteristic of early Christian identity formation.	contemporary	The author is explaining a contemporary theological distinction between Christians and non-Christians regarding divine understanding.	1	0	3	0	5	3	Religion can be changed with effort, but it is a durable social identity.	1	Access to divine understanding is an abstract, intellectual, and spiritual resource.	4	Access to divine understanding is a broad category of spiritual insight.	5	Access to divine understanding is a lifelong, structural status for the group.	0	Access to divine understanding is a specific theological claim, not inherent in the definition of 'Christians'.	The group 'Christians' is a canonical religious group; the author distinguishes contemporary understanding of scriptures.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#12	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Jewish exclusion from baptismal remission	Israel	Access to baptism for remission of sins	LESS	[§121] [122] Concerning the water it has been written with regard to Israel that they will not receive the baptism that brings the remission of sins, but will build for themselves.	The author asserts that the contemporary Jewish community ('Israel') is excluded from the spiritual resource of baptismal remission as a consequence of their perceived theological errors.	9.0	Early Christian communities	The rule discusses the exclusion of Israel from Christian baptism, reflecting the theological distinctions and debates within early Christian communities.	contemporary	The author is addressing a contemporary theological stance on the availability of Christian sacraments to Jewish people.	1	0	3	0	5	4	Jewish identity is often tied to birth-status, making it very hard to change.	1	Access to baptism for remission of sins is a spiritual and abstract resource.	3	Access to baptism for remission of sins is a specific but broadly applicable ritual.	5	Access to baptism for remission of sins is a lifelong, structural status for the group.	0	Exclusion from a religious ritual is a theological claim, not inherent in the definition of 'Israel'.	The group 'Israel' is a canonical religious group; the author asserts their contemporary exclusion from baptism.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#13	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Gender	Prohibition of consorting with unclean women	Women	Right to social and physical consorting	LESS	[§108] [§116] nor shalt thou cleave to women who are unclean and who commit lawlessness in their mouths. For this animal gives birth with its mouth.	The author interprets Mosaic law to forbid men from 'cleaving' to or consorting with a specific category of women ('unclean'), thereby restricting the group's social integration and access to standard communal relationships.	8.0	Early Christian communities	The rule provides a moral injunction against consorting with 'unclean women,' reflecting ethical concerns and social norms within early Christian communities.	contemporary	The author is providing moral guidance relevant to the social and ethical conduct expected within his contemporary Christian community.	1	0	3	0	5	5	Women is a sex-defined group; membership is biologically fixed.	4	Right to social and physical consorting is a concrete legal right with direct material effects on social life.	5	Right to social and physical consorting is a high-level societal good.	4	The right to social consorting is a long-term right, revocable if one is deemed 'unclean'.	0	Prohibition of social consorting is a specific social restriction, not inherent in the definition of 'women'.	The group 'Women' is a canonical societal group; the author interprets a contemporary prohibition on association.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#14	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Exclusion of sinners from the council	Sinners	Right to sit in the counsel of the righteous	LESS	[§121] [§128] Therefore the wicked shall not rise up in judgment, nor sinners in the counsel of the righteous, for the Lord knoweth the way of the righteous, and the way of the ungodly shall perish.	Based on a prophetic interpretation, the author establishes that those categorized as 'sinners' are barred from the resource of participating in the assembly or 'counsel' of the righteous.	9.0	Early Christian communities	The rule speaks of the exclusion of sinners from the 'counsel of the righteous,' which reflects the moral and communal standards of early Christian groups.	contemporary	The author is articulating a principle of moral judgment and community membership pertinent to his contemporary Christian audience.	1	0	3	0	1	1	Being a 'sinner' is defined by actions/choices, making it behavioral and changeable.	3	Right to sit in counsel is access to a social role with tangible outcomes (decision-making).	4	Right to sit in the counsel of the righteous is a broad category of participation.	5	The right to sit in counsel is a lifelong, structural status, as 'sinners' are permanently excluded.	0	Exclusion from a council is a specific social/legal consequence, not inherent in the definition of 'sinners'.	The group 'Sinners' is defined by behavior, not a societal category; the author describes a contemporary exclusion.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#15	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Baptismal purification for believers	Christians	Right to spiritual purification	MORE	[§132] [11] He means to say that we go down into the water full of sins and foulness, and we come up bearing the fruit of fear in our hearts, and having hope on Jesus in the Spirit.	The author describes the ritual of baptism as the mechanism by which the religious in-group ('we') gains purification ('come up... bearing fruit') from spiritual 'foulness'.	9.0	Early Christian communities	The rule describes the process and spiritual effects of baptism for believers, a central practice and belief in early Christian communities.	contemporary	The author is explaining a core ritual and its meaning for his contemporary Christian audience.	1	1	3	0	5	3	Religion can be changed with effort, but it is a durable social identity.	1	Right to spiritual purification is a purely spiritual and abstract resource.	3	Right to spiritual purification is specific but broadly applicable.	5	Spiritual purification through baptism is a lifelong, structural change in status.	0	Spiritual purification through baptism is a specific religious ritual, not inherent in the definition of 'Christians'.	The group 'Christians' is a canonical religious group; the author describes the contemporary ritual of baptism.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#16	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Lineage	Inheritance priority for younger sons	Younger sons	Right to first-born blessing	MORE	[§150] [5] And Jacob crossed his hands, and placed his right hand on the head of Ephraim, the second and younger son, and blessed him... And Jacob said to Joseph... the greater shall serve the less, and this one shall indeed be blessed.	The text cites the biblical precedent of Jacob blessing Ephraim over Manasseh to establish a rule where the 'lesser' (younger) receives the primary blessing/inheritance usually reserved for the elder.	10.0	Mythological / legendary setting	The rule refers to the biblical narrative of Jacob blessing Ephraim, which is set in a legendary, pre-historical context.	past	The rule explicitly references an event from the Old Testament, placing it in a historical past relative to the author.	0	1	3	1	4	5	Birth order is a birth-fixed trait that cannot be changed by choice.	5	Right to first-born blessing implies inheritance, which is a tangible property/wealth entitlement.	4	Right to first-born blessing is a broad category of inheritance.	5	The right to a first-born blessing is a lifelong, structural status, determining inheritance.	0	Inheritance priority is a specific social/legal right, not inherent in the definition of 'younger sons'.	The group 'Younger sons' is a broad lineage group; the rule refers to a foundational biblical narrative.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#17	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Gentile inclusion in the covenant	Gentiles	Right to be the covenant heir	MORE	[§152] [7] What then does he say to Abraham, when he alone was faithful, and it was counted him for righteousness? Behold I have made thee, Abraham, the father of the Gentiles who believe in God in uncircumcision.	The author uses the example of Abraham to establish that Gentiles (the uncircumcised) are now considered the legitimate heirs of the covenant through faith.	9.0	Mythological / legendary setting	The rule references Abraham and the covenant, set in a legendary, pre-historical context, and reinterprets it for a Christian audience.	past	The rule refers to a foundational event in the Old Testament, which is in the past relative to the author, even if reinterpreted for the present.	1	1	3	1	5	5	Gentile status is based on birth and lineage, a strictly immutable characteristic.	1	Being a covenant heir is a symbolic and spiritual status, not a tangible or concrete material right.	5	Being a covenant heir is a foundational legal and spiritual standing.	5	Being a covenant heir is a lifelong, structural status, akin to inheritance or citizenship.	0	Being a Gentile does not inherently mean inclusion in the covenant; this is a new theological claim.	Canonical societal group; the rule references Abraham, a figure from a distant past.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#18	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Believer access to eternal life	Christians	Access to eternal life	MORE	[§132] [11] He means that whosoever hears and believes these things spoken shall live for ever.	The text identifies faith and hearing the word as the criteria for gaining the resource of eternal life.	9.0	Early Christian communities	The rule describes the conditions for believers to attain eternal life, a core tenet and promise within early Christian communities.	contemporary	The author is articulating a fundamental belief about salvation for his contemporary Christian audience.	1	1	3	0	5	3	Becoming a Christian involves belief and hearing, a changeable but durable social identity.	1	Eternal life is a purely spiritual and abstract concept, not a material resource.	5	Eternal life is a high-level spiritual good applicable to all life outcomes.	5	Eternal life is by definition a lifelong, indeed everlasting, resource.	0	Being a Christian does not inherently mean access to eternal life; it's a belief-based outcome.	Canonical societal group; the author describes a contemporary religious belief.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#19	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Gentile access to salvation	Gentiles	Access to spiritual salvation	MORE	[§160] The Prophet therefore says, I the Lord thy God did call thee in righteousness, and I will hold thy hands, and I will give thee strength, and I have given thee for a covenant of the people, for a light to the Gentiles, to open the eyes of the blind, and to bring forth from their fetters those that are bound. | [§161] Again the Prophet says, Lo, I have made thee a light for the Gentiles, to be for salvation unto the ends of the earth, thus saith the Lord the God who did redeem thee.	The author identifies the current Christian community as those redeemed by the fulfillment of these prophecies, extending the resource of 'salvation' and 'light' to the group of Gentiles.	9.0	Early Christian communities	The rule discusses the inclusion of Gentiles in salvation, a key theological development and concern for early Christian communities.	contemporary	The author is addressing a contemporary theological point about the universal reach of Christian salvation.	1	1	3	0	5	5	Gentile status is based on birth and lineage, a strictly immutable characteristic.	1	Spiritual salvation is an abstract and non-material resource.	5	Spiritual salvation is a high-level spiritual good applicable to all life outcomes.	5	Spiritual salvation is a lifelong, structural change in status.	0	Being a Gentile does not inherently mean access to spiritual salvation; this is a theological extension.	Canonical societal group; the author describes a contemporary religious belief.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#20	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Jewish Sabbath observance rejection	Jewish people	Divine acceptance of ritual observance	LESS	[§171] Furthermore he says to them, Your new moons and the sabbaths I cannot away with. Do you see what he means? The present sabbaths are not acceptable to me, but that which I have made, in which I will give rest to all things and make the beginning of an eighth day, that is the beginning of another world.	The text explicitly states that the traditional 'present sabbaths' observed by the Jewish people are no longer acceptable to God, meaning the group no longer has the resource of divine favor through that specific ritual.	10.0	Early Christian communities	The rule rejects Jewish Sabbath observance in favor of a new Christian understanding, reflecting the theological divergence of early Christianity from Judaism.	contemporary	The author is making a contemporary theological argument against Jewish practices and for a new Christian interpretation of holy days.	1	1	3	0	5	5	Jewish people are defined by birth and lineage, a strictly immutable characteristic.	1	Divine acceptance of ritual observance is a spiritual and symbolic resource.	3	Divine acceptance of ritual observance is specific but recurring.	4	Divine acceptance of ritual observance is a long-term status, revocable by divine decree.	0	Jewish people are not defined by divine rejection of Sabbath observance; this is a new religious decree.	Canonical societal group; the author discusses contemporary religious practices.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#21	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Christian eighth day celebration	Christians	Right to celebrate holy days	MORE	[§172] Wherefore we also celebrate with gladness the eighth day in which Jesus also rose from the dead, and was made manifest, and ascended into Heaven.	The author establishes a new rule for the Christian group ('we'), granting them the resource of a specific holy day (the eighth day/Sunday) in contrast to the rejected seventh-day Sabbath.	10.0	Early Christian communities	The rule describes the Christian celebration of the eighth day, which is a specific practice and theological innovation of early Christian communities.	contemporary	The author is describing a current practice and its theological justification for his contemporary Christian audience.	1	1	3	0	5	3	Becoming a Christian involves belief and adherence, a changeable but durable social identity.	2	Celebrating holy days is a ritual practice with weak material payoff, primarily symbolic.	3	Right to celebrate holy days is a specific but recurring religious practice.	3	The right to celebrate holy days recurs annually or cyclically throughout life.	0	Being a Christian does not inherently mean celebrating the eighth day; this is a specific religious practice.	Canonical societal group; the author describes a contemporary religious practice.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#22	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Jewish exclusion from the Temple	Jewish people	Right to a physical temple	LESS	[§178] Again, it was made manifest that the city and the temple and the people of Israel were to be delivered up. For the Scripture says, And it shall come to pass in the last days that the Lord shall deliver the sheep of his pasture, and the sheep-fold, and their tower to destruction.	The author notes the destruction of the physical temple as a divine decree against the 'people of Israel', removing their access to a physical holy site.	9.0	Early Christian communities	The rule interprets scripture to declare the destruction of the Jewish city and temple, reflecting a theological stance prevalent in early Christian thought regarding the fate of Israel.	contemporary	The author is interpreting scripture to explain contemporary events and theological positions regarding the Jewish people.	1	1	3	0	5	5	Jewish people are defined by birth and lineage, a strictly immutable characteristic.	5	A physical temple is a tangible property, and its loss has direct material effect.	3	Right to a physical temple is specific but broadly applicable for religious practice.	5	The destruction of a physical temple is a structural, long-lasting loss of a resource.	0	Jewish people are not defined by lacking a physical temple; this is a historical event and theological interpretation.	Canonical societal group; the author refers to the recent destruction of the Temple.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#23	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Religion	Believer access to spiritual indwelling	Christians	Divine presence within the individual	MORE	[§181] When we received the remission of sins, and put our hope on the Name, we became new, being created again from the beginning; wherefore God truly dwells in us, in the habitation which we are. | [§183] This is a spiritual temple being built for the Lord.	The author defines a new rule for believers where the 'resource' of God's presence (the temple) is shifted from a building to the group of believers themselves.	9.0	Early Christian communities	The rule describes the spiritual indwelling of God within believers, a central theological concept for early Christian communities.	contemporary	The author is explaining a core spiritual experience and belief for his contemporary Christian audience.	1	1	3	0	5	3	Believers are defined by faith, a changeable but durable social identity.	1	Divine presence within an individual is a spiritual and abstract resource.	5	Divine presence within the individual is a high-level spiritual good.	5	Divine presence within an individual is a lifelong, structural change in being.	0	Being a Christian does not inherently mean divine presence within the individual; this is a theological concept.	Canonical societal group; the author describes a contemporary religious belief.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#24	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Age	Mandatory religious education for children	Heirs (children)	Access to religious education	MORE	[§195] Thou shalt not withhold thy hand from thy son or from thy daughter, but shalt teach them the fear of God from their youth up.	The text establishes a rule for parents to provide religious instruction to their children, framing the 'fear of God' as a resource/knowledge they must receive.	9.0	Early Christian communities (Roman Empire)	The rule reflects the moral and religious teachings directed at early Christian communities within the Roman Empire, emphasizing the 'fear of God'.	contemporary	The epistle is addressed to contemporary Christian communities during the author's floruit, prescribing behavior for them.	1	1	3	0	4	5	Children are defined by birth and age, a strictly immutable characteristic.	3	Access to religious education is a social practice that produces tangible outcomes (knowledge, social integration).	4	Access to religious education is a broad category of societal good.	3	Access to religious education is bounded to the life stage of youth.	0	Being a child does not inherently mean access to religious education; this is a parental obligation.	Broad societal group; the author describes a contemporary parental obligation.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#25	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Freedom	Slave obedience to masters	Slaves	Right to autonomous action	LESS	[§197] Thou shalt obey thy masters as a type of God in modesty and fear	The text explicitly demands obedience from the group defined by the absence of freedom (slaves/servants) toward their masters, conceptualizing masters as divine representatives.	10.0	Early Christian communities (Roman Empire)	This rule addresses the conduct of slaves within early Christian households, a common social structure in the Roman Empire.	contemporary	The instruction is given to contemporary Christian communities, reflecting social norms and religious teachings of the author's time.	1	1	3	0	5	4	Slave status is a legal/structural birth-status, very hard to change.	5	Right to autonomous action (freedom) is a fundamental bodily entitlement.	5	Right to autonomous action is a foundational aspect of bodily freedom.	5	Autonomous action is a fundamental right, its absence (slavery) is a lifelong structural condition.	1	Slaves are defined by their lack of autonomous action and obligation to obey masters.	Canonical societal group; the author describes a contemporary social hierarchy.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#26	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Freedom	Protection from harsh command	Slaves	Protection from verbal abuse or bitterness	MORE	[§197] thou shalt not command in bitterness thy slave or handmaid who hope on the same God, lest they cease to fear the God who is over you both	While in a subordinate position, the slave is granted a degree of protection from 'bitter' treatment based on shared religious status.	9.0	Early Christian communities (Roman Empire)	The rule addresses the treatment of slaves within early Christian communities, reflecting the social context of the Roman Empire.	contemporary	The epistle provides guidance for the behavior of masters in contemporary Christian households during the author's lifetime.	1	1	3	0	5	4	Slave status is a legal/structural birth-status, very hard to change.	4	Protection from verbal abuse is a concrete legal/social right with direct material effect on well-being.	3	Protection from verbal abuse is a specific but broadly applicable protection.	4	Protection from abuse is a long-term right, lasting as long as the condition of servitude.	0	Protection from verbal abuse is not inherent in the definition of a slave; it's a specific right.	Canonical societal group; the author describes a contemporary social interaction.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#27	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Wealth / Properties	Wealthy obligation to the poor	Wealthy citizens	Right to retain exclusive property	LESS	[§198] Thou shalt share all things with thy neighbour and shall not say that they are thy own property; for if you are sharers in that which is incorruptible, how much more in that which is corruptible?	The passage establishes a rule of communal sharing that reduces the wealthy's right to exclusive ownership of material resources.	9.0	Early Christian communities (Roman Empire)	The rule advocates for communal sharing among early Christians, a practice often associated with early Christian communities within the Roman Empire.	contemporary	The instruction is a moral teaching for contemporary Christian communities during the author's floruit.	1	1	3	0	4	3	Wealth bracket is changeable with effort but a durable social identity.	5	The right to retain exclusive property is a tangible wealth entitlement.	5	Right to retain exclusive property is a foundational societal good.	4	The right to retain property is a long-term status, but can be revoked or altered by communal rules.	0	Wealthy citizens are not defined by an obligation to share property; this is a moral injunction.	Broad societal group; the author describes a contemporary ethical obligation.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#28	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Wealth / Properties	Advocacy for the rich	The poor	Right to impartial justice	LESS	[§203] ...advocates of the rich, unjust judges of the poor, altogether sinful.	The author identifies the lack of impartial justice for the poor ('unjust judges') as a hallmark of the 'Way of the Black One', implying a societal rule or common practice that favors the wealthy.	8.0	Early Christian communities (Roman Empire)	The rule criticizes social injustices within early Christian communities, specifically the partiality of judges towards the rich, a common issue in the Roman Empire.	contemporary	The verbatim describes a contemporary social problem within the Christian communities the author is addressing.	1	1	3	0	5	3	Poverty is a wealth bracket, changeable with effort but a durable social identity.	4	Right to impartial justice is a concrete legal right with direct material effect.	5	Right to impartial justice is a foundational legal standing.	4	Impartial justice is a long-term societal right, though it can be denied or revoked.	0	Poor people are not defined by lacking impartial justice; this describes a societal failing.	Canonical societal group; the author describes a contemporary social injustice.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1216.tlg001.perseus-eng1#29	tlg1216.tlg001.perseus-eng1	tlg1216.tlg001	Nobility	Noble obligation to provide aid	Kings (those in high positions)	Freedom from social obligations	LESS	[§208] I beseech those who are in high positions, if you will receive any counsel of my goodwill, have among yourselves those to whom you may do good; fail not.	The author explicitly directs a rule toward those in high social/political positions, obligating them to provide aid to others.	8.0	Early Christian communities (Roman Empire)	The rule addresses those in 'high positions' within early Christian communities, urging them to provide aid, reflecting the social hierarchy of the Roman Empire.	contemporary	The counsel is given to contemporary leaders within the Christian communities of the author's time.	1	1	3	0	3	3	Kings/high positions are occupations/roles acquired through effort, a durable social identity.	4		4	Freedom from social obligations is a broad category of societal exemption.	4	Freedom from social obligations is a long-term status tied to one's position, but can be changed.	0	Kings are not defined by social obligations; this is a specific moral or political duty.	Specific role within a broader class; the author describes a contemporary social obligation.	Barnabas	Q185856	Barnabas	Roman Empire;(Roman Empire)	36	36	century	1.0	61.0	presbyter	early Christian disciple and bishop	Epistle of Barnabas	The Epistle of Barnabas	Q262557	Epistle of Barnabas	Hellenistic & Early Roman (165 BCE – 105 CE)	apocryphal epistle		letter, New Testament apocrypha	English	Kirsopp Lake	1912	9525	50598	38
tlg1419.tlg001.perseus-eng1#0	tlg1419.tlg001.perseus-eng1	tlg1419.tlg001	Age	Parental obligation of family correction	Parents	Right to exercise family discipline	MORE	[§1] But you are indulgent, and do not correct your family, but have allowed them to become corrupt. For this reason the Lord is angry with you, but he will heal all the past evils in your family, for because of their sins and wickednesses have you been corrupted by the things of daily life. [...] Do not cease, then, correcting your children, for I know that if they repent with all their heart, they will be inscribed in the books of life with the saints.	The text identifies a specific societal and religious expectation placed upon parents to actively correct and discipline their children. Failure to do so is cited as a cause for divine anger, establishing the exercise of discipline as a necessary paternal/maternal function.	9.0	Early Christian communities (Roman Empire)	The rule describes the moral obligations of parents within early Christian communities, reflecting the social and religious norms of the Roman Empire.	contemporary	The text directly addresses Hermas's own family and the contemporary Christian community in Rome.	1	1	3	0	4	3	Parental status is a durable social identity, though not strictly immutable.	3	Exercising family discipline is a social role with tangible outcomes on family structure and behavior.	4	Right to exercise family discipline is a broad category of parental authority.	3	Family discipline is a resource exercised during the period of raising children.	0	Parents are not defined by exercising family discipline; this is a specific parental duty.	Broad societal group; the author describes a contemporary parental obligation.	Hermas	Q1799472	Hermas	Roman Empire;(Roman Empire)	150	150	century	150.0	150.0	writer	2nd century Roman freedman and writer	The Shepherd of Hermas	The Shepherd of Hermas	Q898808	The Shepherd of Hermas	High Roman Empire (135–205 CE)			literary work, New Testament apocrypha	English	Kirsopp Lake	1913	38367	204544	153
