author_code	work_code	filename	file_path	title	author	editors	publisher	pub_place	pub_date	source_bibl	languages	extent	funder	principal	text_length	word_count	source_date
tlg0008	tlg001	tlg0008.tlg001.perseus-eng2.xml	tlg0008/tlg001/tlg0008.tlg001.perseus-eng2.xml	The Deipnosophists	Athenaeus	Charles Duke Yonge; Charles Duke Yonge	Trustees of Tufts University	Medford, MA	2013	"Athenaeus
                    The Deipnosophists
                    Or Banquet Of The Learned Of Athenaeus
                Charles Duke Yonge
                        London
                        Henry G. Bohn
                        1854
                1-3
                Internet Archive
                Internet Archive
                Internet Archive"	eng; grc		The National Endowment for the Humanities	Gregory Crane	3424234	433058	1854
tlg0090	tlg001	tlg0090.tlg001.opp-grc1.xml	tlg0090/tlg001/tlg0090.tlg001.opp-grc1.xml	Geographiae Informatio	Agathemerus	"Carolus Müller
                                        Karl Müller"	University of Leipzig	Germany	2015		lat; grc				20531	1987	1861
tlg0090	tlg001	tlg0090.tlg001.opp-lat1.xml	tlg0090/tlg001/tlg0090.tlg001.opp-lat1.xml	Geographiae Informatio	Agathemerus	"Carolus Müller
                                        Karl Müller"	University of Leipzig	Germany	2015		lat; grc				20088	1910	1861
tlg0099	tlg001	tlg0099.tlg001.perseus-eng3.xml	tlg0099/tlg001/tlg0099.tlg001.perseus-eng3.xml	Geography (Books 6-14)	Strabo	Horace Leonard Jones; Horace Leonard Jones	Trustees of Tufts University	Medford, MA	Perseus 2.0	Hdt. 1.167	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	1404784	241490	1924-1929
tlg0099	tlg001	tlg0099.tlg001.perseus-eng4.xml	tlg0099/tlg001/tlg0099.tlg001.perseus-eng4.xml	Geography	Strabo	Hans Claude Hamilton; William Falconer; Hans Claude Hamilton; William Falconer	Trustees of Tufts University	Medford, MA	Perseus 4.0	Iliad vii. 421; Odyssey xix. 433	eng; grc; lat		Tufts University	Gregory Crane	2889791	490711	1854-1857
tlg0099	tlg001	tlg0099.tlg001.perseus-grc2.xml	tlg0099/tlg001/tlg0099.tlg001.perseus-grc2.xml	Γεωγραφικά	Strabo	August Meinecke; August Meinecke	Trustees of Tufts University	Medford, MA	1877	Hom. Od. 1.184	grc; eng; lat	About 100Kb	The Annenberg CPB/Project	Gregory Crane	1813284	288521	1877
tlg4091	tlg001	tlg4091.tlg001.perseus-grc2.xml	tlg4091/tlg001/tlg4091.tlg001.perseus-grc2.xml	Ἐκφράσεις	Callistratus	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	25135	3981	1871
tlg0543	tlg001	tlg0543.tlg001.perseus-grc2.xml	tlg0543/tlg001/tlg0543.tlg001.perseus-grc2.xml	Ἱστορίαι	Polybius	Theodor Büttner-Wobst; Theodor Büttner-Wobst	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; lat				2745492	313642	1893-
tlg0543	tlg001	tlg0543.tlg001.perseus-eng2.xml	tlg0543/tlg001/tlg0543.tlg001.perseus-eng2.xml	The Histories	Polybius	Evelyn S. Shuckburgh; Evelyn S. Shuckburgh	Trustees of Tufts University	Medford, MA	Perseus 3.0	Livy Ep. 12	eng; grc; xgreek; lat; deu; fre; ita		Robert B. Strassler	Gregory Crane	2600475	449049	1889
tlg0526	tlg001	tlg0526.tlg001.perseus-grc2.xml	tlg0526/tlg001/tlg0526.tlg001.perseus-grc2.xml	Ἰουδαϊκὴ ἀρχαιολογία	Flavius Josephus	Benedikt Niese; Benedikt Niese	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng		Tufts University	Gregory Crane	2074874	312019	1885-1890
tlg0526	tlg001	tlg0526.tlg001.perseus-eng2.xml	tlg0526/tlg001/tlg0526.tlg001.perseus-eng2.xml	Antiquities of the Jews	Flavius Josephus	William Whiston; William Whiston	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng; grc; xgreek; xhebrew		Tufts University	Gregory Crane	2911972	530727	1856
tlg0526	tlg003	tlg0526.tlg003.perseus-eng2.xml	tlg0526/tlg003/tlg0526.tlg003.perseus-eng2.xml	Against Apion	Flavius Josephus	William Whiston; William Whiston	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng; lat; xhebrew		Tufts University	Gregory Crane	229973	41306	1856
tlg0526	tlg003	tlg0526.tlg003.perseus-grc2.xml	tlg0526/tlg003/tlg0526.tlg003.perseus-grc2.xml	περὶ ἀρχαιότητος Ἰουδαίων	Flavius Josephus	Benedikt Niese; Benedikt Niese	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; lat; eng		Tufts University	Gregory Crane	154572	22743	1889
tlg0526	tlg004	tlg0526.tlg004.perseus-grc2.xml	tlg0526/tlg004/tlg0526.tlg004.perseus-grc2.xml	Ἰουδαϊκοῦ πολέμου πρὸς Ῥωμαίους	Flavius Josephus	Benedikt Niese; Benedikt Niese	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; lat; eng		Tufts University	Gregory Crane	846878	125289	1895
tlg0526	tlg004	tlg0526.tlg004.perseus-eng2.xml	tlg0526/tlg004/tlg0526.tlg004.perseus-eng2.xml	The Wars of the Jews	Flavius Josephus	William Whiston; William Whiston	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng; lat		Tufts University	Gregory Crane	1289558	233794	1856
tlg0526	tlg002	tlg0526.tlg002.perseus-eng2.xml	tlg0526/tlg002/tlg0526.tlg002.perseus-eng2.xml	The Life of Flavius Josephus	Flavius Josephus	William Whiston; William Whiston	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Tufts University	Gregory Crane	145474	27074	1856
tlg0526	tlg002	tlg0526.tlg002.perseus-grc2.xml	tlg0526/tlg002/tlg0526.tlg002.perseus-grc2.xml	Ἰωσήπου βίος	Flavius Josephus	Benedikt Niese; Benedikt Niese	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng		Tufts University	Gregory Crane	107842	15783	1890
tlg0341	tlg002	tlg0341.tlg002.perseus-grc2.xml	tlg0341/tlg002/tlg0341.tlg002.perseus-grc2.xml	Ἀλεξάνδρα	Lycophron	A.W. Mair; A.W. Mair	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; eng		Google Digital Humanities Awards Program	Gregory Crane	78743	7488	1921
tlg0545	tlg001	tlg0545.tlg001.perseus-grc2.xml	tlg0545/tlg001/tlg0545.tlg001.perseus-grc2.xml	Περὶ ζῴων ἰδιότητος	Aelian	Rudolf Hercher; Ulrich von Wilamowitz-Moellendorff; Rudolf Hercher	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	644467	103309	1864
tlg0545	tlg003	tlg0545.tlg003.perseus-grc2.xml	tlg0545/tlg003/tlg0545.tlg003.perseus-grc2.xml	ἐκ τῶν Αἰλιανοῦ ἀγροικικῶν ἐπιστολῶν	Aelian	Rudolf Hercher; Ulrich von Wilamowitz-Moellendorff; Rudolf Hercher	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	13249	2181	1866
tlg0545	tlg002	tlg0545.tlg002.perseus-grc2.xml	tlg0545/tlg002/tlg0545.tlg002.perseus-grc2.xml	Ποικίλη ἱστορία	Aelian	Rudolf Hercher; Ulrich von Wilamowitz-Moellendorff; Rudolf Hercher	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	248002	38571	1866
tlg2018	tlg002	tlg2018.tlg002.perseus-grc2.xml	tlg2018/tlg002/tlg2018.tlg002.perseus-grc2.xml	Ἐκκλησιαστικὴ ἱστορία	Eusebius of Caesarea	Kirsopp Lake; J.E.L. Oulton; H.J. Lawlor; Kirsopp Lake; J.E.L. Oulton; H.J. Lawlor	Trustees of Tufts University	Medford, MA	Perseus 4.0	1 Tim. 6, 20	grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	692339	103514	1926-1932
tlg0527	tlg053	tlg0527.tlg053.perseus-eng2.xml	tlg0527/tlg053/tlg0527.tlg053.perseus-eng2.xml	Ezekiel	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	203781	38778	2000-2024
tlg0527	tlg036	tlg0527.tlg036.perseus-eng2.xml	tlg0527/tlg036/tlg0527.tlg036.perseus-eng2.xml	Hosea	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	27211	5043	2000-2024
tlg0527	tlg031	tlg0527.tlg031.perseus-eng2.xml	tlg0527/tlg031/tlg0527.tlg031.perseus-eng2.xml	Canticle	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	13734	2566	2000-2024
tlg0527	tlg038	tlg0527.tlg038.perseus-eng2.xml	tlg0527/tlg038/tlg0527.tlg038.perseus-eng2.xml	Micah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	15959	2981	2000-2024
tlg0527	tlg001	tlg0527.tlg001.perseus-eng2.xml	tlg0527/tlg001/tlg0527.tlg001.perseus-eng2.xml	Genesis	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	196481	36165	2000-2024
tlg0527	tlg039	tlg0527.tlg039.perseus-eng2.xml	tlg0527/tlg039/tlg0527.tlg039.perseus-eng2.xml	Joel	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	10429	1921	2000-2024
tlg0527	tlg006	tlg0527.tlg006.perseus-eng2.xml	tlg0527/tlg006/tlg0527.tlg006.perseus-eng2.xml	Joshua	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	99352	18401	2000-2024
tlg0527	tlg030	tlg0527.tlg030.perseus-eng2.xml	tlg0527/tlg030/tlg0527.tlg030.perseus-eng2.xml	Ecclesiastes	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	28432	5504	2000-2024
tlg0527	tlg008	tlg0527.tlg008.perseus-eng2.xml	tlg0527/tlg008/tlg0527.tlg008.perseus-eng2.xml	Judges	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	96845	18272	2000-2024
tlg0527	tlg037	tlg0527.tlg037.perseus-eng2.xml	tlg0527/tlg037/tlg0527.tlg037.perseus-eng2.xml	Amos	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	21625	4031	2000-2024
tlg0527	tlg015	tlg0527.tlg015.perseus-eng2.xml	tlg0527/tlg015/tlg0527.tlg015.perseus-eng2.xml	I Chronicles	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	110431	19903	2000-2024
tlg0527	tlg012	tlg0527.tlg012.perseus-eng2.xml	tlg0527/tlg012/tlg0527.tlg012.perseus-eng2.xml	II Samuel	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	103258	19920	2000-2024
tlg0527	tlg048	tlg0527.tlg048.perseus-eng2.xml	tlg0527/tlg048/tlg0527.tlg048.perseus-eng2.xml	Isaiah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	191379	36105	2000-2024
tlg0527	tlg046	tlg0527.tlg046.perseus-eng2.xml	tlg0527/tlg046/tlg0527.tlg046.perseus-eng2.xml	Zechariah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	31787	6057	2000-2024
tlg0527	tlg041	tlg0527.tlg041.perseus-eng2.xml	tlg0527/tlg041/tlg0527.tlg041.perseus-eng2.xml	Jonah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	6513	1263	2000-2024
tlg0527	tlg013	tlg0527.tlg013.perseus-eng2.xml	tlg0527/tlg013/tlg0527.tlg013.perseus-eng2.xml	I Kings	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	123005	23609	2000-2024
tlg0527	tlg014	tlg0527.tlg014.perseus-eng2.xml	tlg0527/tlg014/tlg0527.tlg014.perseus-eng2.xml	II Kings	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	118288	22666	2000-2024
tlg0527	tlg040	tlg0527.tlg040.perseus-eng2.xml	tlg0527/tlg040/tlg0527.tlg040.perseus-eng2.xml	Obadiah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	3616	618	2000-2024
tlg0527	tlg047	tlg0527.tlg047.perseus-eng2.xml	tlg0527/tlg047/tlg0527.tlg047.perseus-eng2.xml	Malachi	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	9026	1687	2000-2024
tlg0527	tlg049	tlg0527.tlg049.perseus-eng2.xml	tlg0527/tlg049/tlg0527.tlg049.perseus-eng2.xml	Jeremiah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	221651	41825	2000-2024
tlg0527	tlg032	tlg0527.tlg032.perseus-eng2.xml	tlg0527/tlg032/tlg0527.tlg032.perseus-eng2.xml	Job	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	92594	17712	2000-2024
tlg0527	tlg003	tlg0527.tlg003.perseus-eng2.xml	tlg0527/tlg003/tlg0527.tlg003.perseus-eng2.xml	Leviticus	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	123133	23410	2000-2024
tlg0527	tlg004	tlg0527.tlg004.perseus-eng2.xml	tlg0527/tlg004/tlg0527.tlg004.perseus-eng2.xml	Numbers	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	171754	31222	2000-2024
tlg0527	tlg005	tlg0527.tlg005.perseus-eng2.xml	tlg0527/tlg005/tlg0527.tlg005.perseus-eng2.xml	Deuteronomy	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	145403	27620	2000-2024
tlg0527	tlg002	tlg0527.tlg002.perseus-eng2.xml	tlg0527/tlg002/tlg0527.tlg002.perseus-eng2.xml	Exodus	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	164223	30828	2000-2024
tlg0527	tlg056	tlg0527.tlg056.perseus-eng2.xml	tlg0527/tlg056/tlg0527.tlg056.perseus-eng2.xml	Daniel	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	61612	11515	2000-2024
tlg0527	tlg051	tlg0527.tlg051.perseus-eng2.xml	tlg0527/tlg051/tlg0527.tlg051.perseus-eng2.xml	Lamentations	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	17993	3379	2000-2024
tlg0527	tlg042	tlg0527.tlg042.perseus-eng2.xml	tlg0527/tlg042/tlg0527.tlg042.perseus-eng2.xml	Nahum	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	6538	1194	2000-2024
tlg0527	tlg045	tlg0527.tlg045.perseus-eng2.xml	tlg0527/tlg045/tlg0527.tlg045.perseus-eng2.xml	Haggai	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	5603	1034	2000-2024
tlg0527	tlg011	tlg0527.tlg011.perseus-eng2.xml	tlg0527/tlg011/tlg0527.tlg011.perseus-eng2.xml	I Samuel	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	125055	24043	2000-2024
tlg0527	tlg016	tlg0527.tlg016.perseus-eng2.xml	tlg0527/tlg016/tlg0527.tlg016.perseus-eng2.xml	II Chronicles	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	137206	25295	2000-2024
tlg0527	tlg029	tlg0527.tlg029.perseus-eng2.xml	tlg0527/tlg029/tlg0527.tlg029.perseus-eng2.xml	Proverbs	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	79647	14470	2000-2024
tlg0527	tlg027	tlg0527.tlg027.perseus-eng2.xml	tlg0527/tlg027/tlg0527.tlg027.perseus-eng2.xml	Psalms	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	221516	41346	2000-2024
tlg0527	tlg018	tlg0527.tlg018.perseus-eng3.xml	tlg0527/tlg018/tlg0527.tlg018.perseus-eng3.xml	Ezra	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	40143	7195	2000-2024
tlg0527	tlg018	tlg0527.tlg018.perseus-eng4.xml	tlg0527/tlg018/tlg0527.tlg018.perseus-eng4.xml	Nehemiah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	56989	10266	2000-2024
tlg0527	tlg044	tlg0527.tlg044.perseus-eng2.xml	tlg0527/tlg044/tlg0527.tlg044.perseus-eng2.xml	Zephaniah	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	8401	1554	2000-2024
tlg0527	tlg043	tlg0527.tlg043.perseus-eng2.xml	tlg0527/tlg043/tlg0527.tlg043.perseus-eng2.xml	Habakkuk	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	7464	1375	2000-2024
tlg0527	tlg019	tlg0527.tlg019.perseus-eng2.xml	tlg0527/tlg019/tlg0527.tlg019.perseus-eng2.xml	Esther	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	30343	5624	2000-2024
tlg0527	tlg010	tlg0527.tlg010.perseus-eng2.xml	tlg0527/tlg010/tlg0527.tlg010.perseus-eng2.xml	Ruth	Old Testament	Rainbow Missions, Inc.; Michael Paul Johnson	Trustees of Tufts University	Medford, MA	Perseus 3.0		eng		Fund for the Improvement of Postsecondary Education	Gregory Crane	12782	2472	2000-2024
tlg0385	tlg001	tlg0385.tlg001.perseus-grc2.xml	tlg0385/tlg001/tlg0385.tlg001.perseus-grc2.xml	Ῥωμαϊκὴ Ἱστορία (Books 36-55)	Cassius Dio Cocceianus	Earnest Cary; Earnest Cary	Trustees of Tufts University	Medford, MA	Perseus 4.0	Bekk. Anecd. 157, 30.	grc; lat; eng		Google Digital Humanities Awards Program	Gregory Crane	1318693	206830	1914-1917
tlg2045	tlg001	tlg2045.tlg001.perseus-grc2.xml	tlg2045/tlg001/tlg2045.tlg001.perseus-grc2.xml	Διονυσιακά	Nonnus of Panopolis	W.H.D. Rouse; W.H.D. Rouse	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; eng		Google Digital Humanities Awards Program	Gregory Crane	935497	128209	1940-1942
tlg0533	tlg015	tlg0533.tlg015.perseus-grc4.xml	tlg0533/tlg015/tlg0533.tlg015.perseus-grc4.xml	εἰς Δία	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	4356	705	1897
tlg0533	tlg015	tlg0533.tlg015.perseus-grc3.xml	tlg0533/tlg015/tlg0533.tlg015.perseus-grc3.xml	εἰς Δία	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	5177	815	1921
tlg0533	tlg003	tlg0533.tlg003.perseus-grc2.xml	tlg0533/tlg003/tlg0533.tlg003.perseus-grc2.xml	Ἐπιγράμματα	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng		Tufts University	Gregory Crane	12358	1951	1897
tlg0533	tlg004	tlg0533.tlg004.perseus-grc2.xml	tlg0533/tlg004/tlg0533.tlg004.perseus-grc2.xml	Ἐπιγράμματα	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	Perseus 4.0	A.P. vii. 89, Diog. Laert. i. 79 f.	grc; eng		Google Digital Humanities Awards Program	Gregory Crane	15232	2453	1921
tlg0533	tlg016	tlg0533.tlg016.perseus-grc4.xml	tlg0533/tlg016/tlg0533.tlg016.perseus-grc4.xml	εἰς Απόλλωνα	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	5126	785	1897
tlg0533	tlg016	tlg0533.tlg016.perseus-grc3.xml	tlg0533/tlg016/tlg0533.tlg016.perseus-grc3.xml	εἰς Απόλλωνα	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	5291	829	1921
tlg0533	tlg020	tlg0533.tlg020.perseus-grc4.xml	tlg0533/tlg020/tlg0533.tlg020.perseus-grc4.xml	εἰς Δήμητρα	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng		Tufts University	Gregory Crane	6305	972	1897
tlg0533	tlg020	tlg0533.tlg020.perseus-grc3.xml	tlg0533/tlg020/tlg0533.tlg020.perseus-grc3.xml	εἰς Δήμητρα	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	7055	1124	1921
tlg0533	tlg018	tlg0533.tlg018.perseus-grc3.xml	tlg0533/tlg018/tlg0533.tlg018.perseus-grc3.xml	εἰς Δῆλον	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc		Google Digital Humanities Awards Program	Gregory Crane	15603	2384	1921
tlg0533	tlg018	tlg0533.tlg018.perseus-grc4.xml	tlg0533/tlg018/tlg0533.tlg018.perseus-grc4.xml	εἰς Δῆλον	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	14574	2167	1897
tlg0533	tlg019	tlg0533.tlg019.perseus-grc3.xml	tlg0533/tlg019/tlg0533.tlg019.perseus-grc3.xml	εἰς Λουτρά τῆς Παλλάδος	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	6500	1029	1921
tlg0533	tlg019	tlg0533.tlg019.perseus-grc4.xml	tlg0533/tlg019/tlg0533.tlg019.perseus-grc4.xml	εἰς Λουτρά τῆς Παλλάδος	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng		Tufts University	Gregory Crane	5915	920	1897
tlg0533	tlg017	tlg0533.tlg017.perseus-grc4.xml	tlg0533/tlg017/tlg0533.tlg017.perseus-grc4.xml	εἰς Ἄρτεμιν	Callimachus	Ulrich von Wilamowitz-Moellendorff; Ulrich von Wilamowitz-Moellendorff	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	12151	1858	1897
tlg0533	tlg017	tlg0533.tlg017.perseus-grc3.xml	tlg0533/tlg017/tlg0533.tlg017.perseus-grc3.xml	εἰς Ἄρτεμιν	Callimachus	A. W. Mair; A. W. Mair	Trustees of Tufts University	Medford, MA	2011-01-24		grc; eng; lat		Google Digital Humanities Awards Program	Gregory Crane	12878	2025	1921
tlg0560	tlg001	tlg0560.tlg001.perseus-grc2.xml	tlg0560/tlg001/tlg0560.tlg001.perseus-grc2.xml	Περὶ ὕψους	Longinus	William Rhys Roberts; William Rhys Roberts	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	103072	12658	1907
tlg0551	tlg009	tlg0551.tlg009.perseus-grc2.xml	tlg0551/tlg009/tlg0551.tlg009.perseus-grc2.xml	Λιβυκή	Appian of Alexandria	Ludwig Mendelssohn; Ludwig Mendelssohn	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc; eng; lat			Gregory Crane	183594	25076	1879
