period	group_cat	resource_meta	has_right
Roman (165 BCE – 205 CE)	Kings	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Kings	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Kings	Right to retain property	0
Roman (165 BCE – 205 CE)	Kings	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Kings	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Kings	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Macedonians	Access to education	0
Roman (165 BCE – 205 CE)	Macedonians	Access to public honors	0
Roman (165 BCE – 205 CE)	Macedonians	Access to religious rites	0
Roman (165 BCE – 205 CE)	Macedonians	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Macedonians	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from military service	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Macedonians	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Macedonians	Political power	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Macedonians	Protection from public libel	0
Roman (165 BCE – 205 CE)	Macedonians	Right to a dowry	0
Roman (165 BCE – 205 CE)	Macedonians	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Macedonians	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Macedonians	Right to adopt	0
Roman (165 BCE – 205 CE)	Macedonians	Right to bear arms	0
Roman (165 BCE – 205 CE)	Macedonians	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Macedonians	Right to burial	0
Roman (165 BCE – 205 CE)	Macedonians	Right to citizenship	0
Roman (165 BCE – 205 CE)	Macedonians	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Macedonians	Right to free speech	0
Roman (165 BCE – 205 CE)	Macedonians	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Macedonians	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Macedonians	Right to inherit property	0
Roman (165 BCE – 205 CE)	Macedonians	Right to marry	1
Roman (165 BCE – 205 CE)	Macedonians	Right to military protection	0
Roman (165 BCE – 205 CE)	Macedonians	Right to own land	0
Roman (165 BCE – 205 CE)	Macedonians	Right to own property	0
Roman (165 BCE – 205 CE)	Macedonians	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Macedonians	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Macedonians	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Macedonians	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Macedonians	Right to retain property	0
Roman (165 BCE – 205 CE)	Macedonians	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Macedonians	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Macedonians	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Magistrates	Access to education	0
Roman (165 BCE – 205 CE)	Magistrates	Access to public honors	1
Roman (165 BCE – 205 CE)	Magistrates	Access to religious rites	0
Roman (165 BCE – 205 CE)	Magistrates	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Magistrates	Eligibility for public office	1
Roman (165 BCE – 205 CE)	Magistrates	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Magistrates	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Magistrates	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Magistrates	Exemption from military service	0
Roman (165 BCE – 205 CE)	Magistrates	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Magistrates	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Magistrates	Political power	1
Roman (165 BCE – 205 CE)	Magistrates	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Magistrates	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Magistrates	Protection from corporal punishment	1
Roman (165 BCE – 205 CE)	Magistrates	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Magistrates	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Magistrates	Protection from public libel	0
Roman (165 BCE – 205 CE)	Magistrates	Right to a dowry	0
Roman (165 BCE – 205 CE)	Magistrates	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Magistrates	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Magistrates	Right to adopt	0
Roman (165 BCE – 205 CE)	Magistrates	Right to bear arms	0
Roman (165 BCE – 205 CE)	Magistrates	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Magistrates	Right to burial	0
Roman (165 BCE – 205 CE)	Magistrates	Right to citizenship	0
Roman (165 BCE – 205 CE)	Magistrates	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Magistrates	Right to free speech	0
Roman (165 BCE – 205 CE)	Magistrates	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Magistrates	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Magistrates	Right to inherit property	0
Roman (165 BCE – 205 CE)	Magistrates	Right to marry	0
Roman (165 BCE – 205 CE)	Magistrates	Right to military protection	0
Roman (165 BCE – 205 CE)	Magistrates	Right to own land	0
Roman (165 BCE – 205 CE)	Magistrates	Right to own property	0
Roman (165 BCE – 205 CE)	Magistrates	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Magistrates	Right to remuneration for office	1
Roman (165 BCE – 205 CE)	Magistrates	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Magistrates	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Magistrates	Right to retain property	0
Roman (165 BCE – 205 CE)	Magistrates	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Magistrates	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Magistrates	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Men	Access to education	0
Roman (165 BCE – 205 CE)	Men	Access to public honors	1
Roman (165 BCE – 205 CE)	Men	Access to religious rites	1
Roman (165 BCE – 205 CE)	Men	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Men	Eligibility for public office	1
Roman (165 BCE – 205 CE)	Men	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Men	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Men	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Men	Exemption from military service	0
Roman (165 BCE – 205 CE)	Men	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Men	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Men	Political power	1
Roman (165 BCE – 205 CE)	Men	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Men	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Men	Protection from corporal punishment	1
Roman (165 BCE – 205 CE)	Men	Protection from enslavement	1
Roman (165 BCE – 205 CE)	Men	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Men	Protection from public libel	0
Roman (165 BCE – 205 CE)	Men	Right to a dowry	0
Roman (165 BCE – 205 CE)	Men	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Men	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Men	Right to adopt	0
Roman (165 BCE – 205 CE)	Men	Right to bear arms	0
Roman (165 BCE – 205 CE)	Men	Right to bodily autonomy	1
Roman (165 BCE – 205 CE)	Men	Right to burial	0
Roman (165 BCE – 205 CE)	Men	Right to citizenship	0
Roman (165 BCE – 205 CE)	Men	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Men	Right to free speech	0
Roman (165 BCE – 205 CE)	Men	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Men	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Men	Right to inherit property	0
Roman (165 BCE – 205 CE)	Men	Right to marry	0
Roman (165 BCE – 205 CE)	Men	Right to military protection	0
Roman (165 BCE – 205 CE)	Men	Right to own land	0
Roman (165 BCE – 205 CE)	Men	Right to own property	0
Roman (165 BCE – 205 CE)	Men	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Men	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Men	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Men	Right to retain own earnings	1
Roman (165 BCE – 205 CE)	Men	Right to retain property	1
Roman (165 BCE – 205 CE)	Men	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Men	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Men	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Minors	Access to education	1
Roman (165 BCE – 205 CE)	Minors	Access to public honors	0
Roman (165 BCE – 205 CE)	Minors	Access to religious rites	1
Roman (165 BCE – 205 CE)	Minors	Access to the gymnasium	1
Roman (165 BCE – 205 CE)	Minors	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Minors	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Minors	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Minors	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Minors	Exemption from military service	0
Roman (165 BCE – 205 CE)	Minors	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Minors	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Minors	Political power	1
Roman (165 BCE – 205 CE)	Minors	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Minors	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Minors	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Minors	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Minors	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Minors	Protection from public libel	0
Roman (165 BCE – 205 CE)	Minors	Right to a dowry	0
Roman (165 BCE – 205 CE)	Minors	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Minors	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Minors	Right to adopt	0
Roman (165 BCE – 205 CE)	Minors	Right to bear arms	0
Roman (165 BCE – 205 CE)	Minors	Right to bodily autonomy	1
Roman (165 BCE – 205 CE)	Minors	Right to burial	0
Roman (165 BCE – 205 CE)	Minors	Right to citizenship	0
Roman (165 BCE – 205 CE)	Minors	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Minors	Right to free speech	0
Roman (165 BCE – 205 CE)	Minors	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Minors	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Minors	Right to inherit property	0
Roman (165 BCE – 205 CE)	Minors	Right to marry	0
Roman (165 BCE – 205 CE)	Minors	Right to military protection	0
Roman (165 BCE – 205 CE)	Minors	Right to own land	0
Roman (165 BCE – 205 CE)	Minors	Right to own property	0
Roman (165 BCE – 205 CE)	Minors	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Minors	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Minors	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Minors	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Minors	Right to retain property	0
Roman (165 BCE – 205 CE)	Minors	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Minors	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Minors	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Nobles	Access to education	0
Roman (165 BCE – 205 CE)	Nobles	Access to public honors	1
Roman (165 BCE – 205 CE)	Nobles	Access to religious rites	0
Roman (165 BCE – 205 CE)	Nobles	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Nobles	Eligibility for public office	1
Roman (165 BCE – 205 CE)	Nobles	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Nobles	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Nobles	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Nobles	Exemption from military service	0
Roman (165 BCE – 205 CE)	Nobles	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Nobles	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Nobles	Political power	1
Roman (165 BCE – 205 CE)	Nobles	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Nobles	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Nobles	Protection from corporal punishment	1
Roman (165 BCE – 205 CE)	Nobles	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Nobles	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Nobles	Protection from public libel	0
Roman (165 BCE – 205 CE)	Nobles	Right to a dowry	1
Roman (165 BCE – 205 CE)	Nobles	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Nobles	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Nobles	Right to adopt	0
Roman (165 BCE – 205 CE)	Nobles	Right to bear arms	1
Roman (165 BCE – 205 CE)	Nobles	Right to bodily autonomy	1
Roman (165 BCE – 205 CE)	Nobles	Right to burial	0
Roman (165 BCE – 205 CE)	Nobles	Right to citizenship	0
Roman (165 BCE – 205 CE)	Nobles	Right to dispose of property	1
Roman (165 BCE – 205 CE)	Nobles	Right to free speech	0
Roman (165 BCE – 205 CE)	Nobles	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Nobles	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Nobles	Right to inherit property	0
Roman (165 BCE – 205 CE)	Nobles	Right to marry	0
Roman (165 BCE – 205 CE)	Nobles	Right to military protection	0
Roman (165 BCE – 205 CE)	Nobles	Right to own land	0
Roman (165 BCE – 205 CE)	Nobles	Right to own property	0
Roman (165 BCE – 205 CE)	Nobles	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Nobles	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Nobles	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Nobles	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Nobles	Right to retain property	0
Roman (165 BCE – 205 CE)	Nobles	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Nobles	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Nobles	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Orphans	Access to education	0
Roman (165 BCE – 205 CE)	Orphans	Access to public honors	0
Roman (165 BCE – 205 CE)	Orphans	Access to religious rites	0
Roman (165 BCE – 205 CE)	Orphans	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Orphans	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from military service	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Orphans	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Orphans	Political power	0
Roman (165 BCE – 205 CE)	Orphans	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Orphans	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Orphans	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Orphans	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Orphans	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Orphans	Protection from public libel	0
Roman (165 BCE – 205 CE)	Orphans	Right to a dowry	0
Roman (165 BCE – 205 CE)	Orphans	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Orphans	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Orphans	Right to adopt	0
Roman (165 BCE – 205 CE)	Orphans	Right to bear arms	0
Roman (165 BCE – 205 CE)	Orphans	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Orphans	Right to burial	0
Roman (165 BCE – 205 CE)	Orphans	Right to citizenship	0
Roman (165 BCE – 205 CE)	Orphans	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Orphans	Right to free speech	0
Roman (165 BCE – 205 CE)	Orphans	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Orphans	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Orphans	Right to inherit property	0
Roman (165 BCE – 205 CE)	Orphans	Right to marry	0
Roman (165 BCE – 205 CE)	Orphans	Right to military protection	0
Roman (165 BCE – 205 CE)	Orphans	Right to own land	0
Roman (165 BCE – 205 CE)	Orphans	Right to own property	0
Roman (165 BCE – 205 CE)	Orphans	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Orphans	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Orphans	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Orphans	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Orphans	Right to retain property	0
Roman (165 BCE – 205 CE)	Orphans	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Orphans	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Orphans	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Other	Access to education	0
Roman (165 BCE – 205 CE)	Other	Access to public honors	0
Roman (165 BCE – 205 CE)	Other	Access to religious rites	0
Roman (165 BCE – 205 CE)	Other	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Other	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Other	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Other	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Other	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Other	Exemption from military service	0
Roman (165 BCE – 205 CE)	Other	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Other	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Other	Political power	0
Roman (165 BCE – 205 CE)	Other	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Other	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Other	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Other	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Other	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Other	Protection from public libel	0
Roman (165 BCE – 205 CE)	Other	Right to a dowry	0
Roman (165 BCE – 205 CE)	Other	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Other	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Other	Right to adopt	0
Roman (165 BCE – 205 CE)	Other	Right to bear arms	0
Roman (165 BCE – 205 CE)	Other	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Other	Right to burial	0
Roman (165 BCE – 205 CE)	Other	Right to citizenship	0
Roman (165 BCE – 205 CE)	Other	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Other	Right to free speech	0
Roman (165 BCE – 205 CE)	Other	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Other	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Other	Right to inherit property	0
Roman (165 BCE – 205 CE)	Other	Right to marry	0
Roman (165 BCE – 205 CE)	Other	Right to military protection	0
Roman (165 BCE – 205 CE)	Other	Right to own land	0
Roman (165 BCE – 205 CE)	Other	Right to own property	0
Roman (165 BCE – 205 CE)	Other	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Other	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Other	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Other	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Other	Right to retain property	0
Roman (165 BCE – 205 CE)	Other	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Other	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Other	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Philosophers	Access to education	0
Roman (165 BCE – 205 CE)	Philosophers	Access to public honors	0
Roman (165 BCE – 205 CE)	Philosophers	Access to religious rites	0
Roman (165 BCE – 205 CE)	Philosophers	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Philosophers	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from military service	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Philosophers	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Philosophers	Political power	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Philosophers	Protection from public libel	0
Roman (165 BCE – 205 CE)	Philosophers	Right to a dowry	0
Roman (165 BCE – 205 CE)	Philosophers	Right to a legal trial	1
Roman (165 BCE – 205 CE)	Philosophers	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Philosophers	Right to adopt	0
Roman (165 BCE – 205 CE)	Philosophers	Right to bear arms	0
Roman (165 BCE – 205 CE)	Philosophers	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Philosophers	Right to burial	0
Roman (165 BCE – 205 CE)	Philosophers	Right to citizenship	0
Roman (165 BCE – 205 CE)	Philosophers	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Philosophers	Right to free speech	0
Roman (165 BCE – 205 CE)	Philosophers	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Philosophers	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Philosophers	Right to inherit property	0
Roman (165 BCE – 205 CE)	Philosophers	Right to marry	0
Roman (165 BCE – 205 CE)	Philosophers	Right to military protection	0
Roman (165 BCE – 205 CE)	Philosophers	Right to own land	0
Roman (165 BCE – 205 CE)	Philosophers	Right to own property	0
Roman (165 BCE – 205 CE)	Philosophers	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Philosophers	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Philosophers	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Philosophers	Right to retain own earnings	1
Roman (165 BCE – 205 CE)	Philosophers	Right to retain property	0
Roman (165 BCE – 205 CE)	Philosophers	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Philosophers	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Philosophers	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Physicians	Access to education	0
Roman (165 BCE – 205 CE)	Physicians	Access to public honors	0
Roman (165 BCE – 205 CE)	Physicians	Access to religious rites	0
Roman (165 BCE – 205 CE)	Physicians	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Physicians	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from military service	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Physicians	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Physicians	Political power	0
Roman (165 BCE – 205 CE)	Physicians	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Physicians	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Physicians	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Physicians	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Physicians	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Physicians	Protection from public libel	0
Roman (165 BCE – 205 CE)	Physicians	Right to a dowry	0
Roman (165 BCE – 205 CE)	Physicians	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Physicians	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Physicians	Right to adopt	0
Roman (165 BCE – 205 CE)	Physicians	Right to bear arms	0
Roman (165 BCE – 205 CE)	Physicians	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Physicians	Right to burial	0
Roman (165 BCE – 205 CE)	Physicians	Right to citizenship	0
Roman (165 BCE – 205 CE)	Physicians	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Physicians	Right to free speech	0
Roman (165 BCE – 205 CE)	Physicians	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Physicians	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Physicians	Right to inherit property	0
Roman (165 BCE – 205 CE)	Physicians	Right to marry	0
Roman (165 BCE – 205 CE)	Physicians	Right to military protection	0
Roman (165 BCE – 205 CE)	Physicians	Right to own land	0
Roman (165 BCE – 205 CE)	Physicians	Right to own property	0
Roman (165 BCE – 205 CE)	Physicians	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Physicians	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Physicians	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Physicians	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Physicians	Right to retain property	0
Roman (165 BCE – 205 CE)	Physicians	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Physicians	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Physicians	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Poets	Access to education	0
Roman (165 BCE – 205 CE)	Poets	Access to public honors	0
Roman (165 BCE – 205 CE)	Poets	Access to religious rites	0
Roman (165 BCE – 205 CE)	Poets	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Poets	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Poets	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Poets	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Poets	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Poets	Exemption from military service	0
Roman (165 BCE – 205 CE)	Poets	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Poets	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Poets	Political power	0
Roman (165 BCE – 205 CE)	Poets	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Poets	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Poets	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Poets	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Poets	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Poets	Protection from public libel	0
Roman (165 BCE – 205 CE)	Poets	Right to a dowry	0
Roman (165 BCE – 205 CE)	Poets	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Poets	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Poets	Right to adopt	0
Roman (165 BCE – 205 CE)	Poets	Right to bear arms	0
Roman (165 BCE – 205 CE)	Poets	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Poets	Right to burial	0
Roman (165 BCE – 205 CE)	Poets	Right to citizenship	0
Roman (165 BCE – 205 CE)	Poets	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Poets	Right to free speech	0
Roman (165 BCE – 205 CE)	Poets	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Poets	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Poets	Right to inherit property	0
Roman (165 BCE – 205 CE)	Poets	Right to marry	0
Roman (165 BCE – 205 CE)	Poets	Right to military protection	0
Roman (165 BCE – 205 CE)	Poets	Right to own land	0
Roman (165 BCE – 205 CE)	Poets	Right to own property	0
